Country,Name,Club,Position,Games,Goals
Malaysia,Karen Baird,Terengganu,midfielder,69,53
Sao Tome and Principe,Teresa Holland,UDRA,midfielder,65,26
Liberia,Donald Marshall,Mighty Blue Angels,defender,55,48
Belgium,Adam White,Club Brugge,forward,58,65
Saint Vincent and the Grenadines,Emma Jordan,System 3,forward,70,56
Burkina Faso,Frank Terry,Etoile Filante,forward,60,47
Solomon Islands,Aaron George,Marist,defender,63,18
Switzerland,Andrew Grant,Luzern,midfielder,58,30
Pakistan,Kelly Bailey,Pakistan Air Force,goalkeeper,43,-70
Greece,Dennis Long Jr.,Olympiacos,defender,53,98
Monaco,Jason Sutton,Stade Monégasque,midfielder,70,26
Panama,Anthony Butler,Independiente,goalkeeper,29,-58
Costa Rica,Shane Marshall,Cartagines,defender,59,65
Latvia,Mark Edwards,Riga FC,forward,60,67
Iraq,Valerie Clark,Al Najaf,defender,71,28
United Kingdom,Joshua Wright,Leicester,defender,48,1
Djibouti,Lauren Mitchell,FC Dikhil,goalkeeper,55,-57
Central African Republic,Bonnie Marshall,Sica Sport,goalkeeper,52,-50
Poland,Patrick Martinez,Wisla Krakow,goalkeeper,52,-80
Laos,Ronald Klein,Savannakhet,midfielder,43,27
Papua New Guinea,Kevin Gonzalez,Morobe Wawens,defender,75,71
Japan,Shane Sparks,Kashima Antlers,goalkeeper,52,-105
Timor-Leste,Jaime Jones,Sport Laulara,midfielder,57,80
Luxembourg,Scott Coleman,F91 Dudelange,forward,82,57
Switzerland,Mark Haas,Young Boys,midfielder,72,52
Peru,Elizabeth Stephens,Sport Huancayo,forward,61,51
Bahamas,Daniel Mahoney,Cavalier FC,forward,68,44
Brunei,Jennifer Wells,DPMM FC,midfielder,48,53
Guinea-Bissau,Kayla Grant,Estrela Negra,midfielder,47,20
Gabon,Charles Rubio,AS Pélican,goalkeeper,72,-30
Croatia,Diana Smith,Dinamo Zagreb,defender,61,48
Sri Lanka,Dana Barnes,Colombo FC,goalkeeper,53,-55
Malta,Jennifer Freeman,Gzira United,forward,46,39
Venezuela,Hunter Lee II,Deportivo La Guaira,goalkeeper,66,-25
Palau,Troy Sullivan,Surangel Kings,midfielder,56,63
El Salvador,Claudia Rodriguez,Platense,goalkeeper,59,-42
Cyprus,Sandra Reeves,AEL Limassol,defender,66,32
Eritrea,Annette Burton,Denden FC,midfielder,49,64
Haiti,Craig Sampson,Arcahaie,defender,63,60
Tuvalu,Edward Moore,Tofaga,goalkeeper,55,-51
Cape Verde,Kimberly Nguyen,Derby FC,midfielder,58,23
Burundi,Sherry Garcia,Bujumbura City,forward,62,38
Mali,Rebecca Paul,COB,midfielder,48,105
Guatemala,Bryan Andrews,Santa Lucia,midfielder,52,93
Azerbaijan,Aaron Carter,Kapaz,defender,60,15
Mauritius,Christina Woodward,La Cure,goalkeeper,60,-45
Tunisia,Theresa Todd,Stade Tunisien,goalkeeper,72,-35
El Salvador,Jamie George,Aguila,midfielder,55,82
Tunisia,David Hill,CA Bizertin,forward,72,25
Kiribati,Jessica Montoya,Tarawa,goalkeeper,58,-24
Brazil,Matthew Harris,Gremio,forward,59,85
Egypt,Roger Gallegos,Ismaily,goalkeeper,56,-61
Burundi,Kayla Reed,Kayanza United,defender,53,53
Mali,Mrs. Jennifer Russell,AS Bakaridjan,midfielder,42,43
Netherlands,Steven Clements,Ajax,midfielder,74,73
South Sudan,William Brady,Al Merreikh Juba,goalkeeper,62,-44
Cape Verde,Andrea Higgins,CS Mindelense,forward,77,61
Korea (South),Dana Brown,Jeonbuk Hyundai,defender,50,56
Ghana,Cindy Vaughn,Bechem United,forward,57,39
Monaco,Kristin Clark,Stade Monégasque,defender,65,49
San Marino,Kayla Andrews,Pennarossa,goalkeeper,41,-48
El Salvador,Travis Harrison,Chalatenango,midfielder,74,77
France,Scott Nichols,Marseille,goalkeeper,63,-47
Samoa,Shelia Sparks,Lepea,forward,74,8
Chile,Bryan Cross,Huachipato,defender,79,11
Luxembourg,Stephanie Schultz,F91 Dudelange,goalkeeper,48,-80
Greece,Ronald Bennett,AEK Athens,midfielder,55,26
Bangladesh,Jennifer Miller,Bashundhara Kings,midfielder,57,65
Bahamas,Jessica Gonzalez,Baha Juniors,goalkeeper,53,-47
Comoros,Angela Cohen,Ajax de Hahaya,defender,73,29
Vanuatu,Sean Rangel,Ifira Black Bird,midfielder,71,43
Uzbekistan,Jonathan Coffey,Pakhtakor,goalkeeper,54,-84
Jamaica,Andrea Mitchell,Tivoli Gardens,goalkeeper,50,-92
Mauritius,Lisa Combs,Flacq United,forward,51,61
Sri Lanka,Mrs. Audrey Lynn,Renown,forward,58,40
Central African Republic,Deanna Smith,Faucon Flambeau,defender,64,33
