Country,Name,Club,Position,Games,Goals
Sudan,Cheryl Martinez,Al Khartoum,goalkeeper,68,-58
Micronesia,Laura Watkins,Nukuoro,defender,45,44
Slovakia,Gabriel Holland,Spartak Trnava,forward,51,42
Solomon Islands,Kristin Walker,Marist,goalkeeper,62,-72
Latvia,Stacy Hill,Metta,goalkeeper,66,-72
Eritrea,Teresa Valenzuela,Denden FC,forward,49,60
Uganda,Christopher Davis,Vipers,defender,44,53
Guinea,Michelle Ramos,Wakriya,forward,65,41
Australia,Jessica Morgan,Melbourne City,goalkeeper,71,-25
Andorra,Kevin Franco,Atletic Escaldes,goalkeeper,46,-72
Estonia,Stephanie Holmes,Flora Tallinn,forward,60,11
Mauritania,Jose Smith,Kaedi,goalkeeper,53,-55
Indonesia,Melody Kent,Arema FC,forward,53,75
Croatia,Joseph Elliott,Rijeka,forward,66,12
Togo,Philip Edwards,AS Togo-Port,midfielder,45,81
Jamaica,Heather Miller,Cavalier,midfielder,75,15
Honduras,Michele Henderson,UPNFM,forward,35,91
Jordan,Ricky Holden,Al Faisaly,forward,70,91
Kuwait,Renee Clark,Al Arabi,midfielder,49,43
Monaco,Rebecca Bryant,Fontvieille,forward,77,45
Tajikistan,Rhonda Clay MD,Regar-TadAZ,forward,66,52
Bolivia,Janet Johnson,The Strongest,midfielder,64,15
Mongolia,Jonathan Martin,Ulaanbaatar,goalkeeper,69,-29
Djibouti,Joseph Gordon,AS Port,midfielder,43,47
Panama,Cynthia Sharp,Arabe Unido,forward,49,20
Paraguay,Molly Carr,Cerro Porteno,defender,49,53
Antigua and Barbuda,Natalie Riley,Old Road FC,goalkeeper,48,-65
Djibouti,Jeffrey Kaiser,AS Arta/Solar7,goalkeeper,69,-55
Romania,Antonio Santos,Farul Constanta,defender,67,39
Canada,Allison Thomas,Forge FC,goalkeeper,66,-50
Suriname,Joan Santiago,Robinhood,goalkeeper,63,-33
Eritrea,Angela Allen,Al-Tahrir,defender,69,40
Turkey,Ashley Moore,Fenerbahce,defender,45,29
Eritrea,Rebecca Dixon,Asmara Brewery,defender,74,69
Israel,Lisa Chung,Beitar Jerusalem,midfielder,55,66
Oman,Kayla Jackson,Al Oruba,goalkeeper,42,-30
Solomon Islands,Norma Johns,Solomon Warriors,forward,56,37
Guinea-Bissau,Gary Keller,Bula FC,forward,72,69
Iran,Frank Perry,Sepahan,goalkeeper,73,-30
Senegal,Sarah Allen,Casa Sport,forward,75,45
Austria,Aaron Cohen,Wolfsberger,midfielder,76,40
Eritrea,Brandi Ortega,Hamasien,defender,60,30
Bosnia and Herzegovina,Kelly Wagner,Borac Banja Luka,midfielder,42,85
Kenya,Veronica Bailey,Kariobangi Sharks,defender,83,100
San Marino,Bethany Little,Libertas,midfielder,74,49
Bahrain,Amber Lam,Al-Riffa,defender,70,42
Switzerland,Anthony Hamilton III,Luzern,goalkeeper,42,-97
Thailand,Christina Bailey,Buriram United,forward,57,76
Egypt,Michele Jones,Al Ahly,midfielder,56,69
Slovakia,Wendy Wheeler,Slovan Bratislava,defender,67,102
Equatorial Guinea,Troy Wood,Canon Sportif,midfielder,43,74
Ireland,Allison Baldwin,Sligo Rovers,midfielder,66,77
Germany,Timothy Jacobs,Borussia Monchengladbach,forward,52,55
Belize,Heidi Brown,Police United,forward,69,24
Saint Lucia,Sandra Gonzales,Gros Islet,forward,68,3
Uruguay,Amy Bell,Penarol,goalkeeper,73,-70
Fiji,Melinda Jones,Rewa FC,defender,73,94
Guinea-Bissau,Ashley Meyer,Estrela Negra,midfielder,61,86
Mauritius,Benjamin Love,Flacq United,defender,60,85
Zambia,Lori Allen,Zesco United,midfielder,55,42
Tanzania,Peter Parker,Simba,goalkeeper,59,-87
Tajikistan,Hunter Campbell,Fayzkand,defender,41,53
Andorra,Willie Harvey,Penya Encarnada,goalkeeper,73,-36
Ireland,Nicholas Nolan,Shamrock Rovers,forward,46,1
New Zealand,Sandra Lewis,Hawke's Bay United,forward,61,53
Saint Lucia,Stacy Flores,Micoud,midfielder,68,84
Germany,Jacob Richardson,RB Leipzig,goalkeeper,74,-1
Haiti,Michael Smith,Violette,goalkeeper,71,-35
Russia,Angela Phillips,Zenit,forward,44,69
Mali,Samantha Campos,COB,midfielder,57,66
Croatia,Brandon Wallace,Hajduk Split,defender,51,39
Korea (North),Gina Williams,Amrokgang,defender,67,60
Morocco,Blake Trevino,Olympic Safi,defender,60,6
Lithuania,Dawn Smith,Panevezys,forward,81,50
Somalia,Ronald Hunt,Horseed,midfielder,82,39
Bulgaria,Sarah Ramirez,Botev Plovdiv,defender,53,34
Sweden,Seth Hart,Djurgarden,forward,55,52
Korea (North),Lisa Smith,Kigwancha,midfielder,64,62
Montenegro,Carlos Wright,Mornar,midfielder,58,41
Ghana,Frances Kent,Great Olympics,midfielder,66,103
Antigua and Barbuda,Sarah Bell,Empire FC,midfielder,88,91
Myanmar,Wendy Johnson,Hanthawaddy United,midfielder,68,44
Chile,Kevin Moore,Audax Italiano,defender,54,59
Armenia,Russell Melton,Alashkert,forward,49,6
Rwanda,Monique Jones,AS Kigali,goalkeeper,66,-65
Guinea,John Hurley,Wakriya,midfielder,77,15
Bosnia and Herzegovina,Gary Watkins,Radnik Bijeljina,goalkeeper,70,-46
Nicaragua,Samantha Alvarez,Real Esteli,forward,63,96
Suriname,Billy White,SNL,goalkeeper,58,-22
Guatemala,Logan Chavez,Santa Lucia,forward,60,69
Iceland,Jack Rodriguez,Vikingur Reykjavik,defender,62,45
Singapore,Jodi Alexander,Tampines Rovers,defender,67,60
Norway,Ricky Hammond,Brann,goalkeeper,72,-31
Brazil,Stephanie Clark,Gremio,goalkeeper,48,-62
Kiribati,Patrick Silva,Tofaga,goalkeeper,73,-99
Suriname,Carolyn Larsen,Robinhood,goalkeeper,50,-55
Belgium,Kevin Hoover,Anderlecht,defender,59,66
Libya,Alexis Lin,Al Tahaddy,goalkeeper,48,-48
Pakistan,Michael Rodriguez,Pakistan Air Force,forward,56,53
Latvia,Heather Nielsen,Spartaks Jurmala,forward,55,87
Honduras,Jennifer Harris MD,Platense,forward,51,41
Peru,Hector Orr,Universitario,goalkeeper,68,-103
Romania,Christy Bryant,UTA Arad,defender,61,68
Thailand,Anthony Sloan,Buriram United,defender,67,73
Papua New Guinea,Mr. Joshua Kaiser,Gulf Komara,defender,59,12
Saint Vincent and the Grenadines,Sandra Rose,Camdonia Chelsea,goalkeeper,54,-84
Uzbekistan,Marc Moore,Lokomotiv Tashkent,goalkeeper,69,-76
Vietnam,Jose Perez,Viettel,goalkeeper,60,-74
Hungary,Faith Coleman,Ujpest,goalkeeper,66,-12
Sri Lanka,James Miller,Ratnam,goalkeeper,49,-56
Italy,Danielle Bauer,Fiorentina,goalkeeper,54,-42
Mauritania,Robert Spears,FC Tevragh Zeina,midfielder,58,65
Bosnia and Herzegovina,Anthony White,Zeljeznicar,defender,41,34
Spain,Andrew Green,Barcelona,forward,71,60
Haiti,Mrs. Caitlin Perez PhD,Baltimore SC,goalkeeper,53,-59
Kyrgyzstan,Christina Roberts,Alay Osh,goalkeeper,59,-80
Cyprus,Micheal Harrell,Apollon Limassol,defender,65,41
Bulgaria,Sara Powell,Arda Kardzhali,defender,46,14
Chile,Maria Vaughan,Audax Italiano,defender,53,7
Bangladesh,Donald Santiago,Abahani Dhaka,goalkeeper,72,-32
Saudi Arabia,Rebecca Russo,Al Fateh,goalkeeper,41,-47
Congo,Marc Villegas,Diables Noirs,forward,48,65
Guyana,Laura Carr,Ann's Grove United,goalkeeper,66,-46
Egypt,Justin Chan,Al Ahly,midfielder,73,44
Burkina Faso,Nicholas Munoz,USFA,defender,57,12
Libya,Sean Howell,Al Madina,defender,76,59
Libya,Kimberly Villarreal,Al Madina,goalkeeper,64,-97
New Zealand,Kristen Burns,Team Wellington,defender,59,63
Mozambique,Erik Brown,Ferroviario Beira,goalkeeper,59,-24
Tonga,Laura Rodriguez,Veitongo,goalkeeper,63,-27
Qatar,Melissa Rogers,Al Rayyan,forward,47,71
Guatemala,Bridget Johnson,Malacateco,forward,89,34
Indonesia,James White,Arema FC,midfielder,50,80
Fiji,Kathleen Mason,Rewa FC,goalkeeper,61,-34
Benin,Derek Zamora,AS Cotonou,midfielder,42,34
Estonia,Lisa Williams,Levadia Tallinn,forward,55,49
Myanmar,Elizabeth Lee,Rakhine United,midfielder,58,44
Morocco,Angela Wong,Raja Casablanca,goalkeeper,71,-76
Uganda,Sandra Terry,KCCA,midfielder,72,38
Serbia,Blake Gonzalez,Cukaricki,midfielder,50,35
Afghanistan,Joshua Phillips,Ariana FC,midfielder,50,39
Belarus,Nicole White,Isloch,midfielder,62,79
Sao Tome and Principe,Lisa Austin,Trindade,midfielder,59,87
Greece,Scott Garcia,AEK Athens,defender,84,19
Iran,John French,Tractor,midfielder,55,38
Malaysia,Debra Lopez,Penang,defender,62,86
Namibia,Angela Mejia,Tura Magic,goalkeeper,47,-1
Montenegro,Drew Bird,Rudar,forward,51,45
Cuba,Misty Green,FC Villa Clara,forward,31,61
South Africa,Jennifer Vargas,Orlando Pirates,defender,52,50
Sweden,Lynn Reyes,Hacken,forward,68,57
Algeria,Samuel Sheppard,USM Alger,goalkeeper,68,-47
Romania,Calvin Singh,Universitatea Craiova,defender,59,35
Denmark,Paul Benson,Randers,goalkeeper,71,-25
Marshall Islands,Christian Poole,Jaluit FC,goalkeeper,49,-24
United Kingdom,Anthony Freeman Jr.,Manchester United,goalkeeper,71,-42
Albania,Brenda Harrell,Vllaznia,midfielder,66,64
Azerbaijan,Michelle Dennis,Sumgayit,midfielder,63,78
Sierra Leone,Linda Anderson,Old Edwardians,midfielder,62,34
Argentina,Joseph Robinson,Independiente,midfielder,66,26
Morocco,Mary Salas,Raja Casablanca,defender,59,6
El Salvador,Jeremiah Phillips,Platense,forward,65,49
Maldives,Gavin Barnes,Club Eagles,midfielder,48,46
Singapore,Ashley Lee,Hougang United,goalkeeper,52,-55
Lesotho,Matthew Owen,LMPS,midfielder,68,88
Gabon,Kelly Romero,Stade Mandji,forward,52,17
Indonesia,Tanya Johnson,Persib Bandung,goalkeeper,77,-40
Monaco,Jennifer Osborne,Fontvieille,goalkeeper,49,-55
Saint Lucia,Kenneth Peters,Micoud,defender,49,69
Sudan,Amy Keller,Al Ahly Shendi,forward,45,50
Germany,Brett Green,RB Leipzig,midfielder,67,76
Saudi Arabia,Austin Fitzpatrick,Al Ittihad,forward,61,77
Afghanistan,Timothy Campos,Kabul United,forward,76,79
Netherlands,John Shah,Twente,defender,55,62
Senegal,Brittany Gonzalez,Jaraaf,defender,61,1
Panama,Jeffrey Crosby,Independiente,defender,66,1
Bangladesh,Steven Haynes,Rahmatganj,midfielder,61,61
Uganda,Robert Shaw,KCCA,goalkeeper,40,-60
Burundi,Robert Snyder,Aigle Noir,midfielder,64,57
Croatia,Dr. Donna Terrell,Gorica,forward,50,79
Congo,Terri Bailey,CARA Brazzaville,goalkeeper,46,-52
Somalia,Valerie Price,Elman FC,forward,56,46
Dominica,Nicholas Macias,Harlem United,forward,57,33
Croatia,John Johnson,Dinamo Zagreb,goalkeeper,75,-67
Mali,Jamie Giles,US Bougouni,forward,63,56
Ghana,Matthew Orozco,Aduana Stars,defender,61,40
Saint Vincent and the Grenadines,Laura Santiago,Layou,midfielder,65,60
United Arab Emirates,Douglas Brown,Al Wasl,midfielder,53,47
Nauru,Stacy Shaw,Aiwo,forward,62,107
Congo,Jacob Smith,Inter Club,defender,68,67
Mauritania,Amber Lopez,ASAC Concorde,forward,51,43
Kiribati,Daniel King MD,Makin,goalkeeper,50,-27
Trinidad and Tobago,Tracy Smith,Defence Force,forward,58,38
Slovenia,Sydney Wilson,Gorica,forward,72,1
Kenya,Sara Sims,Kariobangi Sharks,goalkeeper,47,-124
Myanmar,Daniel Wilkinson,Yadanarbon,goalkeeper,53,-26
Belgium,Amanda Cunningham,Antwerp,defender,51,71
Mauritania,Ashley Johnston,ACS Ksar,goalkeeper,67,-33
Brunei,Kelly Martinez,Wijaya FC,defender,47,1
Belgium,Bryan Miller,Genk,forward,50,43
Qatar,Blake Hinton,Al Wakrah,midfielder,69,60
South Africa,Tamara Martinez,Kaizer Chiefs,midfielder,67,86
Sao Tome and Principe,Julia Holder,Trindade,goalkeeper,65,-71
Djibouti,Albert Watson,AS Ali Sabieh,goalkeeper,56,-40
Iraq,John Torres,Al Quwa Al Jawiya,goalkeeper,59,-65
Tonga,Debbie Bishop,Lotoha'apai,defender,56,37
South Africa,Valerie Bentley,SuperSport United,midfielder,41,40
Switzerland,Miranda Stevens,Servette,goalkeeper,56,-65
Germany,Karen Brown,Borussia Dortmund,defender,48,69
Gabon,Nichole Nguyen,Sogea FC,midfielder,54,46
Saint Kitts and Nevis,Joseph Brooks,Conaree FC,goalkeeper,62,-50
Bulgaria,Kendra Ramos,Ludogorets,midfielder,79,70
Moldova,Melanie Tapia,Dinamo-Auto,goalkeeper,69,-6
Egypt,Natalie Cooper,Pyramids FC,defender,53,59
Tunisia,Angela Burgess,Club Africain,midfielder,39,73
Tunisia,Jeremy Johnson,CS Sfaxien,defender,54,68
Mauritania,Brandon Coleman,ASAC Concorde,forward,64,27
Nigeria,Tracy Hendrix,Kano Pillars,midfielder,70,41
Uzbekistan,Chad Hernandez PhD,Nasaf,forward,73,50
Brazil,Lindsey Wiggins,Gremio,goalkeeper,75,-76
Ghana,Shannon Patterson,Medeama,forward,51,56
Kenya,Carmen Holloway,Sofapaka,forward,61,94
Lesotho,Luis Harris,LCS,midfielder,58,34
Iran,Donald Davis,Esteghlal,defender,40,35
Canada,Whitney Williams,Forge FC,defender,66,71
Sri Lanka,Margaret Oconnell,Renown,goalkeeper,57,-46
Cyprus,Patricia Ray,Pafos FC,forward,69,10
Paraguay,Kelly Schultz,Libertad,goalkeeper,65,-98
Chile,Jessica Taylor,Universidad Catolica,goalkeeper,52,-68
Afghanistan,Anthony Norris,Ariana FC,midfielder,62,64
Albania,Kathleen Phillips,Teuta Durres,forward,63,19
Kyrgyzstan,Michele Green MD,Abdysh-Ata,goalkeeper,56,-24
Austria,Stephanie Hernandez MD,LASK,goalkeeper,60,-68
Zambia,Christopher Hansen,Power Dynamos,forward,63,64
Cape Verde,Jack Pearson,Derby FC,forward,53,1
Honduras,Luis Smith,Marathon,defender,60,40
San Marino,Nathan Goodwin,La Fiorita,defender,78,67
South Africa,Mitchell Lewis,Mamelodi Sundowns,forward,62,40
Cyprus,Rhonda Phelps,APOEL,defender,71,59
Bahamas,Becky Watson,Baha Juniors,defender,52,26
Singapore,Jeremiah Lopez,Geylang International,midfielder,69,31
Tonga,Kathy Evans,Navutoka,defender,66,55
Seychelles,Shawn Peterson,St Michel United,midfielder,60,76
Turkey,John Austin,Sivasspor,goalkeeper,62,-55
Mongolia,Amanda Whitaker,Ulaanbaatar,midfielder,59,47
Singapore,David Torres,Tampines Rovers,midfielder,63,32
Nauru,Reginald Travis,Nauru FC,goalkeeper,72,-23
Greece,Kimberly Davenport,OFI Crete,forward,53,41
Laos,Michael Marshall,Lao Toyota,goalkeeper,83,-80
Ghana,Joshua Lewis,Asante Kotoko,defender,60,60
Burundi,Troy Hoffman,Vital'O,forward,63,56
Nicaragua,Alvin Zhang,Real Esteli,goalkeeper,58,-52
Antigua and Barbuda,Michael Ortiz,Five Islands FC,midfielder,45,89
Tonga,Amy Johnson,Veitongo,goalkeeper,49,-72
Haiti,Jordan Flores,Cavaly,goalkeeper,52,-46
Liechtenstein,John Schultz,Triesen,defender,72,63
Antigua and Barbuda,Timothy Montoya,Liberta FC,midfielder,58,28
Andorra,Jesse Sosa,Penya Encarnada,forward,63,70
Andorra,Andrew Jones,FC Ordino,midfielder,55,41
Denmark,Patty Johnson,FC Copenhagen,midfielder,42,20
Estonia,Jason Stafford,Narva Trans,goalkeeper,60,-47
Sweden,Leah Munoz,Hacken,defender,54,55
Cape Verde,Scott Davidson,Batuque FC,goalkeeper,61,-40
Laos,Carol Lambert,Master 7,midfielder,52,131
Nepal,Richard Atkins,Nepal Police Club,midfielder,62,61
Albania,Anna Owens,KF Tirana,forward,71,1
Barbados,Matthew Macias,UWI Blackbirds,midfielder,64,52
New Zealand,Taylor Porter,Team Wellington,forward,31,19
Zimbabwe,Zachary Cabrera,Ngezi Platinum,defender,59,28
Serbia,Zachary Wallace,Spartak Subotica,forward,63,76
Solomon Islands,Bobby Ortiz,Laugu United,forward,63,62
Argentina,Nicole Lowe,Independiente,defender,74,41
Seychelles,Stephanie Tran,Anse Reunion,midfielder,44,1
Comoros,Patrick Perez,Volcan Club,midfielder,71,5
Czech Republic,Brianna Wilson,Jablonec,forward,40,33
Equatorial Guinea,Daniel Palmer,Sony de Ela Nguema,midfielder,48,45
Bahamas,Sean Walker,United FC,forward,66,26
Peru,Amy Martin,Alianza Lima,goalkeeper,78,-108
Togo,Derrick Arnold,Semassi,goalkeeper,68,-77
Oman,Bryan Stewart,Al Nahda,forward,57,56
Honduras,Kimberly Russell,UPNFM,defender,57,59
Somalia,Michelle Mcdonald,Horseed,forward,66,9
Equatorial Guinea,Jeffrey Jones,Sony de Ela Nguema,midfielder,43,35
Eswatini,Henry Martin,Manzini Wanderers,forward,62,49
Guinea,Danielle Martinez,Hafia,defender,68,78
Uganda,Melinda Jackson,KCCA,forward,62,56
Estonia,Nancy Dunn DVM,Levadia Tallinn,defender,53,26
Antigua and Barbuda,Emily Schwartz,Grenades FC,forward,50,64
Bangladesh,Lauren Davis,Bashundhara Kings,goalkeeper,63,-62
Ghana,Michael Mcdonald,Hearts of Oak,midfielder,45,40
India,Joshua Wright,Kerala Blasters,midfielder,64,43
Zambia,Debra Martin,Nkana,forward,68,43
Brunei,Eugene Page,Lun Bawang,midfielder,46,59
Paraguay,Melody Simmons,Libertad,midfielder,57,39
Nepal,April Riley,Jawalakhel,goalkeeper,64,-89
Comoros,Nancy Davis,Ajax de Hahaya,goalkeeper,50,-49
Madagascar,Brandon Thompson,Ajesaia,forward,77,49
Antigua and Barbuda,Ryan Freeman,Empire FC,goalkeeper,54,-12
Malawi,Tony Warren,MAFCO,defender,52,31
Nepal,Ian Cooper,Machhindra,defender,59,47
Croatia,Michelle Terry,Dinamo Zagreb,forward,32,31
Cambodia,George Jones,Kirivong Sok Sen Chey,midfielder,52,29
Chile,Daniel Fields,Audax Italiano,goalkeeper,66,-48
Croatia,Tracey Johnson,Osijek,goalkeeper,56,-9
Gabon,Jennifer Hayes,Cercle Mbéri Sportif,goalkeeper,63,-52
Timor-Leste,Mr. Anthony Wolf DDS,DIT FC,forward,63,43
Saint Lucia,Julie Bryan,VSADC,midfielder,68,41
Spain,Cynthia Pierce,Real Madrid,forward,57,57
Suriname,Heather Davis,Walking Boyz Company,midfielder,58,47
Colombia,Kristy Martin,Millonarios,defender,56,62
India,Brad Barber,ATK Mohun Bagan,midfielder,58,80
Chile,Samuel Cannon,Colo-Colo,forward,47,70
Ghana,Paul Chambers,Bechem United,defender,68,33
North Macedonia,Larry Salazar,Makedonija GP,forward,58,75
Armenia,Aaron Martinez,Shirak,forward,44,14
Central African Republic,Mrs. Amy Anderson MD,Faucon Flambeau,forward,47,40
Guatemala,Thomas Sellers,Municipal,forward,50,37
Uruguay,Deborah Beck,Fenix,midfielder,52,37
Kenya,Michelle Pruitt MD,Kariobangi Sharks,defender,64,37
Tanzania,Russell Brennan,Young Africans,defender,58,38
New Zealand,Amanda Moody,Waitakere United,midfielder,75,78
Eswatini,Connor Robertson,Mbabane Swallows,goalkeeper,76,-79
Iceland,Craig Roth,KR Reykjavik,midfielder,66,56
Belize,Jimmy Smith,Police United,goalkeeper,41,-32
Equatorial Guinea,Paige Sharp,Estrella Roja,midfielder,51,54
Philippines,Daniel Hines,Mendiola,goalkeeper,60,-60
Rwanda,Luis Welch,APR,midfielder,74,65
Botswana,Kendra Hernandez DDS,BDF XI,defender,63,63
Thailand,Matthew Walker,Nakhon Ratchasima,defender,55,8
Botswana,Rhonda Whitaker,Mochudi Centre Chiefs,defender,35,49
Angola,Paul Luna,Sagrada Esperanca,midfielder,48,29
Serbia,Dennis Stevens,Vojvodina,forward,58,52
Botswana,Benjamin Hansen,Orapa United,midfielder,83,78
Barbados,Leslie Diaz,Paradise SC,goalkeeper,79,-73
Eswatini,Paul Coleman,Malanti Chiefs,forward,60,74
Namibia,John King,Blue Waters,midfielder,58,20
Uruguay,Destiny Barrera,Fenix,forward,60,46
Canada,Christopher Lopez,Cavalry FC,goalkeeper,58,-45
Dominican Republic,Lawrence Ramos,Cibao FC,midfielder,58,60
South Sudan,Charles Lawrence,Al Merreikh Juba,goalkeeper,56,-71
Colombia,Amy Ferguson,Millonarios,midfielder,62,7
Algeria,Claudia Williams,JS Kabylie,defender,65,2
Uruguay,Paul Phillips,Defensor Sporting,midfielder,53,57
Spain,Erin Garcia,Sevilla,midfielder,78,13
Benin,Janet Rodriguez,JSP FC,midfielder,42,62
Ethiopia,Gregory Hanson,Ethiopian Coffee,goalkeeper,53,-56
Saint Kitts and Nevis,Caitlin Collins,Garden Hotspurs,defender,47,43
Chad,Kristin Davila,Gazelle FC,midfielder,46,78
United Arab Emirates,Rebecca Davidson,Al Wasl,forward,77,31
Uzbekistan,Judith Gibbs,Surkhon,midfielder,39,48
Trinidad and Tobago,Antonio Rivera,Club Sando,defender,48,17
Fiji,Jordan Richardson,Rewa FC,defender,61,30
Burundi,Christopher Gutierrez,Vital'O,forward,76,86
Jordan,Lee Craig,Al Salt,goalkeeper,43,-44
Sri Lanka,Marcus Thompson,Solid,defender,75,97
Equatorial Guinea,Renee Hampton,Estrella Roja,goalkeeper,59,-34
Cambodia,James Wilson,Nagaworld,forward,47,64
Rwanda,Gabriela Fisher,AS Kigali,goalkeeper,56,-62
Andorra,Theodore Mann,FC Santa Coloma,defender,68,36
Portugal,James Mcdonald,Boavista,midfielder,62,7
Angola,Carl Oconnell,Kabuscorp,forward,63,23
Indonesia,Erika Powers,PSM Makassar,forward,60,75
Uzbekistan,Clayton Miller,Sogdiana,defender,59,57
Uganda,Laura Williams,KCCA,goalkeeper,57,-69
Nepal,Jenny Coleman,Manang Marshyangdi,midfielder,49,43
Japan,James Delgado,Yokohama F. Marinos,goalkeeper,58,-74
Korea (North),Marie Combs,Sobaeksu,goalkeeper,51,-71
Cuba,Sarah Wright,FC Villa Clara,midfielder,67,42
Georgia,Lori Mcintyre,Samgurali,forward,66,67
Turkey,Richard Fletcher,Fenerbahce,defender,59,38
Chile,Paul Leblanc,Universidad Catolica,forward,67,19
Laos,Mrs. Angela Morris,Ezra,midfielder,83,4
Egypt,Paul Casey,Ceramica Cleopatra,forward,51,36
Pakistan,Lisa Cooper,Karachi Port Trust,forward,83,37
Spain,Amanda Ward,Barcelona,goalkeeper,55,-72
Panama,Joseph Weaver,Plaza Amador,goalkeeper,57,-1
Peru,Brian Gonzalez,Universitario,defender,78,73
Nauru,Miranda Thompson,Boe,goalkeeper,69,-6
Ethiopia,Angela Collins,Wolaitta Dicha,forward,63,66
Iraq,David Flores,Al Zawraa,defender,75,91
Moldova,Cameron Barrera,Milsami,forward,61,63
Burkina Faso,Glenn Adams DVM,Salitas FC,goalkeeper,69,-77
Nicaragua,Meghan Huber,Real Esteli,forward,55,44
Czech Republic,Heather Ellison,Slovan Liberec,goalkeeper,55,-4
Malawi,Julie Booker,Blue Eagles,forward,49,34
Vietnam,Pamela Manning,Hai Phong,defender,41,45
San Marino,Vanessa Jones,Folgoro,goalkeeper,60,-102
Peru,Maria Mitchell,Universitario,goalkeeper,71,-79
Paraguay,Jodi Ochoa,Sol de America,goalkeeper,90,-67
Korea (South),Elizabeth Williams,FC Seoul,goalkeeper,83,-65
Canada,Shannon Hudson,Cavalry FC,defender,74,79
Argentina,Micheal Thomas,Boca Juniors,midfielder,40,61
Colombia,Jeremy Barton,Atletico Nacional,forward,68,97
Mauritius,Michael King,Quatre Bornes,defender,37,16
Senegal,Scott Robertson,Generation Foot,goalkeeper,76,-40
Kuwait,Daniel Greer,Al Naser,midfielder,70,80
Andorra,David Schmidt,Inter Club d'Escaldes,defender,60,59
Chad,Mr. Shannon Duncan PhD,Postel 2000,defender,55,25
Guinea-Bissau,Rebecca Taylor,FC Cantchungo,midfielder,77,22
Oman,Allen Williams,Al Nasr,goalkeeper,65,-40
Benin,Becky Daniels,Buffles du Borgou,goalkeeper,57,-55
Kyrgyzstan,Robert Sanders,Neftchi Kochkor-Ata,defender,43,64
Uganda,Samantha Cole,URA,defender,59,12
Guyana,Angela Mendoza,GDF,defender,41,50
United Arab Emirates,Whitney Waters,Al Jazira,forward,53,61
Comoros,Renee Brown,Ajax de Hahaya,forward,50,55
Serbia,William Ramsey,Partizan,forward,60,55
Yemen,Sheila Carter,Al Shaab Ibb,goalkeeper,67,-66
Germany,Nicole Smith,Wolfsburg,goalkeeper,67,-82
Belize,Dawn Jimenez,Bandits Sport,midfielder,45,47
Mauritius,Kelly Thomas,Petite Riviere Noire,midfielder,61,87
Kuwait,Andrea Bates,Al Qadsia,defender,70,19
Comoros,Brandon Barnett,Coin Nord,defender,40,78
Gabon,Brian Hendricks,US Bitam,goalkeeper,50,-73
Australia,Marcus Rice,Adelaide United,defender,49,46
Turkmenistan,Kayla Smith,Merv,goalkeeper,75,-15
Georgia,Kimberly Hernandez,Saburtalo,defender,67,74
Benin,Ernest Richmond,ASPAC,goalkeeper,80,-77
India,Joshua Lewis,Bengaluru FC,midfielder,40,30
Czech Republic,James Fischer,Jablonec,goalkeeper,58,-89
Niger,Mr. Nathan Henderson,Douanes,defender,50,33
Cyprus,Anthony Simpson II,AEK Larnaca,defender,48,1
Croatia,Julie Gutierrez,Gorica,midfielder,60,1
Iraq,Nathan Ponce,Naft Al-Wasat,midfielder,63,29
Libya,Jason Brown,Al Akhdar,forward,64,76
Vietnam,Colleen Brown,Binh Duong,goalkeeper,50,-78
Syria,Brittany Roth,Tishreen,goalkeeper,50,-66
Paraguay,Mark Hooper,Sol de America,midfielder,68,34
Yemen,Joshua Gilbert Jr.,Al Tilal,midfielder,72,64
Mauritania,Heather Henderson,ASAC Concorde,forward,67,50
Philippines,Jessica Mills,United City,midfielder,44,18
Equatorial Guinea,Amy Carlson,Sony de Ela Nguema,goalkeeper,67,-46
Tuvalu,Michael Raymond,Tofaga,forward,73,36
Lesotho,Robert Chavez,LDF,forward,48,86
Iraq,Martha Torres,Al Talaba,goalkeeper,74,-42
Belize,Joshua Smith,San Pedro Pirates,midfielder,70,61
Switzerland,Jasmine Carter,St. Gallen,forward,53,67
Costa Rica,Bryce Frazier,Cartagines,goalkeeper,60,-60
Argentina,Daniel Melton,Racing Club,goalkeeper,48,-17
Ethiopia,Nicole Holloway,Adama City,midfielder,47,87
Cyprus,Julie Allen,Anorthosis,midfielder,61,41
Uzbekistan,Dustin Sanford,Bunyodkor,midfielder,72,53
Djibouti,Scott Le,AS Ali Sabieh,forward,64,78
Angola,Joshua Bryant,Primeiro de Agosto,goalkeeper,64,-76
Paraguay,Michele Preston,Cerro Porteno,forward,64,64
Antigua and Barbuda,Terry Moyer,Grenades FC,midfielder,68,34
El Salvador,Sarah Hopkins,Jocoro,defender,60,78
Tuvalu,Eric Trujillo,Funafuti,defender,70,24
San Marino,Scott Brown,Pennarossa,goalkeeper,73,-74
Marshall Islands,Rose Sutton,Ebeye United,midfielder,74,22
Oman,Rhonda Miller,Sohar,defender,60,54
Guyana,Brandy Anderson,Fruta Conquerors,goalkeeper,56,-18
Thailand,Karen Moreno,Muangthong United,defender,67,76
Cambodia,Brandon Phillips,Phnom Penh Crown,goalkeeper,72,-65
Sierra Leone,Maria Alexander,Bo Rangers,midfielder,47,84
Haiti,Curtis Wilson,Don Bosco,midfielder,67,23
Russia,Dr. Melissa Fry,Zenit,forward,46,37
