Country,Name,Club,Position,Games,Goals
Dominica,Brian Butler,Harlem United,forward,34,71
Philippines,Veronica Schroeder,United City,midfielder,54,49
Egypt,Adam Kirk,Ismaily,defender,58,43
Bolivia,Michael Garcia,Jorge Wilstermann,defender,53,28
Burundi,Colleen Guzman,Vital'O,defender,78,56
Tanzania,Jessica Underwood,Biashara United,defender,61,32
Brunei,Russell Fernandez DDS,Indera SC,forward,36,52
Dominican Republic,Cameron Wallace,Atletico Vega Real,goalkeeper,64,-20
Micronesia,Jeffrey Meyer,Chuuk,midfielder,45,98
Suriname,Maria Clark,Notch,defender,65,46
Sweden,Cynthia Palmer,Hacken,midfielder,49,31
Tuvalu,Todd Serrano,Nauti,midfielder,57,51
Belgium,Adrian Alvarez,Club Brugge,goalkeeper,60,-22
Argentina,Walter Dunn,River Plate,midfielder,63,96
Grenada,Lawrence Wood,Paradise FC International,defender,50,42
Sudan,Heather Elliott,Al Ahly Shendi,forward,71,6
Iceland,Jasmine Brown,Breidablik,defender,60,15
Canada,Justin Rollins,Vancouver Whitecaps,midfielder,66,46
Netherlands,Gregory Medina,PSV,midfielder,43,68
Bahamas,Shelby Flores,Nassau United,midfielder,61,64
Sudan,Kristin Miller,Al Shorta,defender,60,68
Burundi,Paul Garrett,Musongati FC,forward,47,76
Mexico,Belinda Butler,Cruz Azul,defender,56,57
Nicaragua,Kristen Rogers,Walter Ferretti,defender,76,47
Kenya,Wanda Thompson,AFC Leopards,defender,72,63
Malta,Christine Foster,Valletta,forward,51,67
Chile,Justin Arnold,Audax Italiano,forward,40,34
Philippines,Mark Fitzgerald IV,Mendiola,midfielder,57,49
Angola,Kevin Clark,Kabuscorp,forward,56,35
Canada,Terry Lee,Vancouver Whitecaps,midfielder,58,74
Angola,Ariana Howard,Kabuscorp,forward,65,83
Chile,Rhonda Armstrong MD,Audax Italiano,goalkeeper,58,-45
Canada,Nicholas Long,Forge FC,forward,55,90
Saint Lucia,Susan Fischer,VSADC,defender,51,14
Togo,Christopher Flynn,Maranatha,goalkeeper,68,-110
Luxembourg,Dr. Judy Palmer,F91 Dudelange,forward,76,36
India,Bonnie Hernandez,Chennaiyin FC,forward,55,10
Ethiopia,Steven Robertson,Fasil Kenema,defender,66,63
Korea (South),William Thompson,Ulsan Hyundai,forward,58,25
San Marino,Brenda Burke DDS,Pennarossa,goalkeeper,64,-73
Korea (South),Laura Miller,Ulsan Hyundai,forward,63,54
Armenia,Dalton King,Pyunik,defender,46,69
Japan,Bradley Jenkins,Kawasaki Frontale,goalkeeper,60,-71
Myanmar,Destiny Schneider,Yadanarbon,midfielder,61,78
Palau,Cody Murray,Belau Kanu Club,midfielder,56,61
Norway,Angela Patel,Rosenborg,defender,52,54
Costa Rica,John Anderson,Deportivo Saprissa,defender,85,60
Malawi,Richard Foster,Silver Strikers,goalkeeper,63,-48
Germany,Lynn Lopez,Bayern Munich,defender,46,21
Guinea,Julie Young,Satellite FC,defender,50,42
Congo,Heidi Lewis,Diables Noirs,defender,66,35
Thailand,John Fleming,BG Pathum United,forward,55,59
Iran,Ebony Sherman,Foolad,goalkeeper,65,-38
Togo,Robert Poole,AS Togo-Port,midfielder,47,37
Central African Republic,Craig Butler,Diamant,defender,81,77
Ghana,Dale Anderson,Great Olympics,midfielder,49,68
Venezuela,Timothy Stewart,Zamora,midfielder,63,50
Japan,Christine Cox,Kashima Antlers,goalkeeper,51,-74
Cape Verde,Michelle Robbins,Fogo 1876,forward,74,49
Kyrgyzstan,Sabrina Walker,Kara-Balta,midfielder,72,49
Nicaragua,Elizabeth Griffin,ART Municipal Jalapa,midfielder,82,39
Belize,Joshua Sims,San Pedro Pirates,defender,54,87
Belgium,Kristin Barnes,Antwerp,goalkeeper,64,-52
Algeria,Timothy Perez,CR Belouizdad,defender,52,40
Rwanda,William Jenkins Jr.,Gasogi United,defender,68,33
Hungary,Michael Rivera,Debrecen,goalkeeper,72,-16
Jamaica,Melissa Jackson,Harbour View,defender,54,1
Armenia,Jennifer Eaton,Ararat-Armenia,defender,64,51
Egypt,Brittany Carter,Al Ahly,forward,62,5
Kazakhstan,Daniel Campbell,Kyzylzhar,goalkeeper,57,-77
Canada,Cindy Gutierrez,Valour FC,goalkeeper,68,-48
Korea (North),Scott Franco,Rimyongsu,forward,47,78
Japan,Trevor Myers,Yokohama F. Marinos,goalkeeper,65,-43
Ecuador,Randall Armstrong,Barcelona SC,forward,39,52
Saint Kitts and Nevis,Brett Bailey,Village Superstars,goalkeeper,57,-19
Lebanon,Paula Walsh,Al Ansar,forward,63,14
Micronesia,Elizabeth Shaw,Ulithi,defender,51,79
Czech Republic,Jack Ramirez,Bohemians 1905,goalkeeper,31,-61
South Sudan,Austin Foster,Al Hilal Wau,goalkeeper,61,-51
Tuvalu,Virginia Ritter,Manu Laeva,midfielder,52,64
Saudi Arabia,Dawn Lewis,Al Hilal,midfielder,64,26
Brazil,Alicia Blackburn,Santos,forward,64,71
Tonga,Ann Berger,Veitongo,midfielder,60,39
Austria,Brandi Jenkins,LASK,goalkeeper,63,-27
Kazakhstan,Abigail Skinner,Astana,midfielder,56,31
Bolivia,Jacob James,The Strongest,midfielder,63,95
Korea (South),Matthew Armstrong,Incheon United,defender,61,110
Poland,Jimmy Sutton,Pogon Szczecin,forward,75,48
Azerbaijan,Brittany Richardson,Neftchi Baku,defender,51,20
Ireland,Peter Carlson,Dundalk,goalkeeper,61,-38
Russia,Pamela Schmidt,Zenit,goalkeeper,72,-97
Senegal,Kyle Torres,ASC Linguere,midfielder,56,55
North Macedonia,Amy Garrett,Shkupi,goalkeeper,46,-19
Azerbaijan,Victoria Sanchez,Kapaz,defender,70,64
New Zealand,Robert Mejia,Hawke's Bay United,goalkeeper,57,-79
Somalia,Philip Fuller,Gaadiidka,defender,38,36
Bahrain,Nathan Owens,Al-Hidd,forward,58,33
Cyprus,Connie Byrd,Pafos FC,goalkeeper,60,-68
Guinea,April Alexander,Fello Star,defender,66,28
Indonesia,Kimberly Ryan,Madura United,midfielder,47,69
Nigeria,Mark Ross,Kano Pillars,forward,56,27
Spain,David Miller,Atletico Madrid,goalkeeper,68,-27
Japan,Phyllis Reid,Yokohama F. Marinos,midfielder,54,12
Sudan,Joshua Cole,Al Shorta,defender,62,88
Philippines,Cheryl Carson,Stallion Laguna,defender,57,31
Kazakhstan,Janice Williams,Ordabasy,forward,47,56
Niger,Melissa Keller,Douanes,midfielder,71,76
Montenegro,Jeffrey Harrison,Zeta,defender,74,39
Saint Vincent and the Grenadines,Ronald Cooper,Avenues United,goalkeeper,77,-35
Cambodia,Janet Wright,Phnom Penh Crown,forward,53,31
Trinidad and Tobago,Colleen Dennis,Defence Force,goalkeeper,54,-34
United States,Emily Johnson,New York City FC,midfielder,85,60
Brunei,David Williams,DPMM FC,midfielder,53,12
Chad,Whitney White,AS CotonTchad,midfielder,53,92
Colombia,Jason Rodriguez,Junior,goalkeeper,58,-55
Algeria,Ryan Good,MC Oran,goalkeeper,77,-65
Guatemala,Jennifer Huber,Malacateco,goalkeeper,55,-55
Micronesia,Daniel Zamora,Nukuoro,forward,64,45
Qatar,David Rose,Qatar SC,defender,53,63
Andorra,Gabriel Walker,UE Engordany,defender,77,32
Nicaragua,Bianca Daniel,Walter Ferretti,forward,42,14
Marshall Islands,Mrs. Jamie Graves DDS,Utrik FC,goalkeeper,56,-79
Bhutan,Jason Wood,Druk United,forward,66,48
Nicaragua,Andrew Hanson,Walter Ferretti,goalkeeper,62,-63
Ecuador,Michael Diaz,Universidad Catolica,defender,80,61
Ethiopia,Matthew Garza,St. George,goalkeeper,52,-69
Albania,Dr. Bill Pollard,KF Tirana,forward,46,19
Algeria,Kathryn Mooney,ES Setif,forward,63,1
Lesotho,Chelsea Rodgers,LMPS,defender,30,43
Sierra Leone,Kimberly Jackson,Ports Authority,defender,59,59
Solomon Islands,Nicholas Cannon,Henderson Eels,forward,53,69
Tanzania,Jackie Ferguson,Mbeya City,defender,43,43
Albania,Alison Gonzales,Teuta Durres,defender,67,66
Gambia,Robert Sims,Steve Biko FC,defender,53,55
Kyrgyzstan,Justin Norris,Neftchi Kochkor-Ata,midfielder,71,74
Maldives,Walter Perez,United Victory,midfielder,59,86
Guatemala,Jason Clark,Xelaju,goalkeeper,55,-82
Liechtenstein,Misty Burch,Schaan,defender,78,31
Burundi,Michael Perez,Vital'O,goalkeeper,57,-14
Gabon,Faith Williams,AS Pélican,goalkeeper,64,-34
Liechtenstein,Anthony Graham,Triesen,goalkeeper,55,-77
Costa Rica,Justin Lewis,Perez Zeledon,forward,59,71
Malaysia,Jose Woodard,Kedah,goalkeeper,37,-61
Finland,Amber Meyer,Honka,defender,53,82
Tunisia,Tony Lopez,Etoile du Sahel,defender,63,64
Kuwait,Stephanie Davis,Al Salmiya,goalkeeper,52,-53
Japan,Dr. Ashlee Potter,Nagoya Grampus,forward,47,40
Bahamas,Jeremy Reynolds,Dynamos FC,defender,40,57
Portugal,Susan Mcclain PhD,Boavista,midfielder,69,94
United States,Raymond Richards,Columbus Crew,forward,59,43
Afghanistan,Dr. Bonnie Williams,De Spinghar Bazan,defender,56,72
Malaysia,Timothy Sanders,Kedah,goalkeeper,59,-37
Greece,Elizabeth George DVM,AEK Athens,midfielder,76,70
Comoros,Timothy Alvarez,Ajax de Hahaya,goalkeeper,46,-134
Greece,Tina Fitzgerald,OFI Crete,midfielder,50,59
Eswatini,Matthew Collier,Royal Leopards,forward,72,35
Burkina Faso,Jeanette Robinson,USFA,midfielder,56,79
Russia,Nicholas Rodriguez,Rostov,midfielder,73,79
Morocco,Deborah Harmon,Moghreb Tetouan,defender,45,36
Kenya,Courtney Sanchez,Tusker,forward,44,32
Libya,Joshua Sanders,Al Hilal,forward,44,50
Vietnam,Christina Walker,Hanoi FC,midfielder,49,73
Comoros,Sandra Harris,Volcan Club,defender,59,63
Zambia,Nina Lewis,Kabwe Warriors,midfielder,75,55
Suriname,Catherine Hall,SNL,defender,62,1
Czech Republic,Shannon Gibson,Sparta Prague,midfielder,59,82
Uruguay,Margaret Richardson,Montevideo Wanderers,defender,57,53
Korea (North),Mary Manning,Sobaeksu,midfielder,55,11
Bahrain,Kristin Bailey,Manama Club,goalkeeper,51,-37
Burundi,Pamela Davies,Kayanza United,midfielder,66,51
Nicaragua,Patricia Martinez,Walter Ferretti,forward,68,44
Switzerland,Jennifer Forbes,Servette,forward,68,16
Gabon,Matthew Montes,Stade Mandji,midfielder,45,79
Pakistan,Bryan King,Pakistan Army,midfielder,67,33
Angola,Rebecca Maynard,Primeiro de Agosto,midfielder,66,45
Lithuania,Tammy Hutchinson,Kauno Zalgiris,midfielder,42,38
Belarus,Alyssa Lam,Slutsk,goalkeeper,71,-63
Estonia,Justin Walker,Kuressaare,midfielder,63,64
Turkmenistan,Jason Ryan,Nebitchi,midfielder,56,91
Burkina Faso,Alexander Roach,RC Bobo,forward,47,71
Jordan,Susan Powell,Al Salt,forward,48,58
Libya,Gregory Sullivan,Al Tahaddy,forward,46,37
Guatemala,Stephen Beasley,Antigua GFC,defender,52,44
Central African Republic,Steven Barry,Anges de Fatima,forward,68,96
Vanuatu,Anthony Patterson,Malampa Revivors,forward,63,50
Norway,Traci Martin,Bodo/Glimt,goalkeeper,68,-41
Israel,Yolanda Smith,Bnei Sakhnin,goalkeeper,65,-55
Ireland,Dominique Montgomery,Shamrock Rovers,goalkeeper,73,-54
Qatar,Darrell Cohen,Al Sadd,midfielder,45,58
Ethiopia,Brenda Woodard,Adama City,forward,65,74
Burkina Faso,Amber Jones,Rahimo FC,forward,50,51
Honduras,Stacy Freeman,Real España,midfielder,75,66
Mozambique,Cynthia Byrd,Ferroviario Beira,goalkeeper,64,-53
Lithuania,Mr. Jerry Simon,Banga,midfielder,28,97
Benin,Paul Walker,Dynamo Abomey,defender,38,102
Gabon,Patricia Gutierrez,US Bitam,midfielder,53,57
Latvia,Jasmine Greene,Riga FC,midfielder,29,41
Eswatini,Sandra Roberts,Green Mamba,forward,54,24
Guyana,Blake Chung,Fruta Conquerors,defender,63,108
Malaysia,Ms. Kristin Lopez,Sabah,goalkeeper,62,-27
Venezuela,Russell Boyd,Estudiantes de Merida,midfielder,39,80
Liberia,Tracy Nelson,Nimba United,forward,52,1
Grenada,Annette Fisher,Queens Park Rangers,midfielder,68,81
Sweden,Kristine Mccarthy,Hacken,defender,71,64
Uganda,Marie Campbell,Vipers,forward,79,66
Guyana,Julie Murphy,Slingerz FC,forward,38,77
Afghanistan,Scott Parker,Simorgh Alborz,defender,44,61
Solomon Islands,Ray Miller,Central Coast,defender,33,52
Slovenia,Joshua Williams,Domzale,forward,61,65
Israel,Kyle Mendez,Hapoel Be'er Sheva,goalkeeper,73,-24
Lesotho,Christopher Cruz,Bantu,midfielder,56,41
Kenya,Samantha Ferguson,Ulinzi Stars,defender,78,63
France,Seth Clark,Paris Saint-Germain,defender,60,65
Syria,James Schneider,Al Ittihad Aleppo,midfielder,52,11
Kiribati,Melissa Thompson,Tofaga,defender,50,29
Latvia,Tyler Moyer,Spartaks Jurmala,goalkeeper,53,-42
Sri Lanka,Dawn Smith,Solid,defender,78,43
Japan,Brett Donovan,Kashima Antlers,midfielder,68,44
Eritrea,Jose Gardner,Geza Banda,goalkeeper,61,-54
Mexico,Charles Matthews,Guadalajara,forward,60,60
Bolivia,Vincent Murillo,Nacional Potosi,goalkeeper,61,-37
Pakistan,Rodney Green MD,Khan Research Laboratories,midfielder,69,76
Guinea,Gregory Wang,CI Kamsar,forward,52,68
Mexico,Matthew Wall,Pumas UNAM,midfielder,46,75
Norway,Garrett Saunders,Bodo/Glimt,goalkeeper,71,-68
Laos,Christy Harrison PhD,Ezra,forward,70,21
Saint Lucia,Nicholas Arnold,VSADC,midfielder,63,51
Seychelles,Daniel Collins,Foresters,goalkeeper,63,-43
Barbados,Adam Curry,Brittons Hill,defender,53,10
Iran,Laura Turner,Persepolis,midfielder,53,79
Niger,Andrew Ponce,USGN,midfielder,52,45
Solomon Islands,Angie Donaldson,Central Coast,goalkeeper,57,-43
Benin,Robert Myers,ASPAC,forward,72,24
Madagascar,Marcus Espinoza,AS Adema,goalkeeper,56,-40
Tonga,Daniel White,Lotoha'apai,goalkeeper,51,-39
Montenegro,Cesar Davenport,Zeta,goalkeeper,53,-29
New Zealand,Todd Johnson,Waitakere United,midfielder,66,58
Ireland,John Huang,Sligo Rovers,forward,73,68
Slovenia,Lori Hardy,Gorica,forward,45,52
Kenya,Dr. Erin Cole,Ulinzi Stars,goalkeeper,56,-55
Suriname,Jacob Ramos,Walking Boyz Company,defender,53,51
Greece,Hannah Vasquez,Olympiacos,defender,67,70
Montenegro,James Duncan,Iskra,forward,41,65
Malawi,Jennifer Weaver,Silver Strikers,forward,69,85
Thailand,Jared Mullen,Ratchaburi,forward,60,50
Belize,Rick Bush,San Pedro Pirates,midfielder,56,49
Saint Lucia,Cheryl Hill,Canaries,goalkeeper,86,-75
San Marino,Lynn Myers,Tre Penne,forward,61,32
Canada,Katherine Salinas,Forge FC,defender,71,47
Timor-Leste,Amy Garrett,DIT FC,midfielder,71,73
Bosnia and Herzegovina,Jamie Mayo,Velez Mostar,midfielder,48,72
Korea (South),Teresa Cruz,Incheon United,goalkeeper,61,-44
Cuba,Lisa Schwartz,FC Guantanamo,defender,61,35
Guatemala,Nicholas Parrish,Santa Lucia,goalkeeper,61,-15
Eritrea,Daniel Garcia,Geza Banda,defender,50,43
Namibia,Jacqueline Lawson,Black Africa,goalkeeper,46,-62
Thailand,Timothy Holden,Nakhon Ratchasima,forward,38,82
Belgium,Melissa Jones,Standard Liege,forward,29,58
Maldives,Allison Williams,Maziya,goalkeeper,56,-29
Madagascar,Stephen Collins,AS Adema,defender,62,43
North Macedonia,Erika Anderson,Makedonija GP,forward,51,69
Liechtenstein,Paul Berry,Schaan,forward,61,3
Kuwait,John Bass,Al Qadsia,goalkeeper,59,-57
Cuba,Travis Montgomery,FC Guantanamo,midfielder,75,42
Nicaragua,Kristina Leon,Juventus Managua,goalkeeper,75,-73
Monaco,Karen Hughes,AS Monaco,midfielder,58,46
Belarus,Gabriel Dyer,Dinamo Minsk,forward,82,50
Yemen,Ronald Daniels,Al Saqr,defender,69,84
Netherlands,Haley Franklin,AZ Alkmaar,midfielder,55,55
Cameroon,April Lambert,APEJES Academy,forward,50,59
Sri Lanka,Kathryn Moore,Solid,forward,70,1
Panama,Tracy Yoder,Tauro,defender,62,68
Tajikistan,George Ferguson,Fayzkand,forward,88,8
Marshall Islands,Amy Davis,Laura FC,defender,57,29
Cape Verde,Ashley Rowe,CS Mindelense,goalkeeper,80,-90
Singapore,Sydney Conner,Hougang United,midfielder,68,72
Saint Kitts and Nevis,Ashley Palmer,St. Paul's United,forward,60,80
Guyana,Lori Brady,GDF,forward,74,117
Guinea-Bissau,Emily Green,Benfica Bissau,midfielder,49,54
Netherlands,Lee Greer,Twente,defender,68,73
Saint Lucia,Courtney Garcia,Anse La Raye,forward,56,65
Papua New Guinea,Suzanne Moreno,Star Mountain,goalkeeper,76,-83
Switzerland,Donald Murphy,Zurich,forward,59,7
Poland,Kristi Roberts,Lechia Gdansk,goalkeeper,46,-42
Portugal,Andrew Taylor,Vitoria Guimaraes,goalkeeper,81,-71
Mauritius,Elizabeth Smith,Pamplemousses,midfielder,69,46
Yemen,Kelsey Wilson,Al Shula,forward,63,27
San Marino,Hannah Harris,Murata,defender,53,27
Guinea-Bissau,Elizabeth Ray,Os Balantas,forward,48,24
Romania,Marcus Decker,Rapid Bucuresti,midfielder,67,9
Denmark,Jill Campbell,Randers,forward,51,30
Andorra,Crystal Chambers,Penya Encarnada,forward,62,40
Bahamas,Lauren Dixon,Freeport FC,goalkeeper,43,-32
China,Jean Rivera,Wuhan Three Towns,defender,67,77
Sri Lanka,Felicia Hall,Java Lane,goalkeeper,74,-81
Mozambique,Paul Stone,Ferroviario Maputo,defender,55,1
Grenada,Patricia Campbell,Hard Rock FC,forward,64,39
Bolivia,Jonathan Wallace,Nacional Potosi,defender,53,26
Togo,Steven Hopkins,Kotoko,defender,50,34
Gambia,Linda Pham,Steve Biko FC,forward,69,74
Luxembourg,Gregory Valdez,Swift Hesperange,defender,71,48
Algeria,Amy Shannon,MC Alger,midfielder,57,50
Egypt,Lynn Patel,Pyramids FC,midfielder,92,40
Tunisia,Elizabeth Butler,US Monastir,defender,60,62
North Macedonia,Bonnie Wright,Struga,midfielder,72,17
Saint Lucia,Sylvia Walker,Marchand,defender,61,91
Antigua and Barbuda,Jeremy Brown,Liberta FC,goalkeeper,53,-63
Singapore,Chelsea Stout,Tampines Rovers,midfielder,37,46
Bangladesh,Gary Smith,Brothers Union,forward,59,27
Antigua and Barbuda,Dan Norton,Grenades FC,defender,45,63
Indonesia,Raven King,Madura United,defender,60,96
Pakistan,Johnny Tran,Khan Research Laboratories,forward,55,112
Comoros,James Elliott,US Zilimadjou,midfielder,68,66
Kiribati,Nathan Hubbard,Betio,defender,50,49
Senegal,April Jones,Jaraaf,defender,65,50
Seychelles,Gina Andersen,St Michel United,forward,62,60
Bosnia and Herzegovina,Karen Ramsey,Borac Banja Luka,forward,50,75
Monaco,Erik Carter,Roca Team,goalkeeper,42,-60
Grenada,Oscar Ryan,Queens Park Rangers,goalkeeper,56,-64
Burundi,Matthew Payne,Bujumbura City,goalkeeper,57,-18
Burundi,Diamond Weeks,Musongati FC,midfielder,69,83
United Arab Emirates,Micheal Thompson,Al Jazira,goalkeeper,52,-19
China,Susan Ford,Beijing Guoan,goalkeeper,82,-63
Egypt,Nicholas Avery,Ceramica Cleopatra,forward,60,51
Honduras,Antonio Oconnor,Platense,defender,67,32
Nauru,Barbara Smith,Yaren,forward,51,31
North Macedonia,Mark Henry,Shkendija,goalkeeper,64,-32
Cape Verde,Jessica Williams,Sporting Praia,midfielder,71,24
Nauru,Jessica Cameron,Aiwo,midfielder,51,43
Slovenia,Jennifer Brown,Koper,defender,54,93
Armenia,Margaret Davis,Shirak,goalkeeper,65,-31
Belarus,Dustin Payne,Torpedo Zhodino,defender,66,78
Mozambique,Brittany Olson,Liga Muculmana,midfielder,60,62
Ireland,Sara Brown,Dundalk,defender,65,38
Djibouti,Michael Floyd Jr.,AS Arta/Solar7,forward,43,48
Luxembourg,Denise Sanchez,Jeunesse Esch,defender,67,20
Uruguay,John Martinez,Nacional,midfielder,57,72
Myanmar,Jane Lopez,Shan United,midfielder,45,52
Afghanistan,Jessica Thomas,De Spinghar Bazan,goalkeeper,68,-26
South Africa,Lisa Vargas,SuperSport United,forward,57,68
Andorra,Michelle Barnes,UE Engordany,defender,44,105
Georgia,Zachary Marquez,Dila Gori,forward,74,30
Czech Republic,Elizabeth Farrell,Viktoria Plzen,forward,70,36
Equatorial Guinea,Caroline Sloan,Leones Vegetarianos,defender,46,67
Nepal,Ruben Freeman,Manang Marshyangdi,midfielder,62,62
Grenada,Marcus Gilmore,St. John's Sports,midfielder,65,64
Peru,Kathy Chaney,UTC Cajamarca,forward,59,28
Marshall Islands,Sean Duran,Ebeye United,goalkeeper,42,-40
San Marino,Tracy Vega,Tre Penne,goalkeeper,59,-24
Turkmenistan,Deborah Charles,Energetik,forward,55,61
Nigeria,Thomas Wilkins,Lobi Stars,forward,69,57
Fiji,Billy Reyes,Navua FC,defender,59,34
Uzbekistan,Tara Gonzalez,Lokomotiv Tashkent,defender,52,66
Comoros,Rebecca Sloan,Fomboni FC,forward,68,32
Marshall Islands,Steven Morton,Jaluit FC,defender,51,62
Kiribati,Claudia Martinez,Tarawa,forward,62,18
Haiti,Philip Scott,Baltimore SC,goalkeeper,61,-54
Nicaragua,Angel Arroyo,UNAN Managua,midfielder,72,34
Laos,Theresa Armstrong,Savannakhet,goalkeeper,61,-17
Montenegro,Paul Salazar,Decic,defender,50,46
Fiji,Marc Church MD,Suva FC,midfielder,71,25
United Arab Emirates,Natalie Buchanan,Al Wasl,forward,54,28
Oman,Michelle Fox,Al Suwaiq,forward,76,69
Cambodia,Joseph Smith,Boeung Ket,goalkeeper,68,-28
Afghanistan,William Gonzalez,Kabul United,midfielder,50,34
Oman,Rebecca Ramsey,Al Nahda,goalkeeper,43,-13
Sweden,Jacob Pace,Norrkoping,forward,52,46
Chile,Dr. Roy Howell,Audax Italiano,goalkeeper,51,-35
Kiribati,Kelly Kerr,Tofaga,goalkeeper,62,-55
Czech Republic,Kelly Butler,Jablonec,midfielder,72,63
Korea (North),Lonnie Dominguez,Kigwancha,midfielder,66,30
Senegal,Vanessa Pratt,Generation Foot,goalkeeper,54,-42
Maldives,Matthew Bryant,Valencia,defender,69,71
Tanzania,Lisa Sharp,Kagera Sugar,forward,62,11
Denmark,Russell Archer,Aarhus GF,midfielder,65,84
Croatia,Sherri Cox,Osijek,goalkeeper,60,-28
Iceland,Christopher Elliott,FH,defender,74,39
Norway,Alexandra Bridges,Valerenga,defender,57,111
Bahamas,Amy Morris,Dynamos FC,forward,60,48
Cyprus,Jill Singleton,APOEL,goalkeeper,67,-57
Sierra Leone,Elizabeth Lopez,Bo Rangers,midfielder,71,104
Oman,David Miller,Sohar,goalkeeper,69,-1
Korea (South),Tracy White,Pohang Steelers,goalkeeper,64,-41
Ukraine,Troy Chen,Kolos Kovalivka,midfielder,42,91
El Salvador,David Parks,Alianza,defender,36,83
Congo,Michelle Palmer,JS Talangai,forward,45,87
Libya,Eric Williams,Al Nasr,goalkeeper,56,-62
South Sudan,Rick Huff,Atlabara,forward,50,45
Argentina,Jonathan Graham,Estudiantes,defender,78,80
Indonesia,Leonard Hill MD,Persija Jakarta,defender,70,49
Guinea-Bissau,Mr. Aaron Lyons,Benfica Bissau,forward,62,7
Bulgaria,Jonathan Scott,Arda Kardzhali,forward,83,82
France,Henry Gordon,Monaco,goalkeeper,49,-8
Tonga,Dr. Marissa Thompson DDS,Ngele'ia,defender,31,38
Greece,Sarah Briggs,Olympiacos,goalkeeper,64,-68
Kiribati,James Marshall,Makin,forward,68,44
Thailand,Jason Smith,Chonburi,defender,59,62
Tuvalu,Christopher Robinson,Nanumaga,midfielder,45,25
Sao Tome and Principe,Michael Martinez,Sporting Praia Cruz,goalkeeper,65,-68
Slovakia,Brandy Garcia,Trencin,goalkeeper,63,-32
Moldova,Kayla Richardson,Zimbru,goalkeeper,60,-28
Honduras,Austin Jones,Marathon,defender,66,76
Guinea-Bissau,Karen Austin,Benfica Bissau,defender,74,44
Switzerland,Sheila Bailey,Basel,goalkeeper,59,-1
Angola,Bradley Brown,Primeiro de Agosto,forward,69,69
Indonesia,Tammy Smith,Madura United,defender,63,34
Saint Vincent and the Grenadines,Elizabeth Chapman,Hope International,goalkeeper,64,-79
Bosnia and Herzegovina,Dr. Tristan Robinson,Siroki Brijeg,defender,58,73
Kazakhstan,Michael Arias,Kyzylzhar,defender,43,59
Comoros,Todd Harris,Fomboni FC,forward,56,55
Botswana,Lindsey Griffith,Gaborone United,goalkeeper,73,-88
Angola,Brandon Baker,Recreativo do Libolo,midfielder,55,75
Denmark,David Butler,Nordsjaelland,goalkeeper,68,-59
Bulgaria,Shelly Barrett,CSKA Sofia,forward,75,45
Saint Kitts and Nevis,Jason Lowe,Conaree FC,midfielder,85,53
Lithuania,Mr. David Ramirez,Suduva,forward,71,74
Sudan,Jack Chambers,Al Hilal Omdurman,defender,60,60
Argentina,Rebekah Brooks,River Plate,forward,65,35
Cambodia,Brian Nelson,Soltilo Angkor,forward,58,68
Germany,James Deleon,Eintracht Frankfurt,defender,102,54
Benin,Robin Baldwin,Ayema FC,defender,54,10
Turkey,Dana Bradley DDS,Antalyaspor,forward,76,42
Romania,Todd Simmons,Universitatea Craiova,forward,65,34
Sweden,John Moore,AIK,defender,52,1
Kuwait,Kelly Marsh,Al Naser,forward,43,21
Nigeria,John Rose,Plateau United,midfielder,43,83
Monaco,Christopher Moore,AS Monaco,goalkeeper,73,-41
Bhutan,Sarah Martin,Terton FC,goalkeeper,49,-43
Armenia,Gregory Keith,Ararat-Armenia,forward,50,14
Italy,Keith Castillo,Napoli,defender,59,52
Tajikistan,Jeffery Robinson,Istiklol,forward,53,37
Papua New Guinea,Tiffany Flores,Hekari United,defender,65,35
Uruguay,Kelly Williams,Liverpool Montevideo,forward,52,49
Syria,Brittany Garza,Al Wahda,goalkeeper,67,-66
Algeria,Xavier Fernandez,CS Constantine,midfielder,48,58
Thailand,Spencer Chambers,Ratchaburi,midfielder,53,47
Rwanda,Debra Willis,AS Kigali,midfielder,55,1
Sudan,Denise Rivera,Al Merreikh,forward,46,43
Bahrain,Jeremy Hicks,Al-Hidd,defender,60,43
Botswana,Sarah Solis,Orapa United,forward,52,60
Eswatini,Linda Gaines,Milling Hotspurs,defender,75,53
Timor-Leste,Katherine Gibson,Pontak,defender,55,28
Costa Rica,Richard Chavez,Deportivo Saprissa,goalkeeper,60,-42
Saint Lucia,Tracy Ortiz,Northern United,midfielder,57,41
Nicaragua,Abigail Cummings,UNAN Managua,midfielder,81,70
United Kingdom,Maureen Rodriguez,Arsenal,forward,64,16
Mali,Alan Nichols,COB,defender,101,72
Tajikistan,Valerie Walton,Regar-TadAZ,midfielder,64,25
Finland,Caleb Smith,KuPS,forward,73,99
Liechtenstein,Larry Lewis,Triesen,defender,58,52
Portugal,Michelle Sanchez,Vitoria Guimaraes,midfielder,79,89
United Arab Emirates,Adam Wilkerson,Baniyas,forward,68,30
Nicaragua,Lindsay Clark,Diriangen,goalkeeper,52,-12
Cameroon,Alexis Atkinson,Bamboutos,defender,44,55
Cuba,Kaitlyn Dunlap,FC La Habana,midfielder,49,24
Cyprus,Christopher Jones,Anorthosis,goalkeeper,50,-90
Cuba,Thomas Moss,FC Villa Clara,defender,62,34
United Kingdom,Cheryl Dodson,Manchester City,midfielder,65,54
