Country,Name,Club,Position,Games,Goals
Seychelles,Christopher Brooks,St Michel United,forward,60,28
Antigua and Barbuda,Jamie Young,Empire FC,midfielder,50,17
New Zealand,Jonathan Best,Hawke's Bay United,goalkeeper,29,-12
Turkmenistan,Connie Benitez,Ahal,forward,63,66
Indonesia,Aaron Hayes,Persija Jakarta,goalkeeper,50,-47
Armenia,Brianna Rodriguez,Alashkert,defender,65,75
Poland,Sarah Parks,Piast Gliwice,goalkeeper,48,-61
Solomon Islands,Jenny Pierce,Marist,goalkeeper,67,-23
Guinea-Bissau,Brenda Bradford,UDIB,goalkeeper,51,-62
Uruguay,Teresa Gross,Penarol,forward,58,49
Iraq,Brandi Payne,Al Talaba,forward,87,57
Lesotho,Kimberly Diaz,Linare,midfielder,43,32
Jamaica,Bonnie West,Cavalier,forward,50,57
Rwanda,Carrie Gray,AS Kigali,forward,62,60
Saudi Arabia,Oscar Mcdonald,Al Fateh,defender,55,54
Malawi,Gary Wright,Blue Eagles,defender,60,38
Sudan,Joseph Robertson,Al Hilal Omdurman,midfielder,68,35
Peru,Lisa Meza MD,UTC Cajamarca,midfielder,68,59
Cambodia,Jennifer Harris,Visakha,forward,45,94
Monaco,Valerie Vasquez,Stade Monégasque,midfielder,52,46
Belize,James Hughes,San Pedro Pirates,midfielder,73,10
Zambia,Mary Miller,Nkana,forward,55,44
Iraq,Jennifer Collins,Naft Al-Wasat,defender,88,45
Tuvalu,Kyle Barajas,Lakena United,goalkeeper,25,-96
Laos,Wendy Hoffman,Savannakhet,forward,63,60
Brazil,Kyle Freeman,Sao Paulo,midfielder,69,83
Brunei,David Hubbard,DPMM FC,forward,50,70
Botswana,Katie Juarez,BDF XI,defender,52,43
Guyana,Elizabeth Reese,Fruta Conquerors,defender,68,59
Algeria,Harry Herrera,JS Kabylie,goalkeeper,66,-58
Denmark,Grace Baker,FC Copenhagen,goalkeeper,56,-21
Chile,Brian Thomas,Cobresal,goalkeeper,55,-44
Ukraine,Amanda Tran,Vorskla Poltava,midfielder,62,37
North Macedonia,Michael Trujillo,Rabotnicki,midfielder,80,1
Ireland,Christopher Gregory,Dundalk,forward,48,91
Suriname,Cassandra Cochran,Notch,forward,72,35
Denmark,Ricardo Knight,Midtjylland,midfielder,54,50
Honduras,William Cunningham,Victoria,defender,53,63
Sierra Leone,Trevor Jordan,Bo Rangers,defender,59,45
Israel,Jonathan Hill,Bnei Sakhnin,defender,77,43
Mozambique,Eric Houston,Ferroviario Nampula,forward,38,69
Oman,Jennifer Henderson,Al Nasr,midfielder,72,1
Sweden,Sarah Cook,Malmo FF,defender,56,56
Paraguay,Dawn Martinez,Sportivo Luqueno,goalkeeper,74,-54
Ethiopia,Elizabeth Salazar,St. George,goalkeeper,49,-67
Liechtenstein,Ashley Richardson,Balzers,forward,73,67
South Sudan,Michael Payne,Al Rabita Juba,defender,68,43
Serbia,Catherine Nelson,Mladost Lucani,defender,74,62
Namibia,John Walsh,Tura Magic,defender,56,45
Papua New Guinea,Lisa Vasquez,Madang,forward,73,79
Bolivia,Alyssa Tucker,Oriente Petrolero,midfielder,46,48
Cuba,Seth Harvey,FC Guantanamo,goalkeeper,54,-76
Iran,Erin Parker,Mes Rafsanjan,forward,58,56
Saudi Arabia,Christopher Davis,Al Ittihad,goalkeeper,65,-81
Sudan,Desiree Stevens,Al Khartoum,defender,47,64
Cambodia,Jennifer Yang,Boeung Ket,forward,54,58
Thailand,Kerri Robinson MD,Buriram United,defender,56,1
Morocco,Amy Cabrera,Hassania Agadir,forward,64,50
Czech Republic,Stacy Morris,Slavia Prague,defender,64,36
Moldova,Jennifer Taylor,Petrocub,forward,73,40
Bulgaria,Lisa Green,Botev Plovdiv,midfielder,63,20
Malaysia,Timothy Garcia,Kuala Lumpur City,midfielder,48,43
Mongolia,Larry Gibbs,SP Falcons,goalkeeper,56,-94
Trinidad and Tobago,Lauren Martin,W Connection,midfielder,37,95
Guyana,Joanna Johnson,Fruta Conquerors,forward,74,67
Russia,Dennis Petersen,CSKA Moscow,forward,70,19
Solomon Islands,Ryan Wilson,Central Coast,defender,66,45
Albania,Jeffrey Barnes,Skenderbeu,defender,58,49
Zimbabwe,Jo Booth,Harare City,midfielder,53,1
Bahamas,Michael Valdez,Freeport FC,goalkeeper,64,-71
Andorra,Carla Butler,Penya Encarnada,goalkeeper,53,-79
Guatemala,Audrey Black,Malacateco,forward,81,44
Oman,Dawn Gibson,Al Suwaiq,defender,68,22
Solomon Islands,Kathleen Bean,Real Kakamora,goalkeeper,47,-20
Uganda,Kimberly Chan,BUL,defender,25,38
Saint Vincent and the Grenadines,Jacqueline Ferguson,Avenues United,defender,71,47
Bhutan,Shane Hull,Thimphu City,goalkeeper,73,-44
Singapore,Amy Aguirre,Geylang International,midfielder,60,28
Gabon,Cody Santos,Stade Mandji,goalkeeper,47,-25
Iran,Priscilla Harris,Mes Rafsanjan,defender,62,77
Dominican Republic,Brian Brown DDS,Moca FC,goalkeeper,53,-60
Rwanda,April Roberts,Police,forward,84,48
Serbia,Erica Clarke,Red Star Belgrade,midfielder,71,42
Lebanon,Bryan King,Al Ansar,goalkeeper,70,-1
Central African Republic,Greg Evans,Tempete Mocaf,defender,36,55
Angola,Theresa Duncan DVM,Sagrada Esperanca,midfielder,39,40
Mongolia,Alexander Ross,SP Falcons,goalkeeper,62,-58
Uzbekistan,Dominique Little,Surkhon,forward,68,81
Kuwait,Lauren Green,Al Qadsia,forward,68,40
Suriname,Kimberly Flowers,Robinhood,midfielder,74,58
Kazakhstan,Elizabeth Black,Tobol,goalkeeper,63,-75
Samoa,Taylor Cobb,Lepea,midfielder,66,83
Lithuania,Amy Mccarthy,Riteriai,goalkeeper,48,-3
Guatemala,George Anderson,Municipal,defender,65,40
Saint Kitts and Nevis,Chad Young,Newtown United,goalkeeper,72,-77
Peru,Marc Morrison MD,Melgar,defender,54,38
Uruguay,James Williams,Montevideo Wanderers,defender,49,41
Eswatini,James Torres,Manzini Wanderers,goalkeeper,64,-96
Barbados,Larry Simmons,Weymouth Wales,forward,56,48
Afghanistan,Evan Garcia,Afghan FC,goalkeeper,59,-70
France,Alyssa Haley,Lille,midfielder,52,47
Honduras,Phillip Delacruz,Marathon,forward,56,71
Botswana,Jessica Scott,Township Rollers,goalkeeper,59,-69
Lebanon,John Carr,Al Ansar,goalkeeper,59,-44
Andorra,Rodney Thomas,FC Ordino,forward,48,56
Papua New Guinea,Jeffrey Poole,Hekari United,forward,63,94
Argentina,Brian Daniels,Independiente,defender,61,29
Sri Lanka,Travis Bennett,Colombo FC,forward,57,54
Belgium,Derek Ortiz,Charleroi,goalkeeper,49,-4
Eswatini,Gloria Campbell,Royal Leopards,goalkeeper,47,-67
Zambia,Stephanie Ramsey,Green Eagles,defender,51,89
Singapore,Teresa Snyder,Lion City Sailors,defender,61,41
Namibia,Joseph Rios,African Stars,defender,73,61
Finland,Lisa Mata,Ilves,forward,57,67
Iceland,Kristina English,Vikingur Reykjavik,midfielder,82,41
Moldova,Amanda Roberts,Petrocub,forward,59,75
Brunei,Rodney Ellis,Lun Bawang,defender,68,72
South Africa,Cassandra Ellis,AmaZulu,goalkeeper,64,-67
Uganda,John Price,Vipers,forward,52,71
Italy,Cindy Bonilla,Inter Milan,defender,48,88
United Arab Emirates,Sheila Richardson,Al Jazira,goalkeeper,63,-11
Bolivia,Carly Estes,Jorge Wilstermann,goalkeeper,48,-16
Albania,Angela Lee,Skenderbeu,forward,58,29
Turkmenistan,Mrs. Rebecca Burgess,Altyn Asyr,forward,58,60
Comoros,Deborah Brady,Volcan Club,midfielder,56,44
United States,Laura Hamilton,Columbus Crew,defender,53,15
Fiji,Jeffrey Nguyen,Lautoka FC,defender,48,71
Morocco,Keith Whitney,FUS Rabat,goalkeeper,59,-49
Azerbaijan,Stephanie Lane,Qarabag,midfielder,75,58
Afghanistan,Dustin Hurley,De Spinghar Bazan,goalkeeper,65,-41
Zimbabwe,Jamie Fernandez,Bulawayo Chiefs,forward,60,54
Laos,Samantha Tucker,Lao Toyota,forward,58,38
Fiji,Caitlin Williams,Navua FC,defender,59,42
Kenya,Drew Bennett,Kariobangi Sharks,midfielder,70,42
Norway,Tanya Thompson,Rosenborg,goalkeeper,58,-23
Switzerland,Courtney Clayton,Young Boys,defender,67,34
Sierra Leone,Charles Mack,Kallon,defender,92,22
Barbados,Charles Lewis,Bridgetown FC,defender,72,44
Netherlands,John Smith,AZ Alkmaar,midfielder,72,29
Honduras,Michele Sampson,Motagua,forward,52,25
Chile,Nathan Foster,Union Espanola,goalkeeper,71,-18
Turkey,Robert Burch,Fenerbahce,defender,37,30
Zimbabwe,Emily White,Dynamos,defender,63,70
Guinea-Bissau,Peter Reed,Bula FC,goalkeeper,58,-28
Bolivia,Teresa Jarvis,The Strongest,forward,47,35
Mali,Spencer Chase,AS Bakaridjan,forward,74,55
Antigua and Barbuda,Rachael Foster,Parham FC,defender,62,80
Ecuador,Susan Morrow,Universidad Catolica,forward,61,14
Samoa,Elizabeth Barber,Moataa,midfielder,48,54
Belarus,Rhonda Cole,BATE Borisov,midfielder,50,54
Greece,Ellen Davis,Aris,midfielder,59,54
Liechtenstein,Jesse Pierce,Vaduz,defender,57,79
Tanzania,Pamela Knight,Simba,defender,70,15
Laos,Michelle Romero,Young Elephants,midfielder,75,2
Turkmenistan,Holly Bailey,Nebitchi,goalkeeper,64,-77
New Zealand,Dorothy Graham,Waitakere United,forward,77,15
Papua New Guinea,Evelyn Adams,Madang,midfielder,84,41
Uzbekistan,Rachel Edwards,Pakhtakor,midfielder,63,25
Timor-Leste,Matthew Shaw,Sport Laulara,defender,54,34
Libya,Cheryl Aguirre,Al Madina,midfielder,51,13
Micronesia,Sydney Garcia,Nukuoro,defender,49,63
United Kingdom,Christopher Gonzalez,Liverpool,forward,61,33
Japan,Lauren Dunn,FC Tokyo,forward,60,22
Bhutan,Amber Nunez,Terton FC,forward,57,19
Djibouti,William Nielsen,CF Garde Republicaine,forward,40,57
Madagascar,John Rowe,AS Adema,midfielder,78,43
New Zealand,Eileen Russell,Auckland City,forward,52,38
Philippines,Judith Mendez,Ceres-Negros,defender,61,37
Israel,Sharon Walters,Hapoel Be'er Sheva,goalkeeper,70,-69
Uzbekistan,Kathleen Cox,Metallurg Bekabad,midfielder,43,55
Benin,Jeremy Boyd,ASPAC,forward,46,45
Benin,Vickie Ramirez,Ayema FC,midfielder,79,14
Maldives,Ronald Sparks,Maziya,forward,53,43
Gabon,Donald Clark,Missile FC,defender,41,17
Niger,Jeffrey Ford,Olympic Niamey,defender,60,61
Luxembourg,Seth Pope,Racing FC,goalkeeper,63,-67
Korea (North),Jake Phillips,Sobaeksu,midfielder,50,45
Mongolia,Michael Johnston,Athletic 220,defender,47,84
Ukraine,Cynthia Alvarez,Vorskla Poltava,midfielder,59,64
Switzerland,Norma Duarte,Luzern,forward,63,55
Uganda,Ryan Kim,SC Villa,midfielder,72,45
Bahamas,Norma Hester,Nassau United,forward,70,42
Latvia,Travis Holden,Spartaks Jurmala,defender,84,1
Togo,James Flowers,Maranatha,defender,80,47
Egypt,Jamie Moore,Zamalek,forward,56,65
Ecuador,Luke Alexander,Emelec,midfielder,65,31
Malawi,Natalie Smith DVM,Karonga United,defender,41,61
Venezuela,Barbara Mcdonald,Aragua,midfielder,59,78
Costa Rica,Joe Willis,Santos de Guapiles,goalkeeper,56,-77
Tuvalu,Miss Miranda Beltran,Tofaga,defender,58,39
Kenya,Danielle Alvarez,Sofapaka,goalkeeper,71,-10
Honduras,David Sanford,Olimpia,forward,80,9
Mozambique,Lauren Porter,Ferroviario Beira,forward,67,10
Yemen,Lindsey Williams,Al Ahli Sanaa,goalkeeper,50,-54
Afghanistan,Cindy Farmer,Afghan FC,goalkeeper,54,-49
Qatar,Alexandra Patterson,Al Wakrah,forward,85,48
Slovakia,Jared Scott,Spartak Trnava,midfielder,68,60
Uruguay,Brian Edwards,Montevideo Wanderers,goalkeeper,41,-41
Japan,Derek Perkins,Kashima Antlers,forward,61,63
Tunisia,Miss Michelle Dixon MD,CS Sfaxien,goalkeeper,47,-84
Senegal,Susan Olson,Casa Sport,goalkeeper,44,-1
Belgium,Andrew Johnson,Charleroi,forward,57,76
Antigua and Barbuda,Christine Thomas,Five Islands FC,midfielder,37,60
Uzbekistan,Sara Nelson,Sogdiana,forward,57,25
Congo,Mary Fernandez,Vita Club Mokanda,forward,48,40
United Arab Emirates,Heidi Benson,Al Ain,goalkeeper,46,-54
Netherlands,Alyssa Wright,Ajax,goalkeeper,40,-58
Andorra,Matthew Stevens,FC Santa Coloma,midfielder,57,42
Trinidad and Tobago,April Martinez,Defence Force,midfielder,81,35
Liechtenstein,Claudia Allen,Triesen,goalkeeper,53,-39
Iraq,Rebecca Archer,Naft Al-Wasat,forward,71,54
Azerbaijan,Jerry Foster,Sabah,forward,64,60
Belgium,Susan Lindsey,Genk,defender,43,41
Ireland,Whitney Soto,Shelbourne,defender,63,56
Greece,Vicki Allen,AEK Athens,goalkeeper,66,-72
China,Donna Thompson,Guangzhou FC,goalkeeper,61,-21
Comoros,Robert Mays,Ajax de Hahaya,goalkeeper,63,-51
Tuvalu,Catherine Hernandez,Tofaga,midfielder,59,33
Djibouti,Derek Shelton,AS Boreh,midfielder,63,34
North Macedonia,Denise Owen,Shkupi,goalkeeper,54,-32
Ghana,Alexander Clark,Hearts of Oak,defender,62,50
Saint Lucia,Michele Jones,VSADC,forward,59,96
San Marino,Lonnie Robertson,Libertas,forward,42,1
Belgium,Edwin Moore,Genk,goalkeeper,64,-47
Liechtenstein,Cody Larsen,Eschen/Mauren,forward,93,32
United States,Alexander Morales,Philadelphia Union,defender,64,79
Tunisia,Ruben Malone,Etoile du Sahel,goalkeeper,64,-38
Cape Verde,Deborah Pollard,CS Mindelense,midfielder,41,42
Finland,Martin Conrad,KuPS,midfielder,36,42
Chile,Hayley Yang,Cobresal,forward,62,70
Bulgaria,Linda Bryan,Levski Sofia,goalkeeper,70,-59
United Arab Emirates,Alexander Sandoval,Al Wasl,forward,56,53
Gabon,Dennis Torres,Missile FC,defender,48,84
Israel,Jennifer Robertson,Maccabi Netanya,forward,79,46
Hungary,Sandra Hicks,Ferencvaros,goalkeeper,54,-81
Chile,Jessica Duncan,Colo-Colo,goalkeeper,64,-66
Rwanda,William Landry,Gasogi United,defender,75,37
Uzbekistan,Leslie Montgomery,AGMK,midfielder,66,66
Antigua and Barbuda,Roger Cox,Liberta FC,forward,56,53
South Sudan,Joy Lopez,Al Merreikh Juba,goalkeeper,73,-67
Andorra,Kathryn Hurst,FC Ordino,midfielder,51,58
Vanuatu,Adam Collins,Ifira Black Bird,forward,67,11
Vietnam,Julie Thompson,Thanh Hoa,forward,60,45
China,Tony Lang,Guangzhou FC,defender,46,74
Gabon,Jennifer Meyer,US Bitam,midfielder,39,61
Kiribati,Jennifer Anderson,Abaiang,forward,73,21
South Sudan,Mark Hall,Al Rabita Juba,midfielder,57,1
Timor-Leste,Christopher Rollins,Pontak,defender,47,13
Iran,Allen Day,Persepolis,defender,53,56
Madagascar,Joseph Wilson,Ajesaia,forward,49,30
Sudan,Crystal Walker,Al Hilal Omdurman,defender,50,68
Bahrain,Elizabeth Parsons,Al-Ahli,goalkeeper,69,-95
Papua New Guinea,Karen Johnson,Hekari United,forward,53,71
Slovenia,Jesus Greene,Maribor,forward,50,59
Slovakia,Brad Hernandez Jr.,Slovan Bratislava,defender,54,41
Romania,Jeffery Gomez,Farul Constanta,forward,58,72
Chad,Laurie Phillips,Renaissance,forward,68,97
Monaco,Robert Humphrey,Monaco II,midfielder,60,101
Fiji,Thomas Edwards,Ba FC,goalkeeper,39,-45
Antigua and Barbuda,Joseph Jackson,Empire FC,midfielder,39,73
Montenegro,Amber Greene,Sutjeska,defender,63,63
Dominican Republic,Kevin Willis,Delfines del Este,midfielder,68,56
Pakistan,Marissa Whitaker,Karachi Port Trust,midfielder,49,58
Montenegro,Debbie Burnett,Rudar,goalkeeper,50,-60
Peru,Jaclyn Sanders MD,Melgar,midfielder,70,36
Grenada,Christopher James,Queens Park Rangers,defender,53,11
Guyana,Jamie Morris,Ann's Grove United,goalkeeper,59,-40
Barbados,Christine Manning,Paradise SC,forward,62,55
Bosnia and Herzegovina,Joseph Hall,Siroki Brijeg,midfielder,58,48
Belgium,Cindy Stokes,Genk,midfielder,75,71
Nepal,Diane Stevens,Sankata,defender,59,88
Georgia,Jesse Casey,Saburtalo,goalkeeper,65,-53
Costa Rica,James Murphy,Deportivo Saprissa,defender,65,37
Ethiopia,Faith Owens,Adama City,goalkeeper,47,-37
Madagascar,Sandra Allen,Fosa Juniors,forward,65,39
Denmark,Michael Crawford,Nordsjaelland,goalkeeper,76,-14
Dominica,Tina Shaw,South East FC,defender,66,28
Austria,Karen Jacobson,Red Bull Salzburg,goalkeeper,66,-50
Micronesia,Anthony Morgan,Ulithi,defender,64,25
United States,Meagan Simmons,Columbus Crew,midfielder,76,37
Togo,Tricia Moody,Gbikinti,midfielder,49,33
Japan,Terri Sullivan,Yokohama F. Marinos,midfielder,61,20
Sierra Leone,Karen Greene,Old Edwardians,goalkeeper,54,-43
Vietnam,Victoria Wallace,Sai Gon FC,defender,40,35
Algeria,William Cobb,CR Belouizdad,defender,49,8
Azerbaijan,Karen Paul,Qarabag,goalkeeper,61,-55
Saint Lucia,Jimmy Harris,VSADC,defender,73,43
Singapore,Lauren Tucker,Lion City Sailors,defender,65,24
Finland,Olivia Humphrey,SJK,defender,54,52
Luxembourg,Jacqueline Maynard,Fola Esch,defender,52,49
Senegal,Barbara Patel,Diambars,midfielder,64,73
Azerbaijan,Mary White,Gabala,midfielder,55,41
Venezuela,Emily Meadows,Zamora,defender,51,46
Sri Lanka,Kayla Wilkinson,Solid,defender,52,77
Nigeria,Kristen Buchanan,Shooting Stars,goalkeeper,62,-64
South Sudan,Christopher Carter,Al Rabita Juba,defender,67,70
Nepal,Christina Johnson,Three Star Club,forward,60,58
Australia,Amanda Flores,Western Sydney,midfielder,59,44
Zambia,Holly Roman,Green Buffaloes,goalkeeper,59,-82
Eswatini,Christine Ruiz,Malanti Chiefs,defender,50,85
Iraq,Russell Munoz,Al Quwa Al Jawiya,defender,55,2
Georgia,Brian Garcia,Dila Gori,goalkeeper,72,-30
Malawi,Donna Osborn PhD,Nyasa Big Bullets,defender,48,48
Serbia,Matthew Cervantes,Spartak Subotica,forward,63,41
Malaysia,Kimberly Kim,Sabah,forward,64,55
Uruguay,David Mason,Penarol,forward,71,35
Iceland,Jason Green,KA,goalkeeper,54,-55
Italy,Justin Davis,Juventus,defender,58,58
Zimbabwe,Mary Ballard,Triangle United,midfielder,56,18
Bangladesh,Ryan Rodriguez,Rahmatganj,forward,62,21
Portugal,Debbie Jones,Porto,goalkeeper,72,-68
Liechtenstein,James Dixon,Triesen,forward,49,32
Turkmenistan,David Willis,Shagadam,forward,79,37
Marshall Islands,Daniel Walters,Utrik FC,midfielder,90,38
Monaco,Jill Young,Monaco II,defender,72,46
Azerbaijan,Mark Jimenez,Zira,forward,59,16
Djibouti,Sydney Huffman,AS Ali Sabieh,defender,77,51
Botswana,Lori Fields,Orapa United,midfielder,52,37
Niger,Anna Fox,Sahel SC,goalkeeper,64,-1
Liberia,Julie Rodriguez,LISCR,defender,48,38
Nepal,Mark Brewer,Jawalakhel,forward,66,89
Vietnam,Donald Martin,Hanoi FC,forward,61,63
Somalia,Joshua Nelson,Banaadir Telecom,midfielder,57,70
Honduras,Emily Morales,UPNFM,midfielder,91,22
Iran,Michael Molina,Persepolis,forward,69,7
Kenya,Ricky Lutz,Ulinzi Stars,midfielder,58,37
Peru,Mary Rivera,Universitario,defender,54,86
Grenada,Stacey Glover MD,Chantimelle FC,goalkeeper,58,-57
New Zealand,Mark Hanson,Auckland City,forward,78,59
Finland,Andrew Webb,HJK Helsinki,defender,67,51
Brazil,Jasmine Bailey,Palmeiras,defender,51,61
Gabon,John Nelson,AS Mangasport,forward,61,95
Bahrain,Jennifer Kramer,Manama Club,goalkeeper,77,-18
Estonia,Patricia Riddle,Kuressaare,goalkeeper,57,-31
Ethiopia,Jonathan Singleton,Fasil Kenema,forward,55,41
Korea (North),Leslie Simmons,Kigwancha,defender,51,54
Egypt,Denise Olsen,ENPPI,forward,63,68
Belize,Joy Clark,Wagiya FC,midfielder,54,41
Kenya,Dr. Ivan Owens,Bandari,midfielder,71,23
United Kingdom,Jessica Moore,Chelsea,midfielder,50,26
Tuvalu,Timothy Pearson,Nanumaga,forward,74,74
Suriname,Donna Michael,Inter Moengotapoe,defender,57,25
Djibouti,Adam Petty,CF Garde Republicaine,defender,77,15
Slovakia,Anne Oliver,DAC Dunajska Streda,goalkeeper,64,-45
Sao Tome and Principe,Janice Tran,FC Neves,goalkeeper,66,-34
Azerbaijan,Stuart West,Neftchi Baku,defender,72,64
Eswatini,Robert Dalton,Malanti Chiefs,midfielder,67,60
Bolivia,Dennis Mooney,Always Ready,forward,68,56
Tunisia,Chris Chang,Stade Tunisien,forward,59,44
South Sudan,Crystal Ingram,Atlabara,defender,69,2
Georgia,Cynthia Hart,Saburtalo,midfielder,72,87
Uruguay,Maria Whitehead,Fenix,midfielder,60,74
Norway,James Ortiz,Molde,forward,69,64
Venezuela,Stephanie Roberts,Mineros de Guayana,midfielder,61,53
Turkey,Brett Williams,Basaksehir,forward,60,62
Mauritius,Megan Quinn,Petite Riviere Noire,defender,55,65
Niger,Fernando Fernandez,AS GNN,goalkeeper,57,-47
Ecuador,Katherine Stevens,Emelec,forward,42,52
Marshall Islands,Larry Jones,Majuro FC,goalkeeper,52,-58
Israel,Casey Thomas,Beitar Jerusalem,defender,76,38
Paraguay,Pamela Blair,Sol de America,forward,84,41
Turkey,Kenneth Anderson,Sivasspor,midfielder,65,37
Switzerland,Kristie Dalton,Servette,goalkeeper,55,-19
Georgia,Anna Carter,Dinamo Batumi,forward,62,62
Ecuador,Roberto Williams,Emelec,forward,48,68
Lebanon,Andrew Pierce,Safa,goalkeeper,66,-9
Cuba,Shelly Hammond,FC Cienfuegos,forward,63,17
Cameroon,Jessica Smith,Union Douala,goalkeeper,43,-22
Andorra,Mark Ruiz,Atletic Escaldes,goalkeeper,61,-55
Benin,Michael Orr,JSP FC,midfielder,67,45
Rwanda,Nicholas Watson,Gasogi United,defender,67,44
Rwanda,Patrick Clark,AS Kigali,forward,57,17
Seychelles,Natalie Juarez,Light Stars,goalkeeper,62,-44
Solomon Islands,Stephen Griffin,Solomon Warriors,midfielder,72,22
Maldives,Michael Sanford,Club Eagles,defender,67,85
Mali,Joshua Lopez,Stade Malien,midfielder,58,66
Benin,James Garner,ASPAC,goalkeeper,57,-53
Georgia,Mark Cuevas,Dila Gori,goalkeeper,49,-56
Singapore,Nicholas Hill,Tampines Rovers,goalkeeper,52,-61
Poland,Michelle Odonnell,Rakow Czestochowa,midfielder,54,4
Bahamas,David Green,Western Warriors,midfielder,43,56
Grenada,Austin Campbell,Hard Rock FC,goalkeeper,56,-43
Iceland,Joseph Adams,KA,midfielder,42,31
Afghanistan,Mr. Dustin Stevenson DVM,Simorgh Alborz,midfielder,54,79
Italy,Nathan Lopez,AC Milan,goalkeeper,48,-40
Liberia,Michael Brown,Watanga,goalkeeper,39,-31
Ghana,Devon Kidd,Bechem United,midfielder,53,60
Paraguay,Kendra Williams,Olimpia,forward,70,25
Timor-Leste,Julie Navarro,DIT FC,defender,56,78
Brunei,Anne Alexander,DPMM FC,goalkeeper,58,-71
Pakistan,Kathleen Walker,Pakistan Navy,defender,59,34
Uruguay,Omar Valdez,Nacional,goalkeeper,49,-9
Belgium,Gloria Roberts,Standard Liege,defender,73,1
Guyana,Jeremiah Kelley MD,Buxton United,forward,43,67
Croatia,Tracy Reid,Gorica,midfielder,53,40
Kyrgyzstan,Catherine Bryant,Abdysh-Ata,forward,45,118
Ukraine,Lisa Jenkins,Shakhtar Donetsk,forward,55,13
Cyprus,Troy Martin,Pafos FC,midfielder,61,62
United States,Michael Clark,Columbus Crew,forward,59,30
Oman,Sandy White,Sohar,forward,54,40
Belarus,Shane West,BATE Borisov,midfielder,50,31
Korea (South),James Patterson,FC Seoul,goalkeeper,57,-1
Panama,Cynthia Young,San Francisco,defender,78,77
Tanzania,Connie Harmon,Simba,midfielder,64,38
Peru,Jasmine Watts,Universitario,goalkeeper,40,-31
Ukraine,Patricia Adams,Dynamo Kyiv,defender,39,79
San Marino,David Singleton,Libertas,goalkeeper,45,-56
Bahamas,Debbie Scott,Cavalier FC,goalkeeper,61,-86
Cambodia,Travis Newman,Visakha,midfielder,66,61
Serbia,Brenda Larsen,Red Star Belgrade,defender,75,40
Azerbaijan,Kristy Griffin,Gabala,defender,71,89
Argentina,Pamela Baldwin,River Plate,goalkeeper,60,-66
Guyana,Andrew Bailey,Victoria Kings,goalkeeper,47,-79
Tanzania,Matthew Brown,Namungo,midfielder,63,43
Benin,Timothy Drake,Buffles du Borgou,goalkeeper,55,-1
Libya,Anthony Elliott,Al Ittihad,goalkeeper,45,-12
Madagascar,Michael Castro,Fosa Juniors,midfielder,38,103
Yemen,David Murphy,Al Saqr,goalkeeper,45,-79
Micronesia,Virginia Carroll MD,Pohnpei,defender,70,59
Cambodia,Jay Richards,Kirivong Sok Sen Chey,forward,53,79
Ghana,Jamie Delacruz DDS,Aduana Stars,goalkeeper,77,-61
Netherlands,Nancy Garcia,PSV,midfielder,75,13
Zimbabwe,Stefanie Larson,Ngezi Platinum,midfielder,68,61
Iceland,Leslie Castaneda,KA,midfielder,59,53
Slovakia,Benjamin Cruz,MSK Zilina,forward,42,71
Saudi Arabia,Steven Robinson,Al Ittihad,goalkeeper,59,-34
Belgium,Joseph Gomez,Genk,goalkeeper,80,-27
Somalia,Wendy Brown,Elman FC,midfielder,66,45
Belize,Mrs. Melinda Hughes,Belmopan Bandits,goalkeeper,49,-14
Lithuania,Donald Heath,Panevezys,forward,63,1
Iceland,John Chapman,Valur,defender,61,54
Estonia,William Allen,Levadia Tallinn,goalkeeper,75,-24
Honduras,Jacqueline Terry,Motagua,defender,62,43
Philippines,Caleb Poole,Kaya-Iloilo,forward,40,1
Tuvalu,Veronica Riley,Nanumaga,defender,66,33
Moldova,Dawn Adams,Petrocub,forward,49,9
Brunei,John Gardner,MS ABDB,midfielder,41,107
Djibouti,Alexander Taylor,AS Ali Sabieh,defender,64,35
Korea (North),John Robinson,Rimyongsu,defender,53,46
Iraq,Amber Davidson,Al Talaba,forward,75,48
Haiti,Amy Fry,Cavaly,defender,70,55
Czech Republic,Gregory Johnson,Banik Ostrava,midfielder,63,25
United Arab Emirates,Christopher Bradley,Baniyas,midfielder,73,81
Equatorial Guinea,Miranda Watts,Estrella Roja,goalkeeper,64,-51
El Salvador,Samantha Griffith,Santa Tecla,defender,54,68
Dominica,Sherry White,Harlem United,goalkeeper,73,-61
Netherlands,Thomas Kelley,PSV,midfielder,75,24
Turkmenistan,Jose Blackburn,Shagadam,goalkeeper,63,-94
Japan,Douglas Greene,Kawasaki Frontale,goalkeeper,45,-45
Bangladesh,Reginald Johnson,Mohammedan SC,midfielder,53,68
Grenada,Amy Ramirez,Queens Park Rangers,defender,62,32
Namibia,Breanna Bailey,Young African,forward,49,84
Panama,Nicholas Long,Alianza,midfielder,69,96
Czech Republic,Victoria Adams,Jablonec,goalkeeper,54,-60
Burkina Faso,Helen Leonard,ASFA Yennega,forward,60,57
Equatorial Guinea,Amber Weaver,Atletico Semu,goalkeeper,70,-68
China,Andrea Burns,Guangzhou FC,defender,64,15
Solomon Islands,Wanda Romero,Henderson Eels,defender,90,46
Lebanon,Lindsey Flowers,Bourj,defender,71,25
Norway,Juan Gomez,Valerenga,forward,39,33
Iran,Kelly Owens,Tractor,forward,56,73
