Country,Name,Club,Position,Games,Goals
Cyprus,Dr. Martin Allen,AEL Limassol,goalkeeper,65,-59
Fiji,Alyssa Jackson,Labasa FC,goalkeeper,87,-86
India,Courtney Macdonald,Kerala Blasters,defender,58,78
Cambodia,Sandra Garza,Nagaworld,forward,43,52
Cape Verde,Joshua Martinez,Batuque FC,goalkeeper,87,-71
Dominica,Karen Cruz DDS,Segments FC,forward,58,37
Japan,Jeffrey Flores,Yokohama F. Marinos,midfielder,46,44
Micronesia,Chad Vargas,Nukuoro,defender,50,72
Mali,William Harris,Real Bamako,defender,66,48
New Zealand,Paul Edwards,Team Wellington,goalkeeper,66,-39
Malaysia,Brandon Murray,Penang,goalkeeper,55,-49
Austria,Melissa Davis,Wolfsberger,forward,38,7
Nauru,William Hawkins,Yaren,forward,67,88
Senegal,Jose Holland,Diambars,goalkeeper,54,-44
Turkmenistan,Derek White,Energetik,forward,51,14
Korea (South),Anthony Boone,Jeonbuk Hyundai,forward,32,55
Morocco,Jon Mckee,Olympic Safi,forward,59,46
Nicaragua,Ashley King,ART Municipal Jalapa,forward,67,96
El Salvador,Clarence Dunlap,Santa Tecla,midfielder,65,69
Yemen,Autumn Wiggins,Al Wahda Aden,defender,63,20
Mexico,Mr. Jeremy Perry MD,Leon,forward,60,37
Malaysia,Rebecca Gonzalez,Kedah,goalkeeper,69,-53
Austria,Michael Mckay,WSG Tirol,forward,55,63
Korea (North),Brenda Smith,Amrokgang,midfielder,52,1
Turkey,Natalie Newton,Trabzonspor,forward,52,18
Uruguay,Patrick Smith,Liverpool Montevideo,forward,72,31
Qatar,Holly Todd,Al Arabi,forward,62,50
Qatar,Robert Donovan,Qatar SC,midfielder,47,53
Mali,Jessica Jones,COB,goalkeeper,51,-80
Greece,Donna Dunn,AEK Athens,midfielder,74,33
Antigua and Barbuda,Christopher Richard,Empire FC,defender,76,44
Liberia,Annette Villegas,LISCR,defender,55,51
Brazil,Ms. Regina Lopez DDS,Sao Paulo,defender,83,58
Netherlands,Claudia Brown,AZ Alkmaar,midfielder,47,20
Mauritania,James Rodriguez,Gendrim,defender,76,58
Saint Lucia,Nicole Jones,Anse La Raye,goalkeeper,75,-20
Suriname,Danielle Reyes,Walking Boyz Company,midfielder,49,31
South Sudan,Melanie Dixon,Kator,forward,47,74
Italy,Hannah Soto,Napoli,forward,67,44
Central African Republic,Anna Williams,Olympic Real,defender,36,43
Maldives,Alexander Murphy,TC Sports,midfielder,68,71
Bhutan,Sherry Carson,Paro FC,defender,69,48
Guinea-Bissau,Janet Mcdonald,Os Balantas,midfielder,57,17
Kazakhstan,Patrick Sims II,Kyzylzhar,midfielder,47,60
Iceland,Mark Anderson,Vikingur Reykjavik,midfielder,78,35
Belize,Edward Burns,Bandits Sport,forward,73,65
Kazakhstan,Nathan Jackson,Kairat,midfielder,82,74
Bangladesh,Laura Davis,Brothers Union,defender,61,104
Nicaragua,Bridget Johnson,Juventus Managua,midfielder,47,11
Tunisia,Cody Kirby,Esperance,goalkeeper,59,-9
Ghana,Dawn Mcdonald,Asante Kotoko,goalkeeper,57,-31
Nepal,Wesley Benjamin,Friends Club,forward,47,41
Peru,Robert Pittman,Alianza Lima,goalkeeper,44,-84
Philippines,Taylor Guzman,Mendiola,defender,71,44
Guinea,Antonio Barber,AS Kaloum,goalkeeper,70,-66
Belarus,Martha Browning,Neman Grodno,forward,59,74
Somalia,Andrea Harris,Midnimo,goalkeeper,63,-18
France,Mrs. Melissa Graves PhD,Rennes,midfielder,54,64
Kyrgyzstan,Adam Morgan,Abdysh-Ata,defender,59,11
Benin,Caleb Lopez,Ayema FC,forward,77,22
Togo,Mark Allen,AS Togo-Port,defender,56,33
Tuvalu,Connie Green,Tofaga,midfielder,53,94
Malawi,Patrick Robertson,Karonga United,defender,68,61
Haiti,Jennifer Martin,FICA,forward,71,40
Tuvalu,Ronald Green,Funafuti,goalkeeper,63,-78
Trinidad and Tobago,Amanda Martin,W Connection,defender,76,75
Colombia,Michael Sanchez,Santa Fe,defender,54,52
Laos,Jennifer Davis,Vientiane FC,forward,51,60
Jamaica,Phillip Compton,Harbour View,defender,60,87
Belize,John Bailey,Bandits Sport,defender,53,79
Haiti,Denise Thomas,Violette,defender,61,26
Bhutan,Ronald Bush,High Quality FC,forward,48,57
India,Martin Porter,Hyderabad FC,midfielder,59,26
Congo,Todd Greer,AC Leopards,goalkeeper,60,-76
Kuwait,Rachel Jones,Al Qadsia,defender,73,15
Costa Rica,Kelli Wright,San Carlos,goalkeeper,74,-73
Burkina Faso,Samuel Stephens,ASFA Yennega,forward,69,38
Switzerland,Denise Miller,Basel,goalkeeper,79,-56
South Africa,Trevor Martin,AmaZulu,forward,51,47
Laos,Alexander Roberts,Master 7,defender,62,84
Netherlands,Rachael Martin,FC Utrecht,defender,43,84
Kazakhstan,Katherine Casey,Kairat,forward,55,31
Botswana,Joshua Ross,Extension Gunners,defender,50,93
Samoa,Kayla Hill,Moataa,forward,62,54
Tanzania,Jonathan Cain,Simba,forward,76,84
Tajikistan,April Daniels,Fayzkand,forward,57,101
Venezuela,Curtis Lawrence,Mineros de Guayana,midfielder,61,74
Belgium,William Reid,Standard Liege,goalkeeper,58,-44
Turkmenistan,Maria Raymond,Energetik,midfielder,68,93
China,Curtis King,Guangzhou FC,forward,57,48
Lithuania,David Combs,Kauno Zalgiris,midfielder,54,29
Sao Tome and Principe,Richard Serrano,6 de Setembro,forward,68,41
Spain,Tonya Rodriguez,Sevilla,goalkeeper,65,-48
Albania,Diane Garner,Vllaznia,forward,65,4
Vanuatu,Andre Carter,Yatel,defender,61,26
Saint Lucia,Breanna Smith,Anse La Raye,forward,47,85
Mozambique,Erin Smith,Ferroviario Beira,forward,53,105
Sao Tome and Principe,Amanda Jones,Sporting Praia Cruz,midfielder,53,48
India,Jennifer Williams,Hyderabad FC,forward,53,73
Djibouti,Tiffany Medina,AS Port,forward,68,76
Eswatini,Samantha Davidson,Royal Leopards,defender,50,49
Guinea,Jerry Johnson,AS Kaloum,defender,56,63
Saint Kitts and Nevis,Joseph Oconnor,Cayon Rockets,midfielder,42,26
Mexico,Melissa Morris,Monterrey,midfielder,57,87
Saint Kitts and Nevis,Steven Fuller,Conaree FC,midfielder,41,52
Tonga,Jose Johnson,Ha'apai,defender,64,51
Belize,Bobby Duke,Police United,midfielder,63,35
Algeria,Kathleen Wells,USM Alger,defender,74,12
China,Justin Cervantes,Wuhan Three Towns,forward,62,44
Fiji,James Thompson,Rewa FC,midfielder,63,31
Greece,Debra Brown,Panathinaikos,forward,61,1
Monaco,Neil Turner,AS Monaco,forward,81,49
Ireland,David Stanley,Sligo Rovers,defender,57,89
Tonga,Melissa Reyes,Kolofo'ou,midfielder,76,33
Nicaragua,Brandon Fowler,UNAN Managua,defender,74,19
Iceland,Wendy Holt MD,FH,goalkeeper,47,-73
Equatorial Guinea,Kristen Crane,Estrella Roja,defender,73,64
Cyprus,Marc Rice,Omonia,forward,53,17
Tanzania,Victoria Jenkins,Namungo,forward,43,37
Cape Verde,Debbie Davis,CS Mindelense,forward,45,68
Algeria,Lisa Lee,USM Alger,goalkeeper,49,-36
Armenia,Brian Roberson,Shirak,midfielder,68,17
Costa Rica,Thomas Blair,San Carlos,defender,77,48
Djibouti,Evan Cox,AS Port,forward,62,52
Austria,Joshua Parks,Sturm Graz,defender,55,60
Switzerland,David Williams III,Zurich,forward,53,69
Brunei,John Hunter,Kasuka FC,defender,76,58
Oman,Holly Jacobs,Al Nasr,midfielder,71,62
Turkmenistan,Kevin Jennings,Merv,defender,66,15
Estonia,Megan Alexander,Levadia Tallinn,forward,76,54
Armenia,Marvin Dixon,Urartu,forward,61,91
Nicaragua,Sara Freeman,Walter Ferretti,midfielder,49,18
Saint Kitts and Nevis,Diana Dixon,SPD United,midfielder,52,73
France,William Perez,Lyon,forward,43,49
Japan,Patricia Vasquez,Kashima Antlers,forward,65,39
Turkey,Ashley Wilson PhD,Besiktas,goalkeeper,74,-43
Spain,Amy Martin,Villarreal,goalkeeper,50,-63
Burundi,David Baldwin,Musongati FC,forward,87,24
Kuwait,Beth Roy,Al Arabi,forward,68,41
France,Eric Ho,Lille,forward,53,58
Malta,Kim Lester,Floriana,forward,58,28
China,Mark Nelson,Wuhan Three Towns,forward,53,52
Luxembourg,Teresa Hall PhD,Fola Esch,forward,43,96
Mali,Sierra Bolton,US Bougouni,goalkeeper,63,-94
Liberia,Bryan Lawrence,Mighty Blue Angels,goalkeeper,67,-26
Grenada,Ricardo Davis,St. John's Sports,defender,60,5
New Zealand,Kyle Palmer,Eastern Suburbs,forward,60,99
Greece,Edward Gilbert,Panathinaikos,defender,53,41
Ecuador,Victoria Campbell,Delfin,defender,51,40
Italy,Christine Rice,Fiorentina,goalkeeper,54,-60
Japan,Eric Jones,Kashima Antlers,forward,54,64
Fiji,David Ramsey,Nadi FC,defender,64,52
Malaysia,Vincent Chan,Kedah,defender,69,1
Greece,Christine Fuentes,PAOK,goalkeeper,72,-39
Belarus,William Torres,Torpedo Zhodino,goalkeeper,65,-77
Niger,Roy Nolan,Sahel SC,goalkeeper,78,-20
Serbia,Faith Bennett,Radnicki Nis,forward,64,60
Equatorial Guinea,Melissa Patrick,Leones Vegetarianos,midfielder,68,13
United Arab Emirates,Allen Johnson,Al Nasr,defender,47,63
Timor-Leste,Brooke May,Sport Laulara,goalkeeper,76,-37
Vietnam,Kari Allen,Thanh Hoa,midfielder,60,49
Singapore,James Poole,Tanjong Pagar,goalkeeper,65,-42
Myanmar,Eric Hickman,Ayeyawady United,goalkeeper,58,-41
China,Rachel Hancock,Guangzhou FC,goalkeeper,55,-40
Timor-Leste,Michelle Gutierrez,FC Lalenok United,midfielder,36,24
Belgium,Amber French,Charleroi,forward,70,45
Mongolia,Lisa Cisneros,Ulaanbaatar,forward,38,33
Malta,Christine Osborn,Hamrun Spartans,midfielder,48,48
South Africa,Albert Tucker,Stellenbosch,goalkeeper,58,-43
Nigeria,Margaret Lee,Akwa United,forward,53,46
Australia,Regina Williams,Melbourne City,forward,48,28
Ireland,William Jefferson,St Patrick's Athletic,midfielder,49,49
Mexico,Guy Schmidt,Cruz Azul,goalkeeper,53,-53
Kiribati,Ashley Ramos,Bairiki,midfielder,68,35
Ireland,Tiffany Thompson,Shelbourne,goalkeeper,54,-64
Peru,Taylor Martinez,UTC Cajamarca,defender,50,68
Brunei,Gregory Jackson,Wijaya FC,midfielder,65,13
Spain,Andrew Carter,Sevilla,forward,54,21
Dominica,Susan Wilson,Dublanc FC,goalkeeper,71,-26
New Zealand,Heather Ellison,Auckland City,goalkeeper,57,-75
Denmark,Tanya Warren,FC Copenhagen,goalkeeper,57,-37
Switzerland,Caroline Alexander,Luzern,defender,74,48
Saint Kitts and Nevis,Crystal Wood,Garden Hotspurs,midfielder,54,59
Korea (South),Ashley Ward,Ulsan Hyundai,forward,42,17
Kazakhstan,Benjamin Edwards,Astana,goalkeeper,69,-72
Timor-Leste,Nicholas Beasley,Pontak,defender,63,1
Mongolia,Tina Castillo,Khangui,forward,61,81
Belgium,Tammy Cobb,Club Brugge,goalkeeper,59,-59
Micronesia,Austin Ramos,Yap,defender,41,94
Portugal,Gregory Morales,Boavista,forward,60,17
Guinea,Benjamin Smith,Hafia,midfielder,50,6
Central African Republic,Timothy Owens,Sica Sport,midfielder,76,78
Paraguay,Katie Saunders,Olimpia,forward,81,39
Afghanistan,Heather Hernandez,Simorgh Alborz,defender,52,43
Philippines,Jeffery Jones,Ceres-Negros,midfielder,56,8
Micronesia,Samantha Tucker,Kosrae,midfielder,65,1
Venezuela,Sandra Peterson,Monagas,forward,55,60
Tajikistan,Charles Hunter,Khatlon,goalkeeper,63,-47
El Salvador,Dakota Warner,Aguila,defender,77,52
Oman,Rebecca Hernandez,Al Suwaiq,forward,84,55
Cape Verde,Samantha White,Fogo 1876,goalkeeper,65,-23
Maldives,Susan Martin,Maziya,defender,38,45
Malawi,Cody Moore,Nyasa Big Bullets,forward,55,80
Burkina Faso,Alexander Phelps,Etoile Filante,goalkeeper,60,-56
Algeria,Ashley Hernandez,JS Kabylie,midfielder,61,100
Switzerland,Victoria Baker,Servette,forward,59,39
Dominica,Matthew Warner,Harlem United,goalkeeper,65,-20
Fiji,Joseph Robles,Labasa FC,midfielder,69,58
Switzerland,Jessica Blake,St. Gallen,defender,62,112
Libya,Virginia Hoffman,Al Nasr,forward,65,96
Poland,Justin Thompson,Lech Poznan,midfielder,63,48
Solomon Islands,Jasmine Williams,Solomon Warriors,defender,60,87
Liechtenstein,Krista Brown,Vaduz,midfielder,60,23
Thailand,Danielle Wright,BG Pathum United,goalkeeper,55,-40
Gabon,Michael Chapman,US Bitam,defender,56,16
Bosnia and Herzegovina,Michaela Terry,Zeljeznicar,forward,76,43
Saint Lucia,Jeffery Hernandez,VSADC,midfielder,53,37
Bosnia and Herzegovina,Stephanie Young,Velez Mostar,goalkeeper,58,-19
Fiji,Rhonda Garcia,Lautoka FC,midfielder,37,31
South Sudan,Erika Clayton,Atlabara,midfielder,68,38
Fiji,William Park Jr.,Lautoka FC,defender,64,61
Dominican Republic,James Howell,Delfines del Este,midfielder,66,24
Slovakia,Danielle Parker,MSK Zilina,midfielder,53,47
Maldives,Neil Green,New Radiant,defender,50,63
Paraguay,Robert Harper PhD,Sportivo Luqueno,goalkeeper,55,-54
Kazakhstan,David Roach,Kairat,forward,84,58
Bhutan,Monica Mason,Thimphu City,forward,79,67
Australia,Heather Holder,Melbourne Victory,midfielder,79,41
South Africa,Lauren Vincent,AmaZulu,defender,60,40
Solomon Islands,Christina Miller,Henderson Eels,forward,66,62
Suriname,Veronica French,Leo Victor,forward,63,61
Angola,Adam Ryan,Kabuscorp,midfielder,61,52
Japan,Brandy Barber DVM,Nagoya Grampus,forward,58,31
Colombia,Travis Reed,America de Cali,defender,56,59
Benin,Michael Mosley,AS Cotonou,midfielder,82,85
Mauritania,April Williamson,ASAC Concorde,forward,66,32
Niger,Samantha Vasquez,USGN,defender,60,131
Israel,Kevin Macias,Maccabi Tel Aviv,midfielder,72,73
Gambia,Melissa Anderson,Gamtel FC,defender,47,37
Uruguay,Wendy Powell,River Plate Montevideo,midfielder,66,105
Malta,Emma Brady,Hibernians,defender,41,54
New Zealand,Robert Scott,Canterbury United,goalkeeper,45,-34
Nepal,Bob Rivera,Machhindra,defender,85,61
Nepal,Shannon Crosby,Jawalakhel,goalkeeper,57,-72
Liberia,Ashlee Parker,Mighty Blue Angels,forward,45,34
Zimbabwe,Samuel Jones,CAPS United,defender,52,5
Eritrea,Joel Alvarez,Hamasien,defender,85,1
Tuvalu,Christine Hull,Ha'apai,goalkeeper,66,-16
Colombia,Katelyn Tucker,Junior,midfielder,54,61
Israel,Cindy Ewing,Maccabi Netanya,midfielder,59,49
Central African Republic,Heather Hubbard,Olympic Real,forward,44,82
Kazakhstan,Elijah Bass,Tobol,forward,50,13
Bulgaria,Michael Gonzalez,Ludogorets,midfielder,62,57
Canada,Nicholas Ibarra,Pacific FC,goalkeeper,59,-107
Palau,Brian Macias,Bulk Patrol,defender,61,37
Seychelles,John Molina,Foresters,forward,60,72
Turkmenistan,Karen Morris,Kopetdag,forward,65,107
Norway,Gina Alvarez,Lillestrom,forward,65,52
Tonga,Patrick Moore,Tupou College,midfielder,57,62
Sierra Leone,Benjamin King,Ports Authority,forward,44,46
Liberia,Wanda Perez,Barrack Young Controllers,forward,49,37
Bulgaria,Laura Hill,CSKA Sofia,defender,57,67
Korea (South),Cody Patterson,Suwon Bluewings,midfielder,49,36
Jordan,Adam Coleman,Al Ramtha,defender,60,56
North Macedonia,Kirk Wells,Sileks,defender,64,36
Gabon,Jordan Oneal,Missile FC,goalkeeper,62,-44
New Zealand,Beth Sullivan,Hamilton Wanderers,defender,59,17
Tuvalu,Rebecca Yoder,Ha'apai,forward,57,27
Latvia,Patricia Evans,Liepaja,forward,54,55
Seychelles,Kimberly Ross,La Passe,defender,75,63
Pakistan,Austin Wilson,Sui Southern Gas,forward,55,47
Netherlands,Mary Hale,Ajax,midfielder,46,70
Slovenia,Emily Bentley,Domzale,defender,43,16
Cameroon,Christopher Rosario,Stade Renard,forward,50,45
Somalia,Laura Sanchez,Horseed,forward,63,34
Mali,Peggy Rangel,Djoliba,midfielder,37,58
France,James Kemp,Paris Saint-Germain,midfielder,61,55
Zambia,Norma Perez,Power Dynamos,defender,69,61
Senegal,Mary Henry,Generation Foot,goalkeeper,60,-21
Ethiopia,Adam Ross,Ethiopian Coffee,midfielder,56,63
Moldova,Jennifer Haynes,Petrocub,forward,59,38
Uganda,Amanda Watson,Express,forward,67,50
Comoros,Tamara Luna,US Zilimadjou,midfielder,67,67
Guinea,Judith Morgan,Hafia,midfielder,66,65
Syria,Derek Potts,Al Futowa,midfielder,60,1
Indonesia,Susan Wilson,Persib Bandung,midfielder,55,24
Luxembourg,Nicholas Reed,Jeunesse Esch,midfielder,67,47
Philippines,Dr. Carlos Johnson,Stallion Laguna,midfielder,41,103
Panama,Sydney Garcia,Alianza,goalkeeper,66,-85
Chile,Jeremy Ross,Union Espanola,defender,31,24
Kiribati,Ryan Myers,Betio,defender,59,22
Angola,Kelly Roberts,Interclube,midfielder,74,80
Austria,Suzanne Anderson,Wolfsberger,midfielder,73,48
Canada,William Harris,Forge FC,midfielder,70,57
Argentina,John Lara,Racing Club,goalkeeper,52,-89
Malaysia,Shannon Gutierrez,Sabah,defender,45,14
Saint Kitts and Nevis,William Goodwin,SPD United,midfielder,46,85
Russia,Matthew Johnston,Rostov,defender,75,36
Kyrgyzstan,Jesus Smith,Abdysh-Ata,midfielder,89,1
Dominican Republic,Joseph Leblanc,Moca FC,forward,47,43
Germany,Mrs. Joanna Conner,RB Leipzig,goalkeeper,47,-88
Maldives,Yvonne Thomas,TC Sports,forward,82,65
Switzerland,Garrett Hicks,St. Gallen,goalkeeper,60,-38
Cape Verde,James Bowers,Batuque FC,goalkeeper,58,-80
Dominica,John Moore,Harlem United,goalkeeper,44,-70
Uzbekistan,Sheila Diaz,Lokomotiv Tashkent,defender,71,80
Senegal,Connie Dominguez,Casa Sport,forward,64,68
Congo,Caitlin Wilkerson,Diables Noirs,goalkeeper,63,-54
Qatar,Andre Thompson,Qatar SC,forward,58,50
Uzbekistan,Suzanne Clayton,Pakhtakor,goalkeeper,70,-49
South Sudan,Jeffrey Pearson,Al Merreikh Juba,defender,63,48
Portugal,Richard Smith,Sporting CP,defender,67,53
Austria,Brenda Smith,Sturm Graz,forward,57,77
Colombia,Bridget Jackson,America de Cali,forward,63,43
Guyana,Brian Rose,Victoria Kings,forward,57,88
Togo,Kevin Ramsey,Dynamic Togolais,forward,46,39
Paraguay,Dana Thomas,Cerro Porteno,goalkeeper,68,-30
Bahamas,Kathryn Lawson,United FC,goalkeeper,66,-16
Bolivia,James Harris,Bolivar,forward,51,83
Suriname,Eugene Crosby,Walking Boyz Company,midfielder,52,38
Marshall Islands,Brittany Gonzalez,Laura FC,goalkeeper,64,-27
Montenegro,Janice Browning,Decic,midfielder,54,16
Iraq,Gina Allen,Al Shorta,midfielder,73,32
Belgium,Gregory Fritz,Genk,forward,60,108
Samoa,Samuel Pittman,Kiwi FC,forward,63,8
Korea (North),Glenda Rodriguez,Pyongyang City,defender,64,41
Israel,Anna Christensen,Hapoel Be'er Sheva,midfielder,89,50
Bulgaria,Donna Hanson,Levski Sofia,defender,61,33
Mongolia,Alicia Lowe,Deren,midfielder,63,25
Romania,Bryan Harding,Farul Constanta,midfielder,66,17
Liberia,Stephen Ross,LISCR,defender,60,13
Tanzania,Mr. Cristian Wright,Biashara United,goalkeeper,66,-59
Micronesia,Kenneth Ferguson,Pohnpei,midfielder,45,21
Rwanda,Stacy Bryant,Mukura,midfielder,47,54
Guyana,Thomas Weaver,Slingerz FC,midfielder,68,88
Lithuania,Mrs. Julie Romero,Dziugas,midfielder,40,69
Solomon Islands,Julie Frost,Henderson Eels,midfielder,67,90
Poland,Dr. Jerry Watson PhD,Lechia Gdansk,defender,65,41
Seychelles,Jimmy Chapman,St Michel United,goalkeeper,74,-29
Guinea-Bissau,Mr. Ryan Mcdowell,FC Cantchungo,goalkeeper,60,-33
India,Jamie Hunter,Hyderabad FC,defender,80,38
Seychelles,David Smith,Light Stars,defender,48,82
Seychelles,Connie Swanson,St Louis Suns United,forward,33,51
Philippines,Janice Kline,Stallion Laguna,defender,55,8
Bangladesh,David Lowery,Abahani Dhaka,forward,76,68
Kazakhstan,Tina Rivera,Shakhter Karagandy,forward,59,69
Sao Tome and Principe,Johnny Key,Sporting Praia Cruz,defender,58,49
Luxembourg,Dr. Corey Snyder Jr.,Progres Niederkorn,goalkeeper,77,-26
Latvia,Jennifer Meyers,Metta,forward,44,56
Kuwait,Timothy Knight,Al Kuwait,defender,66,49
Laos,Gerald Petty,Young Elephants,defender,60,34
Monaco,Robin Coleman,Fontvieille,forward,52,1
Turkey,Andrew Pace,Fenerbahce,goalkeeper,53,-29
Guatemala,Brian Taylor,Municipal,forward,62,51
Ethiopia,Sonia Galloway,Ethiopian Coffee,midfielder,61,50
Bolivia,John Smith,Oriente Petrolero,midfielder,44,9
Montenegro,George Marsh,Zeta,defender,29,18
Costa Rica,Donna Caldwell,Perez Zeledon,goalkeeper,47,-67
Andorra,Elizabeth Williams,Penya Encarnada,defender,69,62
Guyana,Douglas Wu,Slingerz FC,forward,68,46
Mozambique,Stephanie Franklin,Ferroviario Beira,goalkeeper,59,-35
Zambia,Michelle Patterson,Zesco United,goalkeeper,57,-43
Bahrain,Mark Martin,Al-Riffa,defender,73,69
Haiti,Tyler Smith,Baltimore SC,defender,44,46
Haiti,Jennifer Brady,Arcahaie,defender,87,27
Comoros,Nicole Fischer,Ajax de Hahaya,goalkeeper,56,-11
Barbados,James Wilson,Ellerton FC,goalkeeper,49,-1
Georgia,Crystal Higgins,Dinamo Tbilisi,defender,52,20
Italy,Jade Baxter,Fiorentina,forward,60,19
Vanuatu,Kyle Parsons,Shepherds United,forward,40,87
Iran,Jake Suarez,Persepolis,forward,67,59
Belarus,Sarah Calhoun,Slutsk,midfielder,49,51
Lesotho,Mark Rhodes,LDF,defender,74,47
Turkey,David Blanchard,Besiktas,goalkeeper,50,-1
Malaysia,Chad Thompson,Sabah,goalkeeper,82,-37
Argentina,Walter Wagner,Boca Juniors,defender,49,66
Somalia,Sherry Watkins,Banadir,goalkeeper,71,-53
Greece,Kendra Snyder,Panetolikos,defender,73,45
Switzerland,Jessica Miller,Luzern,goalkeeper,56,-62
Georgia,Jared Herring,Dila Gori,defender,71,43
Peru,Christopher Perez,Sporting Cristal,defender,54,85
Argentina,Robert Clay,Estudiantes,goalkeeper,66,-31
Israel,Ryan White,Maccabi Tel Aviv,midfielder,59,1
Palau,Amy Elliott,Bulk Patrol,goalkeeper,51,-15
Chad,Janet Roy,Gazelle FC,goalkeeper,64,-43
Madagascar,Brandon Robinson,CNaPS Sport,forward,71,67
Portugal,Holly Rose,Benfica,goalkeeper,59,-5
Cape Verde,Emily Fernandez,Vitoria FC,midfielder,47,22
Malta,Stacy Thompson,Valletta,midfielder,79,23
Mauritania,Mark Turner,Gendrim,defender,54,69
Ireland,Steven Shaw,Shelbourne,goalkeeper,71,-25
Zimbabwe,Kayla Wells,Chicken Inn,midfielder,54,62
Sweden,Crystal Clark,Djurgarden,forward,56,72
Guyana,John Estrada,Slingerz FC,midfielder,53,56
Slovenia,Willie Bailey,Koper,midfielder,76,58
North Macedonia,Jill Jones,Vardar,goalkeeper,56,-64
Vietnam,Richard Mayo,Song Lam Nghe An,forward,44,66
Niger,Elizabeth Garcia,AS GNN,goalkeeper,75,-48
Turkmenistan,Megan Patel,Shagadam,goalkeeper,62,-66
Mauritius,Mary Rosales,Petite Riviere Noire,goalkeeper,70,-61
Guinea-Bissau,Julie Miles,FC Cantchungo,forward,46,1
Micronesia,Jonathan Lee,Yap,defender,63,46
Liberia,Jason Velez,LISCR,defender,34,58
Oman,William Jordan,Al Nahda,midfielder,54,6
Iceland,Samantha West,Valur,goalkeeper,67,-61
Tuvalu,Amber Reid,Funafuti,midfielder,65,1
Burundi,Michael Lee,Musongati FC,defender,58,29
Madagascar,Timothy Short,ASJ Analamanga,goalkeeper,48,-56
Botswana,Justin Craig,Extension Gunners,forward,48,28
Bahrain,Anna Cohen,Al-Najma,forward,72,49
Honduras,Matthew Perez,Victoria,goalkeeper,61,-66
Cameroon,Stephanie Porter,Union Douala,defender,54,28
Uzbekistan,Tina Bowen,Navbahor,goalkeeper,71,-33
Laos,Robin Johnson,Young Elephants,goalkeeper,55,-74
Liechtenstein,Lisa Willis,Vaduz,forward,43,34
Nepal,Kimberly Shaffer,Machhindra,defender,62,67
Serbia,Kelly Evans,Spartak Subotica,forward,78,93
Timor-Leste,Adam Adams,Pontak,goalkeeper,64,-66
Suriname,Anthony Zuniga DVM,Walking Boyz Company,goalkeeper,60,-42
Bahamas,Heather Smith,Cavalier FC,forward,48,42
Lesotho,David Robbins,Linare,midfielder,54,50
Lebanon,Trevor Foster,Shabab Sahel,midfielder,49,64
Oman,James Williams,Dhofar,midfielder,60,43
Burkina Faso,Jerry Mendoza,Etoile Filante,defender,79,47
Morocco,Marisa Barnett,Hassania Agadir,goalkeeper,62,-28
Costa Rica,Richard Bryant,Cartagines,forward,53,62
Bahamas,Mikayla Chapman,Cavalier FC,forward,42,40
Grenada,Susan Pacheco,Hurricane FC,forward,72,72
Sierra Leone,David Edwards,Mighty Blackpool,forward,48,18
Lesotho,Erica Barnes,LCS,goalkeeper,86,-39
Tonga,Kristina Moore,Kolofo'ou,defender,67,94
Seychelles,Joseph Thomas,Northern Dynamo,forward,60,44
Cyprus,Catherine Mack,Anorthosis,goalkeeper,83,-14
Comoros,Latoya Andrade,Coin Nord,defender,48,14
Botswana,Wendy Moon,Extension Gunners,defender,50,89
Malaysia,Stephanie Arnold,Penang,midfielder,69,48
Spain,Cassandra Wolfe,Atletico Madrid,defender,60,14
Bahamas,Eileen Mann,Baha Juniors,goalkeeper,40,-37
Iraq,Jennifer Pierce,Al Minaa,goalkeeper,65,-50
Monaco,Kenneth Johnson,La Condamine,forward,61,77
Burkina Faso,Carlos Maxwell,Rahimo FC,goalkeeper,68,-13
Serbia,David Soto,Spartak Subotica,goalkeeper,56,-14
Azerbaijan,Joseph Sanford,Neftchi Baku,forward,51,76
Austria,Heather Cox,LASK,goalkeeper,38,-5
Equatorial Guinea,Robert Soto,Deportivo Unidad,midfielder,82,25
Jordan,Erin Sexton,Al Salt,midfielder,74,55
Djibouti,Sheena Rojas,AS Port,defender,59,88
Netherlands,Dr. Francisco Weaver,AZ Alkmaar,goalkeeper,44,-55
Lithuania,Jonathon Myers,Panevezys,defender,67,33
Grenada,Alyssa Washington,Chantimelle FC,goalkeeper,63,-66
Bulgaria,Alexander Booth,Lokomotiv Plovdiv,forward,89,84
South Africa,Jessica Franklin,Cape Town City,defender,65,39
Japan,Chelsey Zavala,Yokohama F. Marinos,goalkeeper,59,-29
Papua New Guinea,William Watson,Star Mountain,forward,63,29
Greece,Chad Jones,Panathinaikos,midfielder,62,10
Niger,Lori Hooper,Douanes,defender,65,68
Guinea-Bissau,Melissa Martinez,Os Balantas,defender,34,83
Marshall Islands,Terry Walters,Majuro FC,midfielder,78,44
Togo,Sarah Allen,Sara Sport,forward,65,15
Chile,David Payne,Universidad de Chile,midfielder,56,74
Chad,Mary Murphy,Tourbillon FC,forward,46,58
Cyprus,Savannah Clay,Apollon Limassol,goalkeeper,61,-81
Panama,Alan Johnson,Tauro,midfielder,61,86
Bulgaria,Eric Cohen,Cherno More,forward,54,51
Panama,Katrina Bonilla,San Francisco,midfielder,53,56
Sao Tome and Principe,Donna Chavez,Trindade,defender,52,70
