Country,Name,Club,Position,Games,Goals
Portugal,Catherine Pittman,Sporting CP,goalkeeper,47,-37
Ukraine,Veronica Sherman,Zorya Luhansk,midfielder,71,67
Sri Lanka,Mrs. Cathy Kemp MD,Colombo FC,goalkeeper,48,-87
United Arab Emirates,Amanda Brennan,Al Jazira,forward,64,44
Seychelles,Tonya Mills,Light Stars,midfielder,61,64
Yemen,Linda Orozco,Al Saqr,forward,65,31
Cambodia,Mark Gibson,Nagaworld,forward,48,92
Barbados,Michelle Andrews,Paradise SC,midfielder,59,102
Solomon Islands,Victoria Anderson,Laugu United,goalkeeper,57,-23
Ireland,David Cooper,Bohemians,goalkeeper,61,-93
Jordan,Stacie Garcia,Al Hussein,defender,58,18
Togo,Walter Marquez,Maranatha,defender,40,33
Cambodia,Angela Franklin,Soltilo Angkor,forward,48,36
Gambia,Cheryl Horne,Hawks,midfielder,58,52
Papua New Guinea,Patrick Lopez,Hekari United,goalkeeper,55,-57
Guinea-Bissau,Thomas Cordova,Os Balantas,midfielder,64,60
Peru,Erik Richardson,UTC Cajamarca,forward,56,45
Thailand,Matthew Alexander,Nakhon Ratchasima,forward,59,46
Belarus,Tiffany Palmer DDS,Torpedo Zhodino,midfielder,60,61
Dominican Republic,Makayla Holder,Delfines del Este,forward,53,47
Guinea,Melinda Hernandez,CI Kamsar,goalkeeper,61,-56
Solomon Islands,Melanie Lamb,Henderson Eels,defender,65,46
Zimbabwe,Christina Hancock,Chicken Inn,defender,59,95
Luxembourg,Chelsea Leach,F91 Dudelange,goalkeeper,57,-115
United Kingdom,Kevin Ramsey,Arsenal,goalkeeper,52,-44
Uzbekistan,Michael Garcia,AGMK,midfielder,41,36
Australia,Ashley Hester,Perth Glory,goalkeeper,78,-66
North Macedonia,Vanessa Rodriguez,Vardar,goalkeeper,81,-57
Namibia,Ricardo Taylor,Young African,midfielder,57,38
Slovakia,Brandon Snyder PhD,Spartak Trnava,midfielder,55,66
United Kingdom,Travis Burns,Liverpool,forward,61,55
Romania,Briana Hansen,FCSB,midfielder,54,54
Costa Rica,Steven Espinoza,Deportivo Saprissa,forward,79,63
Kenya,Christopher Garcia,Kariobangi Sharks,defender,69,69
Timor-Leste,Vanessa Butler,FC Lalenok United,midfielder,57,37
Madagascar,Donald Gutierrez,DSA Antananarivo,goalkeeper,52,-101
Micronesia,Bobby Rodriguez,Yap,defender,61,28
Zambia,Roger Johnson,Nkana,goalkeeper,59,-35
Haiti,Summer Hale,Don Bosco,forward,64,59
Italy,Jo Elliott,Roma,forward,77,45
Romania,Kevin Salas,CFR Cluj,defender,64,85
Sierra Leone,Joseph Nash,Kallon,forward,81,58
Guyana,Maria Moore,Buxton United,goalkeeper,65,-58
Equatorial Guinea,Richard Gibson,Leones Vegetarianos,goalkeeper,60,-8
Sweden,Kenneth Cooper,Malmo FF,forward,62,43
Rwanda,James Shaw,Rayon Sports,midfielder,39,55
Bahamas,Angela Merritt,Baha Juniors,forward,66,32
Malta,Jonathan King,Hibernians,midfielder,76,75
Brunei,Patrick Wright,Indera SC,forward,60,55
Liberia,William Johns,Nimba United,defender,58,44
Kazakhstan,Lisa Sutton,Tobol,defender,55,81
Palau,Leah George,Kramers FC,defender,55,1
Madagascar,Julie Tran,Tia Kitra,midfielder,75,48
Austria,Joseph Hill,Rapid Wien,midfielder,53,64
Chile,Terry Cooley,Universidad Catolica,midfielder,51,47
Zambia,Kayla Day,Red Arrows,midfielder,73,47
Ethiopia,Cynthia Lewis,Wolaitta Dicha,midfielder,55,58
Malaysia,John Garcia,Terengganu,forward,56,37
Mongolia,Antonio Li,Khoromkhon,defender,45,40
North Macedonia,Alyssa Sparks,Vardar,forward,60,41
Uruguay,Kenneth Luna MD,Defensor Sporting,forward,64,94
Mali,Heather Singh,COB,defender,68,46
Belize,Mary Collins,Bandits Sport,goalkeeper,45,-62
Bhutan,Brian Bennett,Druk United,defender,57,9
Guinea,Patricia Jones,CI Kamsar,goalkeeper,64,-61
Comoros,Jon Paul,US Zilimadjou,midfielder,57,50
Colombia,Tracy Thompson,Atletico Nacional,midfielder,62,35
Tanzania,Deanna Hoover DDS,Young Africans,midfielder,51,56
United Arab Emirates,Sergio Quinn,Baniyas,defender,70,26
Hungary,Gary Johnson,Ujpest,defender,47,30
Honduras,Keith Ochoa,Marathon,forward,51,64
Australia,Sarah Green,Brisbane Roar,goalkeeper,36,-38
Azerbaijan,Melissa Foster,Kapaz,forward,56,93
Comoros,Anthony Walker,Etoile d'Or,forward,55,65
Eswatini,Kevin Bolton,Manzini Wanderers,defender,69,11
Brunei,Thomas Campbell,DPMM FC,forward,65,41
El Salvador,Nicholas Hall,Jocoro,forward,60,37
Canada,Katelyn Ferrell,Forge FC,defender,66,96
Somalia,Johnny Mckee,Banaadir Telecom,midfielder,70,50
Kuwait,Ann Clark,Al Qadsia,midfielder,51,92
San Marino,Thomas Gilmore,Murata,forward,61,13
Uruguay,Nicole Patrick,Danubio,goalkeeper,43,-74
San Marino,Andrea Cooper,Murata,midfielder,71,62
Equatorial Guinea,Doris Potter,Sony de Ela Nguema,forward,58,1
Palau,Patrick Gomez,Bulk Patrol,defender,70,27
Georgia,Keith Massey,Dinamo Tbilisi,defender,71,3
Estonia,Gabriel Morales,Flora Tallinn,goalkeeper,63,-82
Poland,Richard Johnson,Wisla Krakow,defender,48,40
Afghanistan,Austin Johnson,De Spinghar Bazan,midfielder,35,25
Tunisia,Nicole Mccoy,Etoile du Sahel,forward,70,64
Angola,Ronald Logan,Academica do Lobito,defender,57,75
Iran,Amber Ward,Tractor,forward,40,96
Australia,David Carr,Sydney FC,forward,58,64
Marshall Islands,Amanda Hernandez,Kwajalein FC,defender,57,54
Zimbabwe,Anthony Adams,Manica Diamonds,forward,67,61
Andorra,Tyler Ray,FC Ordino,defender,75,1
Chad,Douglas Tapia,Renaissance,midfielder,49,47
Bahrain,Carlos Mosley II,Manama Club,defender,78,58
Kuwait,Tara Nelson,Kazma,forward,47,23
Bahamas,Michael Morrison,Western Warriors,midfielder,43,41
Burundi,Andrew Moore,Musongati FC,goalkeeper,46,-37
Grenada,Sheri Haynes,Queens Park Rangers,defender,63,42
Jamaica,Emily Morgan,Mount Pleasant,goalkeeper,53,-54
Israel,Jessica Valencia,Hapoel Tel Aviv,midfielder,50,40
Lesotho,Bradley Hodges,Matlama,forward,67,63
Marshall Islands,Tyler Le,Arno FC,midfielder,49,3
Mongolia,Andrew Mitchell,Ulaanbaatar,defender,64,68
Colombia,Stephen Williams,Millonarios,midfielder,40,64
Kuwait,Deborah Graham,Al Kuwait,defender,73,17
Saint Vincent and the Grenadines,John Tran,Sion Hill,midfielder,58,5
Costa Rica,Julie Myers,Perez Zeledon,defender,54,7
Kiribati,Ronald Cameron,Betio,defender,60,1
France,Melissa Vega,Rennes,goalkeeper,61,-54
Australia,Miranda Russell,Melbourne City,defender,83,28
El Salvador,Ashley Allen,Aguila,midfielder,52,64
Ghana,Stacy Blair,Hearts of Oak,forward,68,57
Paraguay,Denise Miller,Nacional,forward,56,38
Uganda,Michael Davis,BUL,forward,73,69
Kenya,James Pope,Sofapaka,midfielder,81,74
Benin,Paul Foster,Dynamo Abomey,midfielder,80,53
Georgia,Elizabeth Brown,Telavi,defender,57,35
Spain,Calvin Jones,Valencia,defender,49,40
Botswana,Derek Lewis,Security Systems,goalkeeper,72,-88
Kiribati,Grace Wilson,Kuria,midfielder,66,27
Costa Rica,Michael Berry,Perez Zeledon,midfielder,61,43
Mongolia,Kimberly Torres,Athletic 220,forward,64,68
Haiti,Melissa Chavez,Arcahaie,defender,45,24
Tunisia,Steven Scott,Stade Tunisien,defender,55,85
Kyrgyzstan,William Randall,Alga Bishkek,midfielder,65,39
Yemen,Taylor Green,Al Tilal,defender,39,61
Vanuatu,Danny Walsh,Mauwia,defender,57,59
Moldova,Amber Nelson,Petrocub,goalkeeper,60,-61
Togo,Marco Brennan,Sara Sport,forward,56,46
Niger,Benjamin Whitney,USGN,forward,73,21
Thailand,James Pena,Port,defender,63,1
Iran,Lucas Barnes,Sepahan,defender,56,99
Lebanon,Melissa Vasquez,Safa,goalkeeper,59,-27
Slovenia,Kathy Rodriguez,Koper,forward,72,41
Spain,Mary Allen,Real Madrid,forward,63,58
Comoros,Richard Bridges,Ajax de Hahaya,midfielder,55,1
Liberia,Austin Jones,Mighty Blue Angels,midfielder,60,57
Luxembourg,Robin Bartlett,F91 Dudelange,defender,56,29
Guyana,Rebecca Foster,GDF,forward,76,64
Sierra Leone,Seth Hancock,Mighty Blackpool,defender,66,29
Senegal,Scott Sanchez,Teungueth,forward,40,62
Eswatini,Lisa Love,Green Mamba,forward,60,47
Kazakhstan,Jennifer Martinez,Kyzylzhar,goalkeeper,56,-91
Palau,James Freeman,Lyon FC,defender,30,52
Malaysia,Keith Chapman,Kedah,defender,60,23
Botswana,David Valencia,Extension Gunners,defender,53,35
Montenegro,Joanna Schmidt,Mornar,forward,78,35
Angola,Angela Morton,Interclube,defender,55,29
Cameroon,Matthew Herrera Jr.,Stade Renard,midfielder,64,101
Andorra,Craig Jacobs,FC Ordino,goalkeeper,82,-47
Argentina,Tyler Wagner,Racing Club,defender,50,1
Saint Kitts and Nevis,Logan Hamilton,SPD United,forward,58,45
Russia,Kara Perez,Zenit,forward,69,65
Nauru,Amy Barron,Nauru FC,defender,50,70
Indonesia,Donald Torres,Bali United,goalkeeper,74,-42
Mongolia,Nicole Watson,Deren,goalkeeper,64,-58
Slovenia,Nathaniel Cox,Domzale,goalkeeper,59,-21
Serbia,Jonathan Watson,Red Star Belgrade,goalkeeper,73,-17
Liberia,Christopher Patterson,Mighty Blue Angels,forward,60,43
Equatorial Guinea,Nicole Holloway,Estrella Roja,forward,45,87
Turkmenistan,Gerald Woods,Merv,goalkeeper,62,-1
Kenya,Jasmine Park,Bandari,forward,67,63
Korea (South),Danny Jackson,Ulsan Hyundai,goalkeeper,84,-69
Sri Lanka,Shannon West,Defenders,forward,36,30
Papua New Guinea,Ashlee Marquez,Hekari United,goalkeeper,54,-39
Austria,Traci Cooper,LASK,midfielder,68,43
Israel,Caleb Paul,Hapoel Tel Aviv,forward,52,13
South Africa,Brian Barrett,Kaizer Chiefs,goalkeeper,64,-79
Mauritania,Marcus Carter,ASAC Concorde,midfielder,61,96
Japan,Holly Murray,Kawasaki Frontale,midfielder,59,72
Qatar,Michelle Gordon,Al Wakrah,midfielder,59,73
Indonesia,Matthew White,Persib Bandung,midfielder,45,78
Guinea-Bissau,Susan Harper,Sporting Bissau,midfielder,45,30
Brazil,Gary Elliott,Flamengo,midfielder,61,27
Barbados,Ms. Kelly Wilson,UWI Blackbirds,midfielder,56,11
Kuwait,Gwendolyn Rodriguez,Al Jahra,defender,59,63
Papua New Guinea,Karen Harrington,Madang,forward,69,39
United Kingdom,Julie Cox,Chelsea,midfielder,52,93
Tonga,Ashley Guzman,Veitongo,defender,68,17
Chile,Gina Kelly,Universidad de Chile,midfielder,44,85
Tajikistan,John Gonzalez,Fayzkand,forward,47,52
France,Eric Webb,Rennes,forward,43,43
Korea (South),Timothy Williams,Suwon Bluewings,defender,39,68
Comoros,Charles Collins,Ajax de Hahaya,midfielder,59,56
Bulgaria,Glenn White,Lokomotiv Plovdiv,defender,52,31
Haiti,Christine Martin,Don Bosco,midfielder,55,75
Estonia,Michael Hicks,Tammeka Tartu,defender,71,9
Yemen,Brandon Richardson,Al Yarmuk Al Rawda,midfielder,69,73
Papua New Guinea,James Cisneros,Gulf Komara,forward,69,30
Croatia,Joyce Curtis,Osijek,midfielder,61,52
Netherlands,Ann Haney,AZ Alkmaar,midfielder,48,97
Samoa,Allen Wilson,Vaipuna,midfielder,62,55
Madagascar,Lisa Newton,Ajesaia,midfielder,62,10
South Africa,James Thompson,Orlando Pirates,forward,71,51
Central African Republic,Cheryl Lopez,Tempete Mocaf,forward,54,57
Sri Lanka,Monica Richardson,Ratnam,defender,46,1
Iceland,Benjamin Welch,Breidablik,forward,45,45
Liechtenstein,Jill Kelly,Triesenberg,defender,61,37
Montenegro,John Sanders,Buducnost,forward,67,82
Venezuela,Maria Reed,Deportivo Tachira,goalkeeper,56,-1
Belarus,Sandra Mcintosh DVM,Slutsk,goalkeeper,56,-61
Guinea,Chelsea Morrow,Horoya,defender,68,46
Guatemala,Lance Gonzales,Guastatoya,defender,56,19
Czech Republic,Debra Krueger,Jablonec,goalkeeper,65,-47
Madagascar,Christina Alvarado,CNaPS Sport,midfielder,56,12
Bhutan,Larry Reed,Thimphu City,goalkeeper,74,-50
Mongolia,Jean Weaver,Khoromkhon,midfielder,62,1
El Salvador,Robert Neal,Aguila,defender,63,54
Mauritania,Casey Lara,ASAC Concorde,forward,66,79
Micronesia,Adam Martinez,Chuuk,midfielder,70,62
Papua New Guinea,Joshua Johnson,Toti City,goalkeeper,68,-70
Hungary,Elizabeth Hudson,Debrecen,forward,50,25
Central African Republic,Leah Woods,Olympic Real,goalkeeper,58,-35
Rwanda,Joshua Jensen,Bugesera,goalkeeper,53,-41
Fiji,Connie Ray,Rewa FC,defender,72,37
Tajikistan,James Price,Khujand,goalkeeper,63,-21
Eswatini,Hayley Marshall,Mbabane Swallows,midfielder,67,68
Peru,Mary Duncan,Universitario,midfielder,64,31
Estonia,Joseph Nguyen,Paide Linnameeskond,goalkeeper,56,-46
Mexico,Emily Collins,Guadalajara,defender,39,56
Switzerland,Dawn Cortez,Basel,forward,64,57
India,John Gordon DDS,Jamshedpur FC,forward,60,62
Suriname,Melvin Johnson,Transvaal,defender,52,40
Venezuela,Michael Ruiz,Deportivo Tachira,goalkeeper,69,-86
Australia,Ryan Lindsey,Sydney FC,midfielder,52,82
Hungary,Steven Morton,Puskas Akademia,forward,66,71
Sao Tome and Principe,Amanda Silva,Santana,forward,72,85
India,Nicole Cervantes,Mumbai City,midfielder,56,62
Ireland,Barbara Allen,Sligo Rovers,defender,74,80
Thailand,William Lewis,Nakhon Ratchasima,goalkeeper,60,-72
Indonesia,Stephanie Terry,Persebaya Surabaya,defender,68,42
Thailand,Scott Williams,Port,defender,54,47
Saint Vincent and the Grenadines,Shannon Wright,Camdonia Chelsea,goalkeeper,40,-64
Belgium,Scott Fuentes,Gent,forward,65,55
Nauru,David Williamson,Meneng,goalkeeper,71,-24
Somalia,Brian Mathews,Jazeera,midfielder,38,64
Cyprus,Jason Crawford,Apollon Limassol,goalkeeper,67,-1
Malaysia,Wendy Smith,Sabah,goalkeeper,44,-74
Croatia,Judy Griffin,Lokomotiva,forward,65,42
Moldova,Richard Stevenson,Dacia-Buiucani,goalkeeper,66,-30
Niger,Sherry Powell,ASFAN,goalkeeper,57,-33
Marshall Islands,Jeanette Rios,Majuro FC,midfielder,73,76
Paraguay,Cindy Moss,Guarani,goalkeeper,57,-26
Tajikistan,Bianca Johnson,Istiklol,goalkeeper,54,-83
Lesotho,John Brown,LDF,midfielder,52,46
Cambodia,Jessica Jimenez,Kirivong Sok Sen Chey,forward,55,52
Madagascar,Stephanie Carlson,DSA Antananarivo,defender,45,28
Israel,Lisa King,Maccabi Netanya,forward,67,53
Slovenia,Marcus Francis,Gorica,goalkeeper,50,-74
Finland,Erica Mitchell,HJK Helsinki,midfielder,62,96
Nigeria,Nichole Brown,Shooting Stars,goalkeeper,47,-45
Mongolia,Cody Taylor,Deren,midfielder,70,43
Monaco,Anne Robinson,Monaco II,midfielder,87,51
Czech Republic,Sheryl Mclaughlin,Jablonec,midfielder,72,51
Syria,Whitney Wood,Al Wahda,midfielder,52,68
Poland,Jonathan Miller,Lech Poznan,forward,53,44
Solomon Islands,Joel Carter,Kossa,midfielder,51,50
Barbados,Victoria Thomas,Brittons Hill,forward,67,76
Jamaica,Joanne Kline,Mount Pleasant,defender,67,72
Zambia,Charles Lin,Napsa Stars,forward,72,42
Andorra,Travis Jones,Atletic Escaldes,forward,43,19
Thailand,Samuel Carlson,Chonburi,goalkeeper,53,-30
Uruguay,Brittany Kelly,Montevideo Wanderers,midfielder,48,65
Madagascar,Penny Vaughan,Tia Kitra,goalkeeper,60,-1
Botswana,Brooke Hill,Gaborone United,defender,49,63
Kazakhstan,Lori Khan,Kairat,midfielder,59,29
Dominican Republic,Rachel Shields MD,Barcelona Atletico,defender,65,49
Korea (South),Benjamin Rhodes,Daegu FC,defender,68,60
Syria,James Mcclure,Al Wahda,forward,58,96
Samoa,Rachel Conway,Lupe ole Soaga,defender,70,57
Colombia,David Evans,Atletico Nacional,goalkeeper,58,-48
Turkey,Stephanie Cisneros,Antalyaspor,midfielder,31,80
Mongolia,Andrea Gray,Ulaanbaatar,defender,60,53
Jamaica,Jaime Ward,Arnett Gardens,goalkeeper,74,-79
Korea (North),Ryan Gonzalez,Hwaebul,goalkeeper,72,-90
Egypt,Paula Baird,Ismaily,defender,51,6
Chile,Danny Lopez,Cobresal,midfielder,70,30
Armenia,Brandon Wheeler,Noah,defender,54,38
Togo,Kristina Vasquez,Sara Sport,goalkeeper,71,-87
Austria,Tara Thomas,Sturm Graz,defender,51,59
Burkina Faso,Kerry Elliott,Rahimo FC,forward,43,43
Eritrea,Cheryl Martinez,Adulis Club,goalkeeper,50,-47
Morocco,Charles Donovan,AS FAR,defender,66,13
Peru,Juan Ortega,Cienciano,midfielder,60,53
Micronesia,Nicholas Edwards,Chuuk,forward,42,17
Burundi,Taylor Knight,Vital'O,defender,48,78
Papua New Guinea,Thomas Bartlett,Morobe Wawens,defender,59,88
Serbia,Heather Harris,Spartak Subotica,defender,46,32
Egypt,Kevin Leonard,Zamalek,goalkeeper,55,-80
South Africa,Nicholas Powell MD,Mamelodi Sundowns,defender,60,43
Kuwait,Thomas Collins,Al Naser,midfielder,70,25
Israel,Erin Lee,Hapoel Tel Aviv,goalkeeper,46,-57
South Sudan,Angelica Williams,Al Merreikh Juba,goalkeeper,53,-46
Dominican Republic,Marco Garcia,Moca FC,forward,61,59
Bahamas,James Johnson,Nassau United,defender,54,17
Norway,Patrick Smith,Bodo/Glimt,midfielder,45,36
Guinea,Monica Figueroa MD,AS Kaloum,goalkeeper,50,-42
Luxembourg,Michael Dean,Fola Esch,defender,64,92
Lithuania,Manuel Manning,Kauno Zalgiris,defender,75,31
Maldives,Ronald Cook,Maziya,goalkeeper,74,-26
Montenegro,Julie Jones,Rudar,defender,77,27
Slovenia,Timothy Rose,Maribor,forward,40,62
Barbados,Toni Smith,Paradise SC,defender,54,82
Sri Lanka,Diane Turner,Defenders,defender,57,24
United States,Wesley Fowler,Portland Timbers,forward,38,43
Qatar,Rebecca Diaz,Al Arabi,defender,72,60
United Arab Emirates,Mrs. Becky Cooper DDS,Al Wahda,defender,61,20
Zambia,Samuel Macias,Lumwana Radiants,midfielder,44,34
Hungary,Adrian Maxwell,Kisvarda,midfielder,54,11
Lithuania,Dawn Miller,Panevezys,defender,53,82
Fiji,Lisa Garcia,Ba FC,forward,67,39
Iceland,Justin Fisher,Stjarnan,defender,72,73
Denmark,Ryan Clarke MD,Aarhus GF,defender,62,78
Mozambique,Sheri Nicholson,Ferroviario Maputo,midfielder,68,27
Palau,Jason Moore,Surangel Kings,midfielder,76,91
Ghana,Lucas Schaefer,Aduana Stars,midfielder,61,35
Haiti,Jeffrey Orr,Violette,forward,52,76
New Zealand,Kevin Moreno,Team Wellington,forward,86,63
Togo,Rachel Harrell,Dynamic Togolais,forward,65,79
Kenya,Scott Holt,Gor Mahia,midfielder,66,68
San Marino,Nicole Jordan,La Fiorita,defender,66,1
Ireland,Renee Hernandez,Sligo Rovers,forward,74,94
Portugal,Cynthia Mosley,Benfica,defender,63,49
Saint Vincent and the Grenadines,Thomas Estrada,Sion Hill,defender,55,41
Grenada,Katherine Moreno,Hard Rock FC,defender,57,48
Honduras,Bill Contreras,Olimpia,goalkeeper,78,-102
Mali,Jessica Walter,AS Bakaridjan,goalkeeper,47,-2
Nicaragua,Audrey Sanchez,Diriangen,midfielder,51,59
Latvia,Thomas King,Metta,defender,63,4
Poland,Paul Boyd,Piast Gliwice,forward,49,34
Portugal,Autumn Smith,Sporting CP,forward,58,26
South Africa,Jessica Wagner,AmaZulu,defender,55,13
Colombia,Robert Harris,America de Cali,goalkeeper,84,-18
Palau,Lisa Alvarez,Surangel Kings,defender,76,48
Belarus,Jimmy Williams,Slutsk,forward,44,33
Latvia,Molly Gordon,Liepaja,defender,65,86
Niger,Elizabeth Bird,ASFAN,defender,52,38
Eswatini,Megan Ingram,Manzini Wanderers,midfielder,64,50
Eritrea,Amy Koch,Asmara Brewery,defender,49,53
Ecuador,Daniel Patterson,Universidad Catolica,defender,59,31
China,Amber Clark,Shanghai Shenhua,goalkeeper,62,-84
Bangladesh,Samuel Jones,Abahani Dhaka,defender,45,12
Switzerland,Sandra Mcdonald,Lugano,defender,69,19
Portugal,Kari Watkins,Benfica,goalkeeper,58,-57
Vanuatu,Christopher Burton,Mauwia,forward,56,37
Ghana,Heather Walker,Great Olympics,defender,51,69
Switzerland,Mark Zimmerman,Lugano,forward,71,86
Portugal,David Rodriguez,Boavista,midfielder,56,16
Cuba,Jennifer Rivera,FC Santiago,defender,82,66
Peru,Gregory Douglas,Sporting Cristal,midfielder,75,51
Malawi,Colin Simpson,Karonga United,midfielder,52,18
Azerbaijan,Albert Stevens,Zira,defender,61,56
Korea (North),Lori Mendez,Pyongyang City,defender,35,61
Timor-Leste,Joshua Maldonado,Boavista Timor,goalkeeper,73,-41
Australia,Brandon Jordan,Perth Glory,goalkeeper,59,-57
Bosnia and Herzegovina,Jennifer Torres,Borac Banja Luka,defender,69,44
Angola,Charles Sexton,Primeiro de Agosto,midfielder,51,120
Marshall Islands,Patricia Mathis,Utrik FC,forward,64,15
Ethiopia,Joshua Suarez,Adama City,forward,69,5
Australia,William Smith,Perth Glory,defender,54,51
Germany,Brenda Gutierrez,Borussia Dortmund,defender,69,48
Turkmenistan,Karen Scott MD,Altyn Asyr,goalkeeper,61,-26
Belize,Rachael Smith,Wagiya FC,defender,56,40
Spain,Kirsten Harris,Real Madrid,defender,59,50
Togo,John Good,Gbikinti,defender,86,1
Tajikistan,Angel Sanchez,Istiklol,forward,52,28
Pakistan,Cynthia Payne,Pakistan Air Force,midfielder,45,25
Netherlands,Scott Robinson,Ajax,goalkeeper,59,-53
Iran,Donald Chase,Foolad,defender,65,79
Vietnam,Nancy Cruz,Hai Phong,defender,73,47
Turkey,Anita James,Fenerbahce,goalkeeper,65,-20
Belize,Kelsey Bailey,Placencia Assassins,midfielder,48,35
Cape Verde,Joshua Knox,CS Mindelense,forward,71,39
Finland,Emily Miller,Honka,defender,52,43
Thailand,Danielle Bennett,BG Pathum United,midfielder,71,89
Haiti,Ryan Young,Racing Club Haitien,goalkeeper,58,-43
Mexico,Elizabeth Smith,Pumas UNAM,defender,55,36
Sao Tome and Principe,James Hendricks,FC Neves,defender,64,74
Japan,Connie Heath,Kashima Antlers,midfielder,63,16
Yemen,Jonathan Jenkins,Al Yarmuk Al Rawda,midfielder,57,54
Russia,Terry Andrade,Dinamo Moscow,forward,64,55
Belgium,Courtney Lyons,Anderlecht,goalkeeper,53,-49
Germany,David Flores,Wolfsburg,midfielder,56,32
Guinea,Jim Lewis,Satellite FC,midfielder,38,83
Cyprus,Paige Ward,AEL Limassol,defender,59,30
Iran,Mario Schwartz,Sepahan,goalkeeper,60,-82
Spain,Jennifer Kane,Barcelona,goalkeeper,39,-18
Equatorial Guinea,Victoria Wilson,Canon Sportif,goalkeeper,41,-23
Brunei,Andrew Lindsey,Lun Bawang,midfielder,57,53
Lebanon,Glenn Guzman,Tripoli,forward,74,52
Kiribati,Michael Woods,Tarawa,goalkeeper,64,-58
Monaco,Elizabeth Larson,Jeunesse d'Antibes,goalkeeper,78,-30
Seychelles,Mrs. Barbara Holmes,La Passe,forward,65,50
Lithuania,Shelby Davis,Riteriai,midfielder,61,28
Slovakia,Todd Short DVM,Zemplin Michalovce,goalkeeper,64,-56
Colombia,Janet King,Santa Fe,defender,57,77
Malawi,Jose King,Silver Strikers,midfielder,79,48
Finland,Michael Perez,Ilves,goalkeeper,59,-64
Liberia,Rebecca Barnett,Watanga,defender,46,35
Panama,Gregory Turner,Alianza,defender,61,78
India,Marie Johnson,Hyderabad FC,goalkeeper,63,-60
Chad,Jeremy Schmidt,Renaissance,defender,46,7
Chad,Alexander Pearson,Tourbillon FC,goalkeeper,52,-46
Dominican Republic,Robert Long,Atletico Pantoja,forward,56,45
Mongolia,Kelly Nguyen,SP Falcons,forward,71,21
Marshall Islands,Stephanie Hayden,Jaluit FC,forward,60,53
Guatemala,Karen Smith,Malacateco,midfielder,54,75
Czech Republic,Stephen Jones,Slovan Liberec,midfielder,63,29
Ukraine,Derrick Holden,Zorya Luhansk,forward,81,52
Lithuania,Brian Moore,Riteriai,midfielder,68,18
Luxembourg,Justin Hood,Fola Esch,midfielder,55,1
Somalia,Jennifer Sutton,Midnimo,midfielder,53,75
Serbia,Wendy Long,Red Star Belgrade,midfielder,60,5
Comoros,Kayla Bowers,Coin Nord,midfielder,67,18
Venezuela,Robin Walker,Portuguesa,forward,54,1
Tanzania,Hunter Boyd,Biashara United,midfielder,52,33
Slovenia,Richard Escobar,Gorica,defender,70,91
Nigeria,Chelsey Lopez,Akwa United,midfielder,49,70
Ethiopia,Scott Brown,St. George,defender,69,93
Mongolia,Janice Jones,SP Falcons,midfielder,54,49
Romania,Ronald Huang,Sepsi,midfielder,50,31
Portugal,Sean Woods,Boavista,forward,54,1
Cambodia,Joseph Moran,ISI Dangkor Senchey,defender,63,13
Lithuania,Kathryn Smith,Kauno Zalgiris,defender,49,41
Nicaragua,Judy Wilson,Juventus Managua,defender,44,89
Suriname,Thomas Bray,SNL,forward,66,43
Ireland,Robin Rodriguez,Shamrock Rovers,goalkeeper,61,-74
Latvia,Christine Carroll,Ventspils,goalkeeper,43,-71
Cameroon,Erik Perez,Cotonsport,goalkeeper,42,-66
Cape Verde,Crystal Stanley,Vitoria FC,defender,62,82
Haiti,Misty Hill,Don Bosco,goalkeeper,58,-52
Sudan,David Crawford,Al Hilal Omdurman,goalkeeper,80,-53
Barbados,Cody Ramirez,Bridgetown FC,midfielder,63,17
Rwanda,Debra Padilla,Police,goalkeeper,66,-92
Colombia,Brittany Duran,Millonarios,goalkeeper,53,-26
Botswana,Misty Jackson,Extension Gunners,forward,68,74
Malta,Christina Ramos,Hibernians,midfielder,44,64
Montenegro,Cathy Hunt,Decic,forward,50,60
Estonia,Heather Newton,Tammeka Tartu,forward,65,72
Eswatini,Mrs. Yvette Martin,Royal Leopards,midfielder,55,73
Gambia,Christine Reed,Real de Banjul,midfielder,50,40
Namibia,Amanda Jackson,Young African,forward,70,15
France,Christopher Jackson,Lyon,midfielder,60,19
Haiti,Riley Pierce,Cavaly,defender,62,32
Sierra Leone,William Cooper,FC Johansen,midfielder,74,83
Saudi Arabia,James Black DDS,Al Nassr,defender,44,54
Azerbaijan,Tony Olson,Zira,defender,52,1
Lebanon,Paul Obrien,Al Ansar,defender,55,81
Egypt,Dr. Vickie Reese,Ismaily,forward,72,63
Peru,Mr. Richard Fleming,UTC Cajamarca,defender,58,48
Georgia,Nicholas Wolfe PhD,Dinamo Tbilisi,midfielder,51,85
Egypt,Melinda Hawkins,Al Masry,forward,80,34
Malta,Christian Weaver,Sliema Wanderers,midfielder,50,76
Slovenia,Kevin Lane,Koper,goalkeeper,70,-93
Lebanon,Timothy Davenport,Bourj,defender,76,15
France,Matthew Alexander,Lyon,goalkeeper,47,-75
Ghana,Pamela Rivera,Aduana Stars,forward,57,20
Samoa,Kristen Morgan,Lupe ole Soaga,defender,56,46
Marshall Islands,Brooke Olson,Jaluit FC,forward,31,34
Mongolia,Morgan Richardson,Athletic 220,midfielder,52,17
Tanzania,Bryan Huffman,Azam,forward,54,13
