Country,Name,Club,Position,Games,Goals
Cuba,John Carney,FC Cienfuegos,goalkeeper,51,-35
Lebanon,Andrea Patrick,Tripoli,forward,44,78
Sudan,Michael Bridges,Al Khartoum,forward,59,43
Cambodia,Charles Gonzalez,ISI Dangkor Senchey,defender,45,33
Singapore,Ann Vega,Geylang International,defender,53,73
Nigeria,Erik Vargas,Rivers United,defender,67,68
Slovakia,Denise Jackson,Zemplin Michalovce,midfielder,61,73
Bahamas,Tracy Johnson,Dynamos FC,forward,59,39
Georgia,Lisa Carroll,Saburtalo,defender,61,78
Tunisia,Joshua Smith,CS Sfaxien,midfielder,73,85
Djibouti,Paul Gibson,FC Dikhil,forward,63,63
Uzbekistan,Benjamin Collins,Pakhtakor,midfielder,55,108
Ireland,Mr. Christopher Smith,Bohemians,midfielder,47,47
Uganda,Joseph Lester,URA,goalkeeper,68,-34
Togo,Patrick Harmon,Kotoko,goalkeeper,82,-81
Trinidad and Tobago,Jacob Lee,W Connection,goalkeeper,45,-28
El Salvador,Stephanie Olson,Platense,goalkeeper,65,-48
Moldova,Ronnie Schroeder,Sheriff Tiraspol,goalkeeper,62,-40
Peru,Richard Williams,Cienciano,defender,78,42
Haiti,Barbara Chandler,Don Bosco,goalkeeper,58,-41
Iran,Tyler Carson,Esteghlal,forward,76,1
Bulgaria,Arthur Mercado,Arda Kardzhali,defender,59,26
Saint Kitts and Nevis,Kristine Montes,Conaree FC,forward,62,83
Tunisia,Lori Martin,Etoile du Sahel,goalkeeper,64,-21
Costa Rica,Scott Copeland,San Carlos,midfielder,54,85
Colombia,Andrea Byrd,America de Cali,midfielder,75,42
Korea (South),Nathan Stout,Suwon Bluewings,forward,53,44
Niger,Megan Allen,AS GNN,midfielder,65,53
Tanzania,John Shah,Azam,defender,53,44
Lesotho,Michael Mcbride,LDF,goalkeeper,67,-55
Czech Republic,Donald Lopez,Bohemians 1905,forward,52,85
Ukraine,Bonnie Estes,Dnipro-1,forward,56,86
Armenia,Ruth Butler,Noah,midfielder,65,29
Comoros,Matthew Stevens,Steal Nouvel,forward,63,23
Belarus,John Anderson,Dinamo Minsk,midfielder,57,45
Burkina Faso,Kevin Smith,AS SONABEL,defender,77,65
Marshall Islands,Gordon Huang,Kwajalein FC,goalkeeper,48,-94
Luxembourg,Heather Reyes,Fola Esch,midfielder,69,46
Uzbekistan,William Sweeney,Bunyodkor,goalkeeper,40,-36
Bosnia and Herzegovina,Lisa Bell,Velez Mostar,defender,50,77
Samoa,Paul Wright,Moataa,forward,71,95
Paraguay,Joshua Cardenas,Sportivo Luqueno,goalkeeper,54,-39
Tajikistan,Johnny Atkinson,CSKA Pamir,goalkeeper,59,-55
Liberia,Annette Walker,LISCR,defender,45,63
Sudan,Nicholas Hudson,Al Amal Atbara,forward,54,67
Saint Vincent and the Grenadines,Kenneth Edwards,Jebelle,defender,57,70
Ukraine,Erika Robinson,Zorya Luhansk,midfielder,48,34
Turkmenistan,Michael Williams,Kopetdag,defender,24,44
Tanzania,Roberto Horton,Biashara United,defender,57,47
Germany,Leah Fernandez,Bayer Leverkusen,forward,41,40
Turkmenistan,Ryan Moore,Energetik,forward,58,61
Antigua and Barbuda,Jacob Stanley,Parham FC,goalkeeper,61,-55
Kiribati,Michael Brown,Bairiki,goalkeeper,63,-19
Saint Kitts and Nevis,Patrick Ward,Garden Hotspurs,midfielder,68,38
Rwanda,Thomas Peterson,Bugesera,goalkeeper,63,-9
Burundi,Adam Floyd,Flambeau du Centre,defender,57,55
Fiji,Daniel Diaz,Rewa FC,midfielder,53,59
Guyana,Megan Alvarado,Victoria Kings,defender,43,57
El Salvador,Emily Richardson,Chalatenango,forward,39,67
Israel,Charles Fletcher,Bnei Sakhnin,midfielder,47,87
Yemen,Kim Norton,Al Shula,goalkeeper,50,-43
Bahamas,Thomas Solomon,Nassau United,midfielder,76,99
Canada,Mary Ramirez,Toronto FC,forward,86,36
Poland,Travis Golden,Legia Warsaw,defender,46,91
Philippines,Jessica Schmitt,Kaya-Iloilo,defender,56,63
Guatemala,Alan Ellis,Guastatoya,defender,71,96
Sri Lanka,Krista Dawson,Java Lane,goalkeeper,52,-40
Congo,Brian Hester,JS Talangai,midfielder,50,73
Marshall Islands,Ashley Thompson,Jaluit FC,defender,50,31
Mexico,Michael Sanchez,Pumas UNAM,midfielder,54,94
Guinea-Bissau,Cathy Perez,Estrela Negra,goalkeeper,77,-21
Tunisia,John Giles,Stade Tunisien,goalkeeper,47,-28
Saudi Arabia,Thomas Sims,Al Fateh,midfielder,30,5
Iran,Hayley Adams,Foolad,defender,61,28
Tanzania,Kathleen Deleon,Young Africans,forward,55,17
Ukraine,Jessica Fernandez,Zorya Luhansk,midfielder,67,43
Chile,Joshua Key,Colo-Colo,forward,56,109
Spain,Mario Hansen,Villarreal,defender,46,44
Ghana,David Ortega,Great Olympics,midfielder,65,38
Bulgaria,Denise Phillips,Arda Kardzhali,midfielder,42,7
Albania,Stephanie Carpenter,KF Tirana,goalkeeper,67,-46
Malta,Tara Barnett,Birkirkara,midfielder,68,86
Syria,Jennifer Gibson,Al Shorta,defender,55,24
Ethiopia,Heather Page,Wolaitta Dicha,defender,60,57
Central African Republic,Sara Little,Olympic Real,midfielder,63,22
Qatar,Carrie Mccoy MD,Al Rayyan,goalkeeper,39,-49
Pakistan,Amanda Pierce,Khan Research Laboratories,forward,64,40
Saint Vincent and the Grenadines,Mary Jackson,Jebelle,midfielder,67,65
Spain,Kelly Cannon,Barcelona,midfielder,34,51
Montenegro,Jose Cross,Mornar,forward,56,23
Spain,Danny Ortiz,Atletico Madrid,forward,65,77
Japan,Victoria Conley,Sanfrecce Hiroshima,defender,56,17
Malaysia,Samantha Wilson,Penang,goalkeeper,44,-82
Thailand,Maria Franklin,Ratchaburi,defender,73,5
Australia,Scott Torres,Brisbane Roar,defender,50,20
Italy,Briana Mullen,Napoli,goalkeeper,59,-63
Antigua and Barbuda,Erik Cline,Hoppers FC,goalkeeper,60,-73
Paraguay,Edward Andrews,Nacional,goalkeeper,46,-62
Maldives,Michael Holloway,Green Streets,midfielder,69,42
Kiribati,Mrs. Barbara Little,Betio,defender,33,4
France,Peter Morse,Paris Saint-Germain,defender,59,40
Tonga,Morgan Rodriguez,Veitongo,midfielder,73,61
Uzbekistan,Kathryn Carter DDS,Nasaf,defender,63,54
Jordan,George Taylor,Al Hussein,midfielder,52,14
Solomon Islands,Meghan Pitts MD,Henderson Eels,goalkeeper,24,-37
Panama,Natasha Gonzalez,Plaza Amador,midfielder,59,52
Uganda,Angel Patel,Vipers,goalkeeper,46,-15
Turkey,Cody Kelly,Besiktas,goalkeeper,73,-9
Zimbabwe,Jade George,Triangle United,goalkeeper,53,-83
Burundi,Elizabeth Clark,Flambeau du Centre,defender,49,52
Finland,Lauren Christensen,HJK Helsinki,defender,66,13
Tanzania,Rita Jones,Young Africans,forward,58,62
Denmark,Paul Moreno,Midtjylland,defender,71,77
Tonga,Natalie Brown,Veitongo,midfielder,54,19
Montenegro,Barry Hess,Zeta,goalkeeper,59,-57
Algeria,Darrell Brown,CR Belouizdad,midfielder,57,14
Dominican Republic,Dean Perez,Jarabacoa FC,defender,70,43
Thailand,James Cook,Chonburi,goalkeeper,60,-24
Denmark,Stanley Ross,Midtjylland,forward,56,33
Denmark,Lindsay Sanders,Viborg,midfielder,65,53
Mexico,Dakota Carter,Monterrey,goalkeeper,79,-56
Guatemala,Tina Manning,Municipal,goalkeeper,58,-10
Andorra,Ryan Garcia,UE Engordany,midfielder,64,31
New Zealand,Adam Miller,Hawke's Bay United,defender,74,96
Mauritius,Patrick Lindsey,Flacq United,defender,51,16
Eritrea,Joanna Romero,Denden FC,forward,62,37
Jordan,Daniel Martin,Shabab Al Ordon,goalkeeper,61,-93
Sri Lanka,Kristina Martin,Colombo FC,goalkeeper,55,-25
Solomon Islands,Anthony Burgess,Solomon Warriors,midfielder,66,23
Korea (South),Shane Mccoy,Pohang Steelers,defender,69,42
Vietnam,Heather Ho,Sai Gon FC,midfielder,72,34
Suriname,Kaitlin King,SNL,midfielder,73,44
Benin,Robin Gray,Ayema FC,forward,59,1
Papua New Guinea,Randy Silva,Lae City,forward,45,38
Korea (North),Michael Hughes,Sobaeksu,midfielder,51,27
Ukraine,Shawn Hardy,Vorskla Poltava,forward,36,45
Maldives,George Preston,Valencia,midfielder,60,78
Libya,Kristy Mccall,Al Ahly Tripoli,midfielder,47,28
San Marino,James Taylor,Pennarossa,defender,73,80
Bosnia and Herzegovina,Shannon White,Radnik Bijeljina,midfielder,58,4
Azerbaijan,Mr. Christopher Holt,Neftchi Baku,midfielder,48,25
Jordan,Hannah Wu,Shabab Al Ordon,midfielder,62,29
Germany,Jessica Chapman,Borussia Dortmund,goalkeeper,87,-47
Oman,Eric Floyd,Dhofar,forward,54,47
Dominican Republic,Kenneth Gallegos,Cibao FC,midfielder,49,37
Australia,Jeremy Moreno,Brisbane Roar,forward,67,21
Thailand,Nathan Underwood,Nakhon Ratchasima,forward,64,50
Finland,Michael Garcia,SJK,midfielder,62,20
Czech Republic,Michelle Gates,Jablonec,defender,48,76
Burkina Faso,Richard Mueller,ASFA Yennega,forward,59,38
United Arab Emirates,Eric Melendez,Al Ain,forward,54,70
Togo,Kevin Martinez,Sara Sport,forward,55,61
Korea (South),Michael Morris,Ulsan Hyundai,midfielder,62,14
Jordan,Kelly Reed,Shabab Al Ordon,midfielder,58,108
Haiti,Jennifer Carlson,Cavaly,midfielder,49,93
Albania,Lisa Gomez,Kukesi,goalkeeper,51,-11
Costa Rica,Omar Brennan,Alajuelense,defender,64,1
Marshall Islands,Alexandria Hubbard,Majuro FC,goalkeeper,62,-15
Malawi,Natasha Anderson,Mighty Wanderers,midfielder,52,59
Saint Vincent and the Grenadines,Jennifer Williams,Avenues United,goalkeeper,46,-38
Australia,Mary Gonzales,Brisbane Roar,goalkeeper,76,-18
Oman,Alexis Sanchez,Al Oruba,forward,44,44
Belarus,Caleb Clayton,BATE Borisov,forward,59,65
Iran,Kimberly Ramos,Gol Gohar,defender,69,61
Uzbekistan,Laura Sullivan,AGMK,midfielder,65,86
South Sudan,Terry Graham,Al Rabita Juba,goalkeeper,53,-105
Singapore,Steven Hendricks,Tanjong Pagar,defender,40,46
France,Laura Montoya,Marseille,forward,63,85
Belize,Sarah Hayes MD,Placencia Assassins,defender,56,35
Guinea,Heather Johnston,Satellite FC,midfielder,65,70
Czech Republic,Michelle Reyes,Slavia Prague,midfielder,59,66
Paraguay,Kathryn Crane,Cerro Porteno,goalkeeper,54,-41
Burundi,Stephanie Massey,Bujumbura City,goalkeeper,66,-68
Hungary,Sheryl Young,MTK Budapest,midfielder,54,86
Kazakhstan,Ronald Diaz,Astana,midfielder,64,48
Central African Republic,Karina Smith,Anges de Fatima,forward,57,41
Tanzania,Lauren Richard,Young Africans,goalkeeper,64,-7
Lithuania,Alexis Smith,Dziugas,midfielder,57,33
Estonia,Barbara Warren,Kuressaare,goalkeeper,65,-75
El Salvador,Larry Jensen,Santa Tecla,forward,67,5
Cameroon,Jonathon Frederick,Cotonsport,midfielder,58,109
Ecuador,Xavier Sharp,Aucas,forward,73,82
Romania,Eric Sanford,Farul Constanta,goalkeeper,53,-51
France,Vanessa Stone,Paris Saint-Germain,midfielder,64,55
Philippines,Natalie Woods,Stallion Laguna,defender,54,68
Greece,Anthony Shannon,Aris,goalkeeper,71,-76
Benin,Dr. Amanda Carlson,Dynamo Abomey,goalkeeper,61,-48
Congo,Mario Sims,Vita Club Mokanda,defender,32,44
Equatorial Guinea,Mark Parker,Sony de Ela Nguema,goalkeeper,56,-25
Lebanon,Karen Wheeler,Safa,goalkeeper,66,-31
Bulgaria,Jonathan Clark,CSKA Sofia,defender,70,36
Lesotho,Jamie Jones,Linare,forward,69,88
Sudan,Leroy Rich,Al Khartoum,forward,72,62
Micronesia,Shane Huber,Chuuk,midfielder,55,54
Laos,Brian Torres,Master 7,midfielder,57,68
Venezuela,Hannah Santos,Metropolitanos,goalkeeper,74,-51
Marshall Islands,Ross Gibbs,Utrik FC,forward,60,51
Equatorial Guinea,Pamela Holden,Deportivo Unidad,defender,75,46
Micronesia,William Thompson,Yap,goalkeeper,64,-87
Nigeria,Pamela Kirby,Kano Pillars,midfielder,63,96
Solomon Islands,Ashley Murphy,Real Kakamora,goalkeeper,57,-77
Algeria,Amy Robinson,MC Alger,forward,53,47
Kazakhstan,Adam Turner,Kairat,defender,53,33
Switzerland,Alexandra Carroll,St. Gallen,goalkeeper,50,-45
Namibia,Michael Cook,Blue Waters,goalkeeper,91,-25
Burundi,Jonathan Archer,Vital'O,forward,72,64
Ecuador,Aaron Owens,Aucas,forward,57,31
Tuvalu,Kathy Thomas,Nauti,defender,53,1
Hungary,Timothy Sullivan MD,Fehervar,midfielder,57,26
Samoa,Douglas Norris,Togafuafua,defender,63,17
France,Hailey Gonzalez,Monaco,goalkeeper,81,-76
Sierra Leone,Becky Nelson,East End Lions,defender,59,62
Finland,Benjamin Barker,VPS,defender,53,56
Pakistan,Jennifer Johnson,WAPDA,goalkeeper,55,-83
Nauru,Joseph Huff,Nauru FC,midfielder,64,45
India,Janet Atkins,Kerala Blasters,midfielder,64,80
Afghanistan,Brittany Smith,Spin Ghar,midfielder,59,79
Guatemala,Gregory Mcguire,Xelaju,defender,79,69
Malaysia,Joshua Byrd,Terengganu,defender,61,70
Mozambique,Jorge Wade,Liga Muculmana,forward,71,61
Grenada,Craig Sullivan,Fontenoy United,forward,49,60
Syria,Logan Anderson,Al Wahda,defender,63,73
Gambia,Brandon Berry,Hawks,goalkeeper,69,-63
Switzerland,Sandra Hansen,Zurich,midfielder,44,1
Azerbaijan,Joseph Smith,Sabah,forward,73,25
India,Brian Acosta,Hyderabad FC,defender,32,52
Greece,Jennifer Bruce,PAOK,midfielder,75,32
Bolivia,Matthew Perez,Jorge Wilstermann,goalkeeper,64,-72
Cape Verde,Christopher Price,Vitoria FC,goalkeeper,69,-64
Ukraine,Marie Francis,Shakhtar Donetsk,forward,70,76
Cameroon,John Nicholson,Avion Academy,defender,65,82
Guinea-Bissau,Shelly Scott,Bula FC,goalkeeper,55,-63
Iran,Olivia Evans,Foolad,defender,39,99
Denmark,Andrew Perry,FC Copenhagen,midfielder,68,46
Venezuela,Michelle Williams,Zamora,forward,40,71
Antigua and Barbuda,David Jacobson,Five Islands FC,forward,73,38
Burundi,Jonathan Roy,Vital'O,midfielder,44,51
Uganda,Anthony Higgins,BUL,midfielder,67,26
Lithuania,Joanne Campbell,Zalgiris Vilnius,goalkeeper,70,-53
Tunisia,Lisa Chavez,CA Bizertin,forward,69,76
Timor-Leste,Michael Wilson,Sport Laulara,defender,35,29
Malaysia,Andrew Schmitt,Penang,goalkeeper,69,-77
Senegal,Andrew Davis,Casa Sport,midfielder,44,64
Turkey,Randy Cruz,Sivasspor,goalkeeper,51,-47
Gambia,Molly Bonilla,Hawks,forward,65,34
Somalia,Mary Underwood,Elman FC,defender,70,48
Guinea-Bissau,Sandra Patterson,Estrela Negra,defender,60,81
Uruguay,Diana Russell,River Plate Montevideo,forward,64,49
Czech Republic,Adriana Jacobs,Bohemians 1905,midfielder,53,44
Mozambique,Danny Walters,Costa do Sol,goalkeeper,42,-43
Serbia,Taylor Johns,Partizan,goalkeeper,66,-39
Timor-Leste,Julia Collins,Académica,defender,59,1
Guyana,Tyler Craig,GDF,goalkeeper,57,-75
Vanuatu,Steve Bell,Tupuji Imere,defender,58,44
Korea (South),Kevin Webster,Incheon United,defender,68,23
Comoros,Amy Holt,Steal Nouvel,forward,36,58
Syria,Anthony Howell,Al Karamah,forward,55,55
Bangladesh,Jim Clark,Bashundhara Kings,defender,76,47
Solomon Islands,Derrick Johnson,Central Coast,defender,50,15
Paraguay,Lisa Riley,Olimpia,defender,56,74
Myanmar,Samuel Wright,Yangon United,goalkeeper,65,-66
Greece,Justin Watts,Panetolikos,midfielder,68,53
United Kingdom,Tammy Morales,Arsenal,goalkeeper,57,-12
China,Kevin Henry,Shanghai Port,forward,60,52
Guyana,Christopher Richards,Buxton United,goalkeeper,64,-48
Algeria,Tracy Cole,CR Belouizdad,defender,65,71
Lebanon,Randy May,Shabab Sahel,midfielder,60,63
Panama,Pamela Smith,Independiente,defender,56,69
Tuvalu,Terry Ortiz,Manu Laeva,midfielder,66,11
Lesotho,Samantha Campbell,LCS,defender,62,71
Switzerland,Jose Whitney,Basel,midfielder,47,55
Uzbekistan,Michele Obrien,Lokomotiv Tashkent,defender,37,91
Norway,Valerie Richardson,Valerenga,midfielder,55,43
Uruguay,Mary Martinez,Fenix,midfielder,53,43
Antigua and Barbuda,Sheryl Bell,Liberta FC,forward,74,41
Malta,Samantha Goodwin,Birkirkara,goalkeeper,55,-1
Kuwait,Garrett Crosby,Al Salmiya,goalkeeper,49,-77
United Arab Emirates,Shawna Carney,Al Wahda,goalkeeper,59,-75
South Sudan,Anthony Acosta,Al Rabita Juba,goalkeeper,58,-79
Saint Kitts and Nevis,Kim Hampton,Garden Hotspurs,goalkeeper,48,-28
Lithuania,Heather Rogers,Dziugas,defender,59,27
Slovenia,Nicole Rodriguez,Celje,forward,71,38
Ireland,Amy Carpenter,Dundalk,forward,49,49
Saint Vincent and the Grenadines,Patrick Burns,Jebelle,goalkeeper,65,-19
Panama,Kendra Bryan,Tauro,midfielder,49,79
Cambodia,Anna Fernandez,Kirivong Sok Sen Chey,goalkeeper,67,-49
Togo,Sharon Baker,Gbikinti,forward,48,45
Australia,Brandon Martinez,Melbourne Victory,forward,51,98
Malta,Thomas Patrick,Hibernians,midfielder,53,45
Malaysia,Susan Williams,Kedah,forward,39,35
Albania,Jake Evans,KF Tirana,defender,51,51
Mauritius,Benjamin Knox,Bolton City,midfielder,71,11
Algeria,Willie Jones,MC Oran,defender,46,58
Lesotho,Jeffrey Vargas,LDF,midfielder,60,46
Portugal,Gina Garcia,Famalicao,midfielder,44,51
Slovenia,Maria Wilkerson,Olimpija Ljubljana,forward,37,12
Italy,Michael Williams,AC Milan,midfielder,49,81
Liberia,Jackie Greene,Nimba United,midfielder,71,74
Korea (North),Melvin Dixon,Kigwancha,defender,62,60
Marshall Islands,Dawn Nelson,Majuro FC,defender,67,64
Nigeria,Lacey Davis,Rivers United,forward,57,1
Argentina,Michael Jenkins,Racing Club,forward,67,50
Switzerland,Robert Cameron,Zurich,midfielder,49,16
Vanuatu,Amber Wade,Ifira Black Bird,goalkeeper,76,-69
Nigeria,Jesus Shah,Rivers United,goalkeeper,67,-25
Iran,Brenda Kirk DDS,Gol Gohar,midfielder,72,40
Vanuatu,Paul Hart,Erakor Golden Star,midfielder,47,33
Jordan,Megan Rogers,Al Salt,forward,55,62
Lesotho,Lisa Salazar,LMPS,goalkeeper,57,-78
Benin,Joseph Dougherty,JSP FC,defender,53,79
Nepal,George Carter,Friends Club,forward,65,66
New Zealand,Melissa Burns,Team Wellington,defender,60,15
Zimbabwe,Bailey Chapman,Dynamos,midfielder,55,68
Jordan,Sandra Brown,Al Wehdat,midfielder,58,89
Marshall Islands,Erika Brown,Kwajalein FC,forward,77,31
Comoros,Daniel Good,Fomboni FC,goalkeeper,57,-112
South Africa,Stephanie Lloyd,Orlando Pirates,forward,64,66
Spain,Matthew Reynolds III,Atletico Madrid,goalkeeper,68,-71
Australia,Amanda Blankenship,Melbourne Victory,midfielder,75,66
Nigeria,Tiffany Gray,Akwa United,defender,51,24
Bolivia,Katherine Davis,The Strongest,defender,65,47
Mozambique,Keith Krueger,Ferroviario Nampula,midfielder,53,91
Tajikistan,Jessica White,Istiklol,goalkeeper,68,-15
Belize,Annette Lewis,Belmopan Bandits,goalkeeper,46,-77
Mozambique,Tyler Allen,Ferroviario Nampula,forward,57,81
Tunisia,Julie Moore,Stade Tunisien,goalkeeper,62,-53
Poland,Robin West,Wisla Krakow,goalkeeper,51,-53
Bahamas,Penny Hinton,Freeport FC,goalkeeper,45,-10
Belize,Shannon Morris,Placencia Assassins,goalkeeper,58,-14
Dominica,James Daniel,South East FC,goalkeeper,36,-50
Laos,Lisa Wilkinson,Young Elephants,goalkeeper,63,-89
Mozambique,Ashley Carpenter,UD Songo,defender,73,56
Eritrea,Jessica Allen,Denden FC,midfielder,65,29
Georgia,Matthew Williams,Dinamo Tbilisi,goalkeeper,69,-33
Brunei,Daryl Gonzalez,Lun Bawang,forward,49,25
Marshall Islands,Amber Smith,Majuro FC,midfielder,65,62
Seychelles,Travis West,Anse Reunion,midfielder,64,76
Mexico,Sandra Patrick MD,Guadalajara,midfielder,79,27
Angola,Terry Paul,Petro de Luanda,goalkeeper,36,-71
Mauritania,Matthew Perez,ASAC Concorde,defender,68,61
Kazakhstan,Cheryl Williams,Astana,goalkeeper,56,-55
Oman,Matthew Hernandez,Al Suwaiq,defender,40,69
Paraguay,Robert Stevens,Libertad,goalkeeper,54,-43
Venezuela,Omar Schroeder,Deportivo Tachira,defender,36,45
Brunei,Jamie Patrick,Tabuan Muda,midfielder,81,51
Equatorial Guinea,Scott Rice,Canon Sportif,forward,64,7
Chile,Christine Rivera,Colo-Colo,goalkeeper,64,-94
Ecuador,Stephanie Davidson,Emelec,goalkeeper,69,-45
Trinidad and Tobago,Danielle Sanchez,Defence Force,defender,49,34
Iceland,Johnny White,Stjarnan,defender,48,54
New Zealand,Scott Andrade,Hamilton Wanderers,midfielder,78,72
Barbados,Jeremy Phillips,Paradise SC,forward,47,59
Indonesia,Tyler Olson,Bali United,forward,65,97
Philippines,Bailey Morrison,Ceres-Negros,midfielder,49,75
Korea (South),Jeffrey Montgomery,Suwon Bluewings,midfielder,73,8
Haiti,Maria Harvey,Racing Club Haitien,defender,48,21
Bangladesh,Taylor Ferguson,Bashundhara Kings,defender,60,42
Croatia,Brian Allen,Hajduk Split,defender,62,74
Sao Tome and Principe,Samuel Harris,UDRA,goalkeeper,41,-84
Afghanistan,William Perez,Maiwand FC,forward,68,40
Comoros,Anna Flores,Ajax de Hahaya,forward,48,49
Tuvalu,Janet Beck,Ha'apai,forward,67,26
Jordan,Patrick Barber,Al Salt,forward,70,40
Benin,Justin Sparks,Dynamo Abomey,forward,66,13
Madagascar,Stephen Henderson,Ajesaia,midfielder,54,56
Botswana,Brenda Donovan,Mochudi Centre Chiefs,defender,79,18
Gambia,Megan Kemp,Brikama United,goalkeeper,56,-77
Mauritania,Allison Bowman,Nouakchott Kings,goalkeeper,61,-30
Togo,Crystal Brewer,AS Togo-Port,defender,62,11
Argentina,Jorge Martin,Velez Sarsfield,goalkeeper,53,-52
Comoros,Anna Estrada PhD,Steal Nouvel,goalkeeper,58,-35
Cambodia,Annette Powers,Nagaworld,goalkeeper,73,-67
Uruguay,Allison Hart,Boston River,forward,66,62
Guatemala,Christopher Turner,Santa Lucia,defender,64,1
Croatia,Amber Smith,Lokomotiva,forward,47,37
Lebanon,Anne Hamilton,Bourj,midfielder,41,59
Belgium,Madison Cunningham,Club Brugge,midfielder,55,59
Vietnam,Christine Harvey,Binh Duong,defender,58,42
Yemen,James Curry,Al Saqr,forward,67,75
Belarus,Veronica Rivers,Isloch,goalkeeper,54,-41
Djibouti,Brandon Dawson,AS Arta/Solar7,defender,70,40
Palau,Theresa Hanson,Team Friendship,defender,58,29
Venezuela,Olivia Lee,Deportivo Tachira,defender,56,21
Rwanda,Stefanie Martinez,APR,midfielder,51,11
Sierra Leone,Michael Arnold,Mighty Blackpool,defender,73,53
Georgia,Brittney Lynch,Dinamo Tbilisi,midfielder,73,48
Indonesia,Shawn Robbins,Persib Bandung,forward,73,26
Azerbaijan,Ethan Booker,Zira,goalkeeper,69,-94
Marshall Islands,Matthew Johnson,Majuro FC,goalkeeper,71,-13
South Africa,Jessica Adams,Mamelodi Sundowns,goalkeeper,69,-49
Luxembourg,Kelly Johnston,Fola Esch,forward,60,53
Benin,Laura Schmidt,AS Cotonou,forward,60,46
Greece,Paul Fisher,Panetolikos,forward,73,81
Luxembourg,Molly Foley,Swift Hesperange,goalkeeper,40,-31
Qatar,Carol Rodriguez,Al Duhail,forward,85,87
Guinea-Bissau,David Obrien,Benfica Bissau,goalkeeper,64,-76
Switzerland,Timothy Moreno,St. Gallen,forward,53,42
Saint Vincent and the Grenadines,Daniel Warren,Layou,defender,48,56
Uzbekistan,Tara Howard,Sogdiana,defender,70,48
Vietnam,Lisa Smith,Nam Dinh,defender,63,87
Lithuania,Samantha Crawford,Banga,goalkeeper,65,-25
Slovenia,Michael Thomas,Olimpija Ljubljana,midfielder,61,20
Bolivia,Jose Perez,The Strongest,forward,48,67
Afghanistan,Teresa Lindsey,De Spinghar Bazan,midfielder,58,19
Turkmenistan,Erin Davis,Energetik,midfielder,39,1
Namibia,Diana Mayer,Tura Magic,defender,69,59
China,Sarah Graham,Guangzhou FC,forward,65,88
Bangladesh,Dillon Villarreal,Saif SC,defender,75,64
Chile,Theresa Martinez,Union Espanola,midfielder,43,12
Kenya,Sandra Mcdonald,Kariobangi Sharks,midfielder,54,36
Zambia,Anna Johnson,Green Eagles,goalkeeper,44,-52
Cyprus,Courtney Richard,Omonia,goalkeeper,54,-38
Niger,Jesus Fields,USGN,defender,56,69
Lebanon,Patricia Wise,Al Ahed,defender,78,93
Nepal,Andrea Mitchell,Sankata,midfielder,55,52
Niger,Luke Clayton,ASFAN,midfielder,44,59
Nicaragua,Cynthia Johnston,Managua FC,forward,60,83
South Africa,Savannah Mitchell,SuperSport United,forward,44,57
Ireland,Kevin Mann,St Patrick's Athletic,defender,44,80
Guatemala,Paul Thompson,Guastatoya,defender,46,32
Denmark,Wayne Burns,Nordsjaelland,defender,68,38
Gambia,Dana Soto,Fortune FC,goalkeeper,51,-19
Italy,Casey Howard,Roma,defender,54,43
United States,Daniel Thomas,Philadelphia Union,defender,54,64
Serbia,Jerry Anderson,Spartak Subotica,goalkeeper,63,-63
Hungary,James Anderson,Ujpest,midfielder,58,84
Hungary,Benjamin Wilson,MTK Budapest,forward,65,77
Bhutan,Jorge Pham,High Quality FC,forward,67,95
Chile,Suzanne Gregory,Colo-Colo,goalkeeper,59,-75
Eswatini,Justin Ross,Malanti Chiefs,midfielder,62,70
Kuwait,Allison Hall,Al Qadsia,defender,66,80
Latvia,Amanda Porter,Valmiera,midfielder,55,71
Gambia,John Cross,Brikama United,forward,51,24
El Salvador,Ann English,Platense,midfielder,63,83
Niger,Glenn Hudson,Douanes,goalkeeper,44,-83
Russia,Mrs. Victoria Foster,Zenit,midfielder,49,38
Azerbaijan,Catherine Perez,Sabah,forward,66,17
Timor-Leste,Russell Hernandez,Sport Laulara,forward,67,53
Ecuador,Susan Salazar,Universidad Catolica,forward,37,61
Sweden,Rachel Burke,Djurgarden,goalkeeper,58,-53
Tajikistan,Eric Vargas,Khujand,goalkeeper,67,-37
Bolivia,Jessica Lewis,Bolivar,goalkeeper,49,-54
Kyrgyzstan,Mary Garcia,Dordoi Bishkek,midfielder,62,66
Eritrea,Cynthia Murray,Al-Tahrir,forward,70,84
Netherlands,John Baldwin,Twente,forward,47,49
Guinea,Leah Williams,Wakriya,forward,54,87
Belize,Elizabeth Sims,Placencia Assassins,forward,85,49
Argentina,Maria Dorsey,San Lorenzo,defender,57,61
Micronesia,Jason Williams,Nukuoro,midfielder,56,108
Ghana,Mary Barajas,Asante Kotoko,midfielder,89,19
Syria,Andrew Nelson MD,Al Ittihad Aleppo,goalkeeper,54,-65
Mexico,Phyllis Watkins,Cruz Azul,midfielder,42,43
El Salvador,Joshua Cooper,Alianza,midfielder,51,67
Nigeria,Eric Hicks,Lobi Stars,goalkeeper,65,-56
Korea (South),Benjamin Walker,Daegu FC,forward,51,60
Saint Vincent and the Grenadines,Roberta Wu,Hope International,goalkeeper,56,-3
Central African Republic,Zachary Johnson,Sica Sport,defender,34,33
